gene	orthogroup	orthogroup_support	orthologous_to	orthologous_to_support
Morvir_scaffold63.g37.t1	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	46.0/46.0/46.0
Mmus_ENSMUST00000022954	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS3	99.0
Adig_XM_015916843.1	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	46.0/46.0/46.0
Dmel_FBtr0071828	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	93.0/93.0/93.0
Spur_XM_030982836.1	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	71.0/71.0/71.0
Mmus_ENSMUST00000027226	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS2	99.0
Tcas_TC009970_001	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	93.0/93.0/93.0
Mlei_ML3422.g8.i1	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	99.0/99.0/99.0
Dmel_FBtr0290254	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	93.0/93.0/93.0
Spur_XM_030982855.1	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	71.0/71.0/71.0
Scil_scict020245.1	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	93.0/93.0/93.0
Dgig_XM_028543608.1	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	98.0/98.0/98.0
Spis_XP_022780896_1	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	46.0/46.0/46.0
Dmel_FBtr0331464	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	93.0/93.0/93.0
Scil_scict018830.1	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	93.0/93.0/93.0
Hsap_ENST00000281156	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS2	100.0
Mmus_ENSMUST00000066257	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1	100.0
Drer_ENSDART00000103471	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1	100.0
Cgig_XM_034456723.1	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	71.0/71.0/71.0
Hhon_g03552.t1	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	46.0/46.0/46.0
Hvul_g31820_1	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	46.0/46.0/46.0
Drer_ENSDART00000159021	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1	100.0
Dmel_FBtr0071843	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	93.0/93.0/93.0
Emue_Em0786g3a.t1	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	93.0/93.0/93.0
Bralan_BLAG02000842_1	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	93.0/93.0/93.0
Drer_ENSDART00000101134	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS2	100.0
Drer_ENSDART00000170533	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS3	100.0
Dmel_FBtr0071853	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	93.0/93.0/93.0
TrH2_TrispH2_001444-RA	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	46.0/46.0/46.0
Dmel_FBtr0071861	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	93.0/93.0/93.0
Hsap_ENST00000355849	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS3	100.0
Nemnom_g9986.t1	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	46.0/46.0/46.0
Dmel_FBtr0071716	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	93.0/93.0/93.0
HoiH23_PlH23_001070-RA	KH.HG2.3:KHDRBS1/KHDRBS2/KHDRBS3	98.0	KHDRBS1/KHDRBS2/KHDRBS3	46.0/46.0/46.0
Gracom_Gcom_C521984_01	KH.HG3.0:RPS3	1.0	RPS3	35.0
Skow_XM_006815847.1	KH.HG3.0:RPS3	1.0	RPS3	1.0
Adig_XM_015920921.1	KH.HG3.0:RPS3	1.0	RPS3	1.0
Nvec_v1g158071	KH.HG3.0:RPS3	1.0	RPS3	1.0
Bolinf_Binf_sb1229850	KH.HG3.0:RPS3	1.0	RPS3	1.0
HoiH23_PlH23_009145-RA	KH.HG3.0:RPS3	1.0	RPS3	1.0
Beraby_Baby_sb325577	KH.HG3.0:RPS3	1.0	RPS3	1.0
Aque_Aqu2.1.14207_001	KH.HG3.0:RPS3	1.0	RPS3	1.0
Exapal_XM_021049544.2	KH.HG3.0:RPS3	1.0	RPS3	1.0
Adig_XM_015903310.1	KH.HG3.0:RPS3	1.0	RPS3	1.0
Spis_XP_022795354_1	KH.HG3.0:RPS3	1.0	RPS3	1.0
Hvul_g10540_1	KH.HG3.0:RPS3	1.0	RPS3	1.0
Tcas_TC008261_001	KH.HG3.0:RPS3	1.0	RPS3	1.0
Bolinf_Binf_sb1229851	KH.HG3.0:RPS3	1.0	RPS3	1.0
Dgig_XM_028547043.1	KH.HG3.0:RPS3	1.0	RPS3	1.0
Plajan_Pjan_scaffold23040_01	KH.HG3.0:RPS3	1.0	RPS3	1.0
Nemnom_g7967.t1	KH.HG3.0:RPS3	1.0	RPS3	1.0
Tadh_TriadT38207	KH.HG3.0:RPS3	1.0	RPS3	1.0
Vmul_SimC382538	KH.HG3.0:RPS3	1.0	RPS3	1.0
Horcal_Hcv1.av93.c4.g698.i1	KH.HG3.0:RPS3	1.0	RPS3	1.0
Tetwil_g12323.t1	KH.HG3.0:RPS3	1.0	RPS3	1.0
Bolinf_Binf_sb1223565	KH.HG3.0:RPS3	1.0	RPS3	1.0
Mlei_ML2131.g5.i1	KH.HG3.0:RPS3	1.0	RPS3	1.0
Morvir_scaffold123.g3.t1	KH.HG3.0:RPS3	1.0	RPS3	1.0
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA171942	KH.HG3.0:RPS3	1.0	RPS3	1.0
TrH2_TrispH2_008401-RA	KH.HG3.0:RPS3	1.0	RPS3	1.0
Cgig_XM_011440006.3	KH.HG3.0:RPS3	1.0	RPS3	1.0
Spur_XM_793211.5	KH.HG3.0:RPS3	1.0	RPS3	1.0
Hhon_g08423.t1	KH.HG3.0:RPS3	1.0	RPS3	1.0
Aque_Aqu2.1.26386_001	KH.HG3.0:RPS3	1.0	RPS3	1.0
Dmel_FBtr0084410	KH.HG3.0:RPS3	1.0	RPS3	1.0
Bolinf_Binf_sb1297782	KH.HG3.0:RPS3	1.0	RPS3	1.0
Gracom_Gcom_C537348_01	KH.HG3.0:RPS3	1.0	NA	NA
Scil_scict008281.1	KH.HG3.0:RPS3	1.0	NA	NA
Drer_ENSDART00000162657	KH.HG3.0:RPS3	1.0	RPS3	83.0
Ocar_g6947	KH.HG3.0:RPS3	1.0	RPS3	35.0
Bralan_BLAG06000799_1	KH.HG3.0:RPS3	1.0	RPS3	67.0
Emue_Em0022g493a.t1	KH.HG3.0:RPS3	1.0	RPS3	21.0
Cint_ENSCINT00000010313	KH.HG3.0:RPS3	1.0	RPS3	21.0
Hsap_ENST00000278572	KH.HG3.0:RPS3	1.0	RPS3	100.0
Mmus_ENSMUST00000032998	KH.HG3.0:RPS3	1.0	RPS3	59.0
Cgig_XM_011414141.3	KH.HG4.0:KRR1	1.0	KRR1	60.0
Nvec_v1g71320	KH.HG4.0:KRR1	1.0	KRR1	1.0
Exapal_XM_021043927.2	KH.HG4.0:KRR1	1.0	KRR1	1.0
Hhon_g05731.t1	KH.HG4.0:KRR1	1.0	KRR1	1.0
Bolinf_Binf_sb1256879	KH.HG4.0:KRR1	1.0	KRR1	1.0
Adig_XM_015902799.1	KH.HG4.0:KRR1	1.0	KRR1	1.0
Emue_Em0022g30a.t1	KH.HG4.0:KRR1	1.0	KRR1	1.0
Tcas_TC034663_001	KH.HG4.0:KRR1	1.0	KRR1	1.0
HoiH23_PlH23_002279-RA	KH.HG4.0:KRR1	1.0	KRR1	1.0
Spis_XP_022780079_1	KH.HG4.0:KRR1	1.0	KRR1	1.0
Beraby_Baby_sb329861	KH.HG4.0:KRR1	1.0	KRR1	1.0
Vmul_sbMO427144	KH.HG4.0:KRR1	1.0	KRR1	1.0
Tadh_TriadT51950	KH.HG4.0:KRR1	1.0	KRR1	1.0
Hvul_g33231_1	KH.HG4.0:KRR1	1.0	KRR1	1.0
Nemnom_g13335.t1	KH.HG4.0:KRR1	1.0	KRR1	1.0
Bolinf_Binf_sb1190408	KH.HG4.0:KRR1	1.0	KRR1	1.0
Adig_XM_015904455.1	KH.HG4.0:KRR1	1.0	KRR1	1.0
Bolinf_Binf_sb1256874	KH.HG4.0:KRR1	1.0	KRR1	1.0
Plajan_Pjan_C560956_01	KH.HG4.0:KRR1	1.0	KRR1	1.0
TrH2_TrispH2_006328-RA	KH.HG4.0:KRR1	1.0	KRR1	1.0
Emue_Em0022g15a.t1	KH.HG4.0:KRR1	1.0	KRR1	1.0
Lampan_Lpan_828_01	KH.HG4.0:KRR1	1.0	KRR1	1.0
Bolinf_Binf_sb1256876	KH.HG4.0:KRR1	1.0	KRR1	1.0
Coemet_Cmet_C598567_01	KH.HG4.0:KRR1	1.0	KRR1	1.0
Scil_scict016084.1	KH.HG4.0:KRR1	1.0	KRR1	1.0
Morvir_scaffold323.g5.t1	KH.HG4.0:KRR1	1.0	KRR1	1.0
Mlei_ML0231.g5.i1	KH.HG4.0:KRR1	1.0	KRR1	1.0
Aque_Aqu2.1.27312_001	KH.HG4.0:KRR1	1.0	KRR1	1.0
Dgig_XM_028555864.1	KH.HG4.0:KRR1	1.0	KRR1	1.0
Dmel_FBtr0078030	KH.HG4.0:KRR1	1.0	KRR1	1.0
Bolinf_Binf_sb1251354	KH.HG4.0:KRR1	1.0	KRR1	1.0
Tetwil_g11280.t2	KH.HG4.0:KRR1	1.0	KRR1	1.0
Gracom_Gcom_C547572_01	KH.HG4.0:KRR1	1.0	KRR1	1.0
Mmus_ENSMUST00000163048	KH.HG4.0:KRR1	1.0	KRR1	85.0
Skow_XM_002734957.2	KH.HG4.0:KRR1	1.0	KRR1	41.0
Cint_ENSCINT00000035159	KH.HG4.0:KRR1	1.0	KRR1	82.0
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA183647	KH.HG4.0:KRR1	1.0	KRR1	82.0
Spur_XM_030989156.1	KH.HG4.0:KRR1	1.0	KRR1	98.0
Hsap_ENST00000229214	KH.HG4.0:KRR1	1.0	KRR1	100.0
Drer_ENSDART00000125815	KH.HG4.0:KRR1	1.0	KRR1	100.0
Bralan_BLAG03002183_1	KH.HG4.0:KRR1	1.0	KRR1	82.0
Coemet_Cmet_scaffold5246_01	KH.HG5.0:EXOSC2	1.0	EXOSC2	1.0
Bralan_BLAG08000254_1	KH.HG5.0:EXOSC2	1.0	EXOSC2	81.0
Dgig_XM_028551988.1	KH.HG5.0:EXOSC2	1.0	EXOSC2	77.0
Scil_scict020095.1	KH.HG5.0:EXOSC2	1.0	EXOSC2	90.0
HoiH23_PlH23_005334-RA	KH.HG5.0:EXOSC2	1.0	EXOSC2	59.0
Hsap_ENST00000372358	KH.HG5.0:EXOSC2	1.0	EXOSC2	100.0
Skow_XM_002731919.2	KH.HG5.0:EXOSC2	1.0	EXOSC2	26.0
Mmus_ENSMUST00000038474	KH.HG5.0:EXOSC2	1.0	EXOSC2	100.0
Dmel_FBtr0072111	KH.HG5.0:EXOSC2	1.0	EXOSC2	45.0
Hhon_g01671.t1	KH.HG5.0:EXOSC2	1.0	EXOSC2	59.0
Tadh_TriadT21452	KH.HG5.0:EXOSC2	1.0	EXOSC2	59.0
Spur_XM_030997750.1	KH.HG5.0:EXOSC2	1.0	EXOSC2	26.0
Aque_Aqu2.1.37284_001	KH.HG5.0:EXOSC2	1.0	EXOSC2	59.0
Gracom_Gcom_C551284_01	KH.HG5.0:EXOSC2	1.0	EXOSC2	90.0
Cgig_XM_011419475.3	KH.HG5.0:EXOSC2	1.0	EXOSC2	81.0
Adig_XM_015918358.1	KH.HG5.0:EXOSC2	1.0	EXOSC2	90.0
Tcas_TC001377_001	KH.HG5.0:EXOSC2	1.0	EXOSC2	45.0
TrH2_TrispH2_004114-RA	KH.HG5.0:EXOSC2	1.0	EXOSC2	59.0
Bralan_BLAG90000590_1	KH.HG5.0:EXOSC2	1.0	EXOSC2	81.0
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA115301	KH.HG5.0:EXOSC2	1.0	EXOSC2	81.0
Spis_XP_022793375_1	KH.HG5.0:EXOSC2	1.0	EXOSC2	90.0
Tetwil_g5776.t1	KH.HG5.0:EXOSC2	1.0	EXOSC2	59.0
Nvec_v1g212749	KH.HG5.0:EXOSC2	1.0	EXOSC2	90.0
Drer_ENSDART00000149195	KH.HG5.0:EXOSC2	1.0	EXOSC2	48.0
Cint_ENSCINT00000027033	KH.HG5.0:EXOSC2	1.0	EXOSC2	44.0
Exapal_XM_021051006.2	KH.HG5.0:EXOSC2	1.0	EXOSC2	90.0
Beraby_Baby_sb345270	KH.HG5.0:EXOSC2	1.0	EXOSC2	1.0
Coemet_Cmet_scaffold5244_01	KH.HG5.0:EXOSC2	1.0	EXOSC2	1.0
Ocar_g9254	KH.HG5.0:EXOSC2	1.0	EXOSC2	1.0
Horcal_Hcv1.av93.c7.g621.i1	KH.HG5.0:EXOSC2	1.0	EXOSC2	1.0
Bolinf_Binf_sb1307644	KH.HG5.0:EXOSC2	1.0	EXOSC2	1.0
Bolinf_Binf_sb1208843	KH.HG5.0:EXOSC2	1.0	EXOSC2	1.0
Lampan_Lpan_C409465_01	KH.HG5.0:EXOSC2	1.0	EXOSC2	1.0
Horcal_Hcv1.av93.c7.g621.i2	KH.HG5.0:EXOSC2	1.0	EXOSC2	1.0
Beraby_Baby_sb345272	KH.HG5.0:EXOSC2	1.0	EXOSC2	1.0
Nemnom_g10592.t1	KH.HG5.0:EXOSC2	1.0	EXOSC2	1.0
Bolinf_Binf_sb1208842	KH.HG5.0:EXOSC2	1.0	EXOSC2	1.0
Mlei_ML0073.g19.i1	KH.HG5.0:EXOSC2	1.0	EXOSC2	1.0
Beraby_Baby_sb345271	KH.HG5.0:EXOSC2	1.0	EXOSC2	1.0
Morvir_scaffold80.g26.t1	KH.HG5.0:EXOSC2	1.0	EXOSC2	1.0
Hvul_g26951_1	KH.HG5.0:EXOSC2	1.0	EXOSC2	1.0
Beraby_Baby_sb330428	KH.HG6.0:EXOSC3	1.0	EXOSC3	1.0
Spur_XM_003729896.3	KH.HG6.0:EXOSC3	1.0	EXOSC3	78.0
Skow_XM_002730527.2	KH.HG6.0:EXOSC3	1.0	EXOSC3	40.0
Hvul_g29445_1	KH.HG6.0:EXOSC3	1.0	EXOSC3	53.0
Nemnom_g11981.t1	KH.HG6.0:EXOSC3	1.0	EXOSC3	53.0
Dmel_FBtr0077883	KH.HG6.0:EXOSC3	1.0	EXOSC3	39.0
Morvir_scaffold149.g17.t1	KH.HG6.0:EXOSC3	1.0	EXOSC3	53.0
Hsap_ENST00000327304	KH.HG6.0:EXOSC3	1.0	EXOSC3	100.0
Spis_XP_022805240_1	KH.HG6.0:EXOSC3	1.0	EXOSC3	53.0
Exapal_XM_021060143.2	KH.HG6.0:EXOSC3	1.0	EXOSC3	53.0
Mmus_ENSMUST00000030003	KH.HG6.0:EXOSC3	1.0	EXOSC3	98.0
Nvec_v1g120763	KH.HG6.0:EXOSC3	1.0	EXOSC3	53.0
Adig_XM_015904195.1	KH.HG6.0:EXOSC3	1.0	EXOSC3	53.0
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA131167	KH.HG6.0:EXOSC3	1.0	EXOSC3	40.0
Drer_ENSDART00000167319	KH.HG6.0:EXOSC3	1.0	EXOSC3	100.0
Drer_ENSDART00000158353	KH.HG6.0:EXOSC3	1.0	EXOSC3	100.0
Dgig_XM_028548800.1	KH.HG6.0:EXOSC3	1.0	EXOSC3	53.0
Cgig_XM_011433575.3	KH.HG6.0:EXOSC3	1.0	EXOSC3	40.0
Plajan_Pjan_C542558_01	KH.HG6.0:EXOSC3	1.0	EXOSC3	25.0
Bralan_BLAG13000056_1	KH.HG6.0:EXOSC3	1.0	EXOSC3	40.0
Tcas_TC005405_001	KH.HG6.0:EXOSC3	1.0	EXOSC3	39.0
Beraby_Baby_sb330427	KH.HG6.0:EXOSC3	1.0	EXOSC3	1.0
Horcal_Hcv1.av93.c7.g1067.i1	KH.HG6.0:EXOSC3	1.0	EXOSC3	1.0
TrH2_TrispH2_007716-RA	KH.HG6.0:EXOSC3	1.0	EXOSC3	1.0
Cint_ENSCINT00000030802	KH.HG6.0:EXOSC3	1.0	EXOSC3	1.0
HoiH23_PlH23_004148-RA	KH.HG6.0:EXOSC3	1.0	EXOSC3	1.0
Aque_Aqu2.1.27616_001	KH.HG6.0:EXOSC3	1.0	EXOSC3	1.0
Mlei_ML0346.g38.i1	KH.HG6.0:EXOSC3	1.0	EXOSC3	1.0
Gracom_Gcom_scaffold14897_01	KH.HG6.0:EXOSC3	1.0	EXOSC3	1.0
Bolinf_Binf_sb1236758	KH.HG6.0:EXOSC3	1.0	EXOSC3	1.0
Scil_scict018884.1	KH.HG6.0:EXOSC3	1.0	EXOSC3	1.0
Vmul_sbMO408064	KH.HG6.0:EXOSC3	1.0	EXOSC3	1.0
Mmus_ENSMUST00000021183	KH.HG7.0:NA	1.0	NA	NA
Ocar_g9840	KH.HG7.0:NA	1.0	NA	NA
Hhon_g03640.t1	KH.HG7.0:NA	1.0	NA	NA
TrH2_TrispH2_006637-RA	KH.HG7.0:NA	1.0	NA	NA
Aque_Aqu2.1.27009_001	KH.HG7.0:NA	1.0	NA	NA
Emue_Em0016g1025a.t1	KH.HG7.0:NA	1.0	NA	NA
Emue_Em0263g2a.t1	KH.HG7.0:NA	1.0	NA	NA
Tadh_TriadT57257	KH.HG7.0:NA	1.0	NA	NA
HoiH23_PlH23_005158-RA	KH.HG7.0:NA	1.0	NA	NA
Tetwil_g8174.t1	KH.HG7.0:NA	1.0	NA	NA
Bralan_BLAG01002067_4	KH.HG7.0:NA	1.0	NA	NA
Drer_ENSDART00000083778	KH.HG7.0:NA	1.0	NA	NA
Spis_XP_022788056_1	KH.HG8.0:NA	1.0	NA	NA
TrH2_TrispH2_000852-RA	KH.HG8.0:NA	1.0	NA	NA
HoiH23_PlH23_005693-RA	KH.HG8.0:NA	1.0	NA	NA
Tadh_TriadT60292	KH.HG8.0:NA	1.0	NA	NA
Hhon_g08095.t1	KH.HG8.0:NA	1.0	NA	NA
Morvir_scaffold161.g35.t1	KH.HG8.0:NA	1.0	NA	NA
Aque_Aqu2.1.40783_001	KH.HG8.0:NA	1.0	NA	NA
Hsap_ENST00000370367	KH.HG9.0:KHDC3L	99.0	KHDC3L	100.0
Mmus_ENSMUST00000034737	KH.HG9.0:KHDC3L	99.0	KHDC3L	99.0
Mmus_ENSMUST00000174203	KH.HG9.0:KHDC3L	99.0	KHDC3L	99.0
Hsap_ENST00000370359	KH.HG9.1:OOEP	94.0	OOEP	100.0
Mmus_ENSMUST00000034900	KH.HG9.1:OOEP	94.0	OOEP	94.0
Hsap_ENST00000370370	KH.HG9.2:DPPA5	100.0	DPPA5	100.0
Mmus_ENSMUST00000071991	KH.HG9.2:DPPA5	100.0	DPPA5	100.0
Ocar_g3412	La.HG1.0:like:LARP7/SSB	92.0	NA	NA
Plajan_Pjan_C571956_01	La.HG1.0:like:LARP7/SSB	92.0	NA	NA
Scil_scict005252.1	La.HG1.0:like:LARP7/SSB	92.0	NA	NA
Gracom_Gcom_scaffold8838_01	La.HG1.0:like:LARP7/SSB	92.0	NA	NA
Cint_ENSCINT00000036922	La.HG1.1:LARP7	90.0	LARP7	90.0
Scil_scict005683.1	La.HG1.1:LARP7	90.0	LARP7	46.0
Exapal_XM_021038569.2	La.HG1.1:LARP7	90.0	LARP7	46.0
Nvec_v1g217144	La.HG1.1:LARP7	90.0	LARP7	46.0
Horcal_Hcv1.av93.c1.g280.i1	La.HG1.1:LARP7	90.0	LARP7	46.0
Tcas_TC003495_001	La.HG1.1:LARP7	90.0	LARP7	47.0
Drer_ENSDART00000008554	La.HG1.1:LARP7	90.0	LARP7	100.0
Emue_Em0012g161a.t1	La.HG1.1:LARP7	90.0	LARP7	46.0
Plajan_Pjan_C563140_01	La.HG1.1:LARP7	90.0	LARP7	46.0
Cgig_XM_011431215.3	La.HG1.1:LARP7	90.0	LARP7	47.0
Hsap_ENST00000509061	La.HG1.1:LARP7	90.0	LARP7	100.0
Emue_Em0110g6a.t1	La.HG1.1:LARP7	90.0	LARP7	46.0
Tadh_TriadT54426	La.HG1.1:LARP7	90.0	LARP7	46.0
Spis_XP_022785306_1	La.HG1.1:LARP7	90.0	LARP7	46.0
TrH2_TrispH2_008019-RA	La.HG1.1:LARP7	90.0	LARP7	46.0
Hhon_g02455.t1	La.HG1.1:LARP7	90.0	LARP7	46.0
Nemnom_g18110.t1	La.HG1.1:LARP7	90.0	LARP7	46.0
Dmel_FBtr0301275	La.HG1.1:LARP7	90.0	LARP7	47.0
Skow_XM_006819840.1	La.HG1.1:LARP7	90.0	LARP7	46.0
Morvir_scaffold95.g20.t2	La.HG1.1:LARP7	90.0	LARP7	46.0
Beraby_Baby_sb349197	La.HG1.1:LARP7	90.0	LARP7	46.0
Dgig_XM_028537315.1	La.HG1.1:LARP7	90.0	LARP7	46.0
Aque_Aqu2.1.26152_001	La.HG1.1:LARP7	90.0	LARP7	46.0
Spur_XM_030979960.1	La.HG1.1:LARP7	90.0	LARP7	46.0
HoiH23_PlH23_006244-RA	La.HG1.1:LARP7	90.0	LARP7	46.0
Mmus_ENSMUST00000029588	La.HG1.1:LARP7	90.0	LARP7	100.0
Bralan_BLAG15000705_1	La.HG1.1:LARP7	90.0	LARP7	47.0
Tetwil_g25962.t1	La.HG1.1:LARP7	90.0	LARP7	46.0
Hvul_g13965_1	La.HG1.1:LARP7	90.0	LARP7	46.0
Vmul_SimC401512	La.HG1.1:LARP7	90.0	LARP7	46.0
Scil_scict016803.1	La.HG1.2:SSB	94.0	SSB	94.0
Coemet_Cmet_scaffold4255_01	La.HG1.2:SSB	94.0	SSB	37.0
Vmul_sbMO451986	La.HG1.2:SSB	94.0	SSB	37.0
Drer_ENSDART00000041627	La.HG1.2:SSB	94.0	SSB	100.0
Beraby_Baby_sb344947	La.HG1.2:SSB	94.0	SSB	37.0
Emue_Em0012g1096a.t1	La.HG1.2:SSB	94.0	SSB	37.0
Dgig_XM_028561613.1	La.HG1.2:SSB	94.0	NA	NA
Mlei_ML0405.g15.i1	La.HG1.2:SSB	94.0	SSB	37.0
Bolinf_Binf_sb1279788	La.HG1.2:SSB	94.0	SSB	37.0
Tetwil_g19908.t1	La.HG1.2:SSB	94.0	SSB	37.0
TrH2_TrispH2_010371-RA	La.HG1.2:SSB	94.0	SSB	46.0
Bralan_BLAG17000936_1	La.HG1.2:SSB	94.0	SSB	59.0
Horcal_Hcv1.av93.c12.g452.i1	La.HG1.2:SSB	94.0	SSB	37.0
Dmel_FBtr0081374	La.HG1.2:SSB	94.0	SSB	31.0
Lampan_Lpan_14153_01	La.HG1.2:SSB	94.0	SSB	37.0
Skow_XM_002734267.2	La.HG1.2:SSB	94.0	SSB	78.0
Bolinf_Binf_sb1279816	La.HG1.2:SSB	94.0	SSB	37.0
HoiH23_PlH23_009879-RA	La.HG1.2:SSB	94.0	SSB	46.0
Lampan_Lpan_14152_01	La.HG1.2:SSB	94.0	SSB	37.0
Bolinf_Binf_sb1279819	La.HG1.2:SSB	94.0	SSB	37.0
Dgig_XM_028547105.1	La.HG1.2:SSB	94.0	NA	NA
Tcas_TC013519_001	La.HG1.2:SSB	94.0	SSB	37.0
Mmus_ENSMUST00000090852	La.HG1.2:SSB	94.0	SSB	100.0
Bolinf_Binf_sb1279785	La.HG1.2:SSB	94.0	SSB	37.0
Aque_Aqu2.1.25694_001	La.HG1.2:SSB	94.0	SSB	46.0
Spur_XM_030974234.1	La.HG1.2:SSB	94.0	SSB	59.0
Bolinf_Binf_sb1279796	La.HG1.2:SSB	94.0	SSB	37.0
Spis_XP_022777450_1	La.HG1.2:SSB	94.0	NA	NA
Nvec_v1g236578	La.HG1.2:SSB	94.0	NA	NA
Horcal_Hcv1.av93.c12.g452.i2	La.HG1.2:SSB	94.0	SSB	37.0
Nemnom_g2983.t1	La.HG1.2:SSB	94.0	NA	NA
Cgig_XM_034446472.1	La.HG1.2:SSB	94.0	SSB	97.0
Hsap_ENST00000260956	La.HG1.2:SSB	94.0	SSB	100.0
Plajan_Pjan_C560035_01	La.HG1.2:SSB	94.0	SSB	31.0
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA173881	La.HG1.2:SSB	94.0	SSB	59.0
Bolinf_Binf_sb1279799	La.HG1.2:SSB	94.0	SSB	37.0
Bolinf_Binf_sb1279805	La.HG1.2:SSB	94.0	SSB	37.0
Hhon_g00589.t1	La.HG1.2:SSB	94.0	SSB	46.0
Bolinf_Binf_sb1242850	La.HG1.2:SSB	94.0	SSB	37.0
Morvir_scaffold685.g5.t1	La.HG1.2:SSB	94.0	NA	NA
Bolinf_Binf_sb1242849	La.HG1.2:SSB	94.0	SSB	37.0
Vmul_SimC394166	La.HG1.2:SSB	94.0	SSB	37.0
Hvul_g21810_1	La.HG1.2:SSB	94.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA128223	La.HG1.2:SSB	94.0	NA	NA
Exapal_XM_021061098.2	La.HG1.2:SSB	94.0	NA	NA
Beraby_Baby_sb344948	La.HG1.2:SSB	94.0	SSB	37.0
Gracom_Gcom_scaffold13352_01	La.HG1.2:SSB	94.0	SSB	94.0
Aque_Aqu2.1.23375_001	La.HG1.3:LARP6	66.0	LARP6	66.0
Dgig_XM_028551105.1	La.HG1.3:LARP6	66.0	LARP6	63.0
Nemnom_g1729.t1	La.HG1.3:LARP6	66.0	LARP6	63.0
Drer_ENSDART00000185918	La.HG1.3:LARP6	66.0	LARP6	100.0
Dmel_FBtr0087488	La.HG1.3:LARP6	66.0	NA	NA
