gene	orthogroup	orthogroup_support	orthologous_to	orthologous_to_support
Cgig_XM_034447304.1	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4	83.0/83.0
Morvir_scaffold655.g6.t1	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	73.0/73.0/73.0/73.0
Gracom_Gcom_C552144_01	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	73.0/73.0/73.0/73.0
Bralan_BLAG01001948_1	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4	82.0/82.0
Morvir_scaffold489.g4.t1	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	73.0/73.0/73.0/73.0
Mmus_ENSMUST00000044790	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN4	100.0
Cint_ENSCINT00000033833	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4	82.0/82.0
TrH2_TrispH2_003390-RA	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	85.0/85.0/85.0/85.0
Mmus_ENSMUST00000215375	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXR1	100.0
Drer_ENSDART00000026567	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1	100.0
Hsap_ENST00000339140	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXR2	100.0
Tadh_TriadT51743	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	85.0/85.0/85.0/85.0
Coemet_Cmet_scaffold13678_01	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	73.0/73.0/73.0/73.0
Hsap_ENST00000299162	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN4	100.0
Spur_XM_784234.5	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4	82.0/82.0
Nemnom_g1521.t1	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	73.0/73.0/73.0/73.0
Drer_ENSDART00000008994	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN4	100.0
Scil_scict001208.1	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	73.0/73.0/73.0/73.0
Lampan_Lpan_15204_01	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	73.0/73.0/73.0/73.0
Bolinf_Binf_sb1205852	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	73.0/73.0/73.0/73.0
Dgig_XM_028552774.1	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	73.0/73.0/73.0/73.0
Mmus_ENSMUST00000096265	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXR2	79.0
Skow_NM_001164967.1	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4	82.0/82.0
Nvec_v1g121754	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	73.0/73.0/73.0/73.0
Mmus_ENSMUST00000108294	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1	89.0
Spis_XP_022799620_1	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	73.0/73.0/73.0/73.0
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA129521	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4	83.0/83.0
Horcal_Hcv1.av93.c1.g1462.i1	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	73.0/73.0/73.0/73.0
Tcas_TC012532_001	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4	82.0/82.0
Drer_ENSDART00000019561	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXR1/FOXR2	100.0/100.0
Dmel_FBtr0082237	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4	82.0/82.0
Exapal_XM_021036785.2	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	73.0/73.0/73.0/73.0
Hsap_ENST00000226247	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1	100.0
Hhon_g07678.t1	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	85.0/85.0/85.0/85.0
Bralan_BLAG05000614_1	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXR1/FOXR2	74.0/74.0
Hsap_ENST00000317011	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXR1	100.0
Hvul_g25835_1	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	73.0/73.0/73.0/73.0
HoiH23_PlH23_009830-RA	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	85.0/85.0/85.0/85.0
Tetwil_g17975.t1	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	94.0/94.0/94.0/94.0
Tetwil_g12409.t1	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	94.0/94.0/94.0/94.0
Aque_Aqu2.1.33417_001	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	94.0/94.0/94.0/94.0
Emue_Em0006g1430a.t1	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	94.0	FOXN1/FOXN4/FOXR1/FOXR2	94.0/94.0/94.0/94.0
Gracom_Gcom_scaffold7329_01	Forkhead.HG1.25:like:AC097634.4/FOXM1/FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6/FOXP1/FOXP2/FOXP3/FOXP4	54.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA146804	Forkhead.HG1.25:like:AC097634.4/FOXM1/FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6/FOXP1/FOXP2/FOXP3/FOXP4	54.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA191728	Forkhead.HG1.25:like:AC097634.4/FOXM1/FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6/FOXP1/FOXP2/FOXP3/FOXP4	54.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA157984	Forkhead.HG1.25:like:AC097634.4/FOXM1/FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6/FOXP1/FOXP2/FOXP3/FOXP4	54.0	NA	NA
Spur_XM_030976765.1	Forkhead.HG1.25:like:AC097634.4/FOXM1/FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6/FOXP1/FOXP2/FOXP3/FOXP4	54.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA203449	Forkhead.HG1.25:like:AC097634.4/FOXM1/FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6/FOXP1/FOXP2/FOXP3/FOXP4	54.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA199121	Forkhead.HG1.25:like:AC097634.4/FOXM1/FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6/FOXP1/FOXP2/FOXP3/FOXP4	54.0	NA	NA
Spur_XM_003725961.3	Forkhead.HG1.25:like:AC097634.4/FOXM1/FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6/FOXP1/FOXP2/FOXP3/FOXP4	54.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA208677	Forkhead.HG1.25:like:AC097634.4/FOXM1/FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6/FOXP1/FOXP2/FOXP3/FOXP4	54.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA28906	Forkhead.HG1.25:like:AC097634.4/FOXM1/FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6/FOXP1/FOXP2/FOXP3/FOXP4	54.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA198789	Forkhead.HG1.25:like:AC097634.4/FOXM1/FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6/FOXP1/FOXP2/FOXP3/FOXP4	54.0	NA	NA
Cgig_XM_011449265.3	Forkhead.HG1.26:like:FOXH1	87.0	NA	NA
Drer_ENSDART00000163220	Forkhead.HG1.26:like:FOXH1	87.0	NA	NA
Drer_ENSDART00000141704	Forkhead.HG1.26:like:FOXH1	87.0	NA	NA
Drer_ENSDART00000051751	Forkhead.HG1.26:like:FOXH1	87.0	NA	NA
Cgig_XM_034450935.1	Forkhead.HG1.26:like:FOXH1	87.0	NA	NA
Cgig_XM_034457334.1	Forkhead.HG1.27:FOXH1	44.0	FOXH1	44.0
Cint_ENSCINT00000014346	Forkhead.HG1.27:FOXH1	44.0	FOXH1	47.0
Bralan_BLAG07001088_1	Forkhead.HG1.27:FOXH1	44.0	FOXH1	42.0
Mmus_ENSMUST00000037824	Forkhead.HG1.27:FOXH1	44.0	FOXH1	100.0
Cint_ENSCINT00000001615	Forkhead.HG1.27:FOXH1	44.0	FOXH1	47.0
Hsap_ENST00000377317	Forkhead.HG1.27:FOXH1	44.0	FOXH1	100.0
Drer_ENSDART00000078021	Forkhead.HG1.27:FOXH1	44.0	FOXH1	47.0
Spur_NM_001079557.2	Forkhead.HG1.28:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	100.0	NA	NA
Spur_XM_030972952.1	Forkhead.HG1.28:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	100.0	NA	NA
Gracom_Gcom_C557862_01	Forkhead.HG1.29:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	55.0	NA	NA
Spur_XM_030979954.1	Forkhead.HG1.29:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	55.0	NA	NA
Cgig_XM_020072098.2	Forkhead.HG1.29:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	55.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA228129	Forkhead.HG1.29:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	55.0	NA	NA
Nemnom_g7203.t1	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	99.0/99.0
Coemet_Cmet_scaffold16366_01	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	81.0/81.0
Bolinf_Binf_sb1233849	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	81.0/81.0
Tadh_TriadT17577	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN3	74.0
HoiH23_PlH23_002310-RA	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN3	74.0
Tcas_TC032748_002	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN3	72.0
Dmel_FBtr0071079	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN3	72.0
Mmus_ENSMUST00000112238	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2	100.0
Drer_ENSDART00000104137	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN3	100.0
Beraby_Baby_sb341143	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	81.0/81.0
Beraby_Baby_sb341142	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	81.0/81.0
Dgig_XM_028547094.1	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	72.0/72.0
Drer_ENSDART00000066317	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2	100.0
Tetwil_g3384.t1	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	81.0/81.0
Hhon_g07630.t1	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN3	74.0
Exapal_XM_021056221.2	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	67.0/67.0
Drer_ENSDART00000145039	Forkhead.HG1.30:FOXN2/FOXN3	99.0	NA	NA
Nvec_v1g67209	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	67.0/67.0
Cint_ENSCINT00000002081	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN3	72.0
Hvul_g15144_1	Forkhead.HG1.30:FOXN2/FOXN3	99.0	NA	NA
Beraby_Baby_sb341145	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	81.0/81.0
Aque_Aqu2.1.28283_001	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	81.0/81.0
Mmus_ENSMUST00000046859	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN3	100.0
Drer_ENSDART00000151904	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN3	100.0
TrH2_TrispH2_007536-RA	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN3	74.0
Scil_scict010164.3	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	81.0/81.0
Plajan_Pjan_C567494_01	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	81.0/81.0
Bralan_BLAG04001618_1	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN3	72.0
Gracom_Gcom_scaffold8458_01	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	81.0/81.0
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA102038	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN3	72.0
Beraby_Baby_sb341144	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	81.0/81.0
Beraby_Baby_sb341141	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	81.0/81.0
Skow_XM_006822089.1	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN3	72.0
Mlei_ML0776.g13.i1	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	81.0/81.0
Lampan_Lpan_C412971_01	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	81.0/81.0
Hsap_ENST00000261302	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN3	100.0
Hsap_ENST00000340553	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2	100.0
Drer_ENSDART00000053332	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2	100.0
Vmul_sbMO441363	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	81.0/81.0
Morvir_scaffold16.g87.t2	Forkhead.HG1.30:FOXN2/FOXN3	99.0	NA	NA
Vmul_sbMO441369	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	81.0/81.0
Bolinf_Binf_sb1233851	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	81.0/81.0
Beraby_Baby_sb341146	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	81.0/81.0
Cgig_XM_034468363.1	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN3	72.0
Spis_XP_022782449_1	Forkhead.HG1.30:FOXN2/FOXN3	99.0	FOXN2/FOXN3	67.0/67.0
Vmul_Simscaffold14346_01	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0/100.0/100.0/100.0/100.0
Tcas_TC031528_001	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP4	89.0/89.0/89.0/89.0
Exapal_XM_021042436.2	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP4	70.0/70.0/70.0/70.0
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA173180	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP4	89.0/89.0/89.0/89.0
Hhon_g02158.t1	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP4	78.0/78.0/78.0/78.0
Hsap_ENST00000615603	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	FOXP1	100.0
Tadh_TriadT24515	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP4	78.0/78.0/78.0/78.0
Spur_XM_011685465.2	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP4	70.0/70.0/70.0/70.0
Plajan_Pjan_scaffold22492_01	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	FOXP3	39.0
Cint_ENSCINT00000022896	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	FOXP4	99.0
Drer_ENSDART00000114288	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	FOXP4	100.0
Mmus_ENSMUST00000113324	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4	98.0
Nemnom_g9410.t1	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP4	70.0/70.0/70.0/70.0
Mmus_ENSMUST00000045566	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	FOXP3	100.0
Hsap_ENST00000647725	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4	100.0
Dmel_FBtr0304869	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	68.0/68.0/68.0/68.0/68.0
TrH2_TrispH2_001809-RA	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP4	78.0/78.0/78.0/78.0
Drer_ENSDART00000189721	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1	99.0/99.0
Drer_ENSDART00000085779	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	FOXP3	100.0
HoiH23_PlH23_002591-RA	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP4	78.0/78.0/78.0/78.0
Hsap_ENST00000557224	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	FOXP3	100.0
Drer_ENSDART00000109932	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	FOXP3	100.0
Dgig_XM_028542461.1	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP4	70.0/70.0/70.0/70.0
Hvul_g3075_1	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP4	70.0/70.0/70.0/70.0
Drer_ENSDART00000128174	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1	99.0/99.0
Morvir_scaffold322.g6.t2	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP4	70.0/70.0/70.0/70.0
Hsap_ENST00000408937	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	FOXP2	100.0
Nvec_v1g161006	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP4	70.0/70.0/70.0/70.0
Mmus_ENSMUST00000097311	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	FOXP4	100.0
Drer_ENSDART00000060861	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	FOXP2	100.0
Cgig_XM_011421028.3	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP4	89.0/89.0/89.0/89.0
Bralan_BLAG05000288_17	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	68.0/68.0/68.0/68.0/68.0
Aque_Aqu2.1.42704_001	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	FOXP3	39.0
Tetwil_g3381.t1	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	FOXP3	39.0
Emue_Em0001g572a.t1	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	FOXP3	39.0
Spis_XP_022801164_1	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP4	70.0/70.0/70.0/70.0
Hsap_ENST00000307972	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	FOXP4	100.0
Skow_NM_001164969.1	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP4	75.0/75.0/75.0/75.0
Mmus_ENSMUST00000115474	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	FOXP2	97.0
Beraby_Baby_sb341983	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0/100.0/100.0/100.0/100.0
Lampan_Lpan_12755_01	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0/100.0/100.0/100.0/100.0
Horcal_Hcv1.av93.c2.g918.i1	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0/100.0/100.0/100.0/100.0
Coemet_Cmet_C599531_01	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0/100.0/100.0/100.0/100.0
Beraby_Baby_sb341984	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0/100.0/100.0/100.0/100.0
Mlei_ML0486.g12.i1	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0	AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	100.0/100.0/100.0/100.0/100.0
Scil_scict014340.2	Forkhead.HG1.32:like:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	100.0	NA	NA
Gracom_Gcom_C532346_01	Forkhead.HG1.32:like:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	100.0	NA	NA
Scil_scict014579.1	Forkhead.HG1.33:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	5.0	FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	5.0/5.0/5.0/5.0/5.0
Nvec_v1g5001	Forkhead.HG1.33:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	5.0	NA	NA
Mmus_ENSMUST00000053764	Forkhead.HG1.33:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	5.0	FOXO1	100.0
Plajan_Pjan_scaffold6883_01	Forkhead.HG1.33:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	5.0	FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	69.0/69.0/69.0/69.0/69.0
Spis_XP_022792313_1	Forkhead.HG1.33:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	5.0	NA	NA
Hsap_ENST00000379561	Forkhead.HG1.33:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	5.0	FOXO1	100.0
Nvec_v1g38679	Forkhead.HG1.33:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	5.0	NA	NA
Spur_XM_030994593.1	Forkhead.HG1.33:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	5.0	FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	69.0/69.0/69.0/69.0/69.0
Bralan_BLAG01000059_1	Forkhead.HG1.33:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	5.0	FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	89.0/89.0/89.0/89.0/89.0
Drer_ENSDART00000087898	Forkhead.HG1.33:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	5.0	FOXO1	100.0
Cgig_XM_011416057.3	Forkhead.HG1.33:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	5.0	FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	69.0/69.0/69.0/69.0/69.0
Emue_Em0023g524a.t1	Forkhead.HG1.33:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	5.0	NA	NA
Nvec_v1g200222	Forkhead.HG1.33:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	5.0	NA	NA
Skow_NM_001164968.1	Forkhead.HG1.33:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	5.0	FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	94.0/94.0/94.0/94.0/94.0
