gene	gene_module	membership_score	gene_name	pfam
TrH2_TrispH2_005140	skyblue3	0.827		
TrH2_TrispH2_003262	skyblue3	0.826	FCF1_rRNA_processing_protein	Fcf1/
TrH2_TrispH2_000453	skyblue3	0.822	nuclear_transport_factor_2	NTF2/
TrH2_TrispH2_004016	skyblue3	0.816	proteasome_20S_subunit_beta_7	Proteasome/Pr_beta_C/
TrH2_TrispH2_004913	skyblue3	0.811	LSM8_homolog_U6_small_nuclear_RNA_associated	LSM/
TrH2_TrispH2_009581	skyblue3	0.807	small_nuclear_ribonucleoprotein_polypeptide_A	LRR_9/
TrH2_TrispH2_000765	skyblue3	0.807	H2AC1/H2AC4/H2AC6/H2AC7/H2AC8/H2AC11/H2AC12/H2AC13/H2AC14/H2AC15/H2AC16/H2AC17/H2AC18/H2AC19/H2AC20/H2AC21/H2AJ/H2AW/H2AX	Histone/Histone_H2A_C/
TrH2_TrispH2_007621	skyblue3	0.8	cytochrome_b5_type_A	Cyt-b5/
TrH2_TrispH2_004042	skyblue3	0.795	cytochrome_c_oxidase_assembly_factor_4_homolog	
TrH2_TrispH2_003966	skyblue3	0.795	euchromatic_histone_lysine_methyltransferase_2	Ank_2/Ank_2/Ank_2/Pre-SET/SET/Ham1p_like/
TrH2_TrispH2_005938	skyblue3	0.793		DUF2462/
TrH2_TrispH2_006269	skyblue3	0.792	basic_leucine_zipper_and_W2_domains_1	W2/
TrH2_TrispH2_005937	skyblue3	0.79	SPT4_homolog_DSIF_elongation_factor_subunit	Spt4/
TrH2_orphan_71	skyblue3	0.788	NA	NA
TrH2_TrispH2_007643	skyblue3	0.785	transmembrane_protein_258	Ost5/
TrH2_TrispH2_008805	skyblue3	0.785	UPF0415_protein_C7orf25	Proteasome_A_N/Proteasome/
TrH2_orphan_563	skyblue3	0.784	NA	NA
TrH2_TrispH2_001598	skyblue3	0.777	proteasome_20S_subunit_beta_5	Proteasome/
TrH2_TrispH2_004126	skyblue3	0.777	mediator_complex_subunit_22	Med22/
TrH2_TrispH2_004029	skyblue3	0.774	tRNA_methyltransferase_subunit_11_2	Trm112p/
TrH2_TrispH2_007148	skyblue3	0.771	eukaryotic_translation_initiation_factor_3_subunit_F	JAB/MitMem_reg/
TrH2_TrispH2_009950	skyblue3	0.766	GATA_zinc_finger_domain_containing_1	
TrH2_TrispH2_005250	skyblue3	0.765	eukaryotic_translation_initiation_factor_4H	RRM_1/
TrH2_TrispH2_007770	skyblue3	0.764	DET1_and_DDB1_associated_1	DDA1/
TrH2_TrispH2_002498	skyblue3	0.762	pygopus_family_PHD_finger_1	PHD/
TrH2_TrispH2_000961	skyblue3	0.758	eukaryotic_translation_initiation_factor_4E_family_member_2	IF4E/
TrH2_TrispH2_004374	skyblue3	0.757	RNA_polymerase_II_I_and_III_subunit_H	RNA_pol_Rpb8/
TrH2_TrispH2_006616	skyblue3	0.757		
TrH2_TrispH2_006835	skyblue3	0.752	replication_factor_C_subunit_2	AAA/Rep_fac_C/
TrH2_TrispH2_006588	skyblue3	0.748	quinoid_dihydropteridine_reductase	adh_short_C2/
TrH2_TrispH2_001924	skyblue3	0.747	RNA_polymerase_II_I_and_III_subunit_K	DNA_RNApol_7kD/
TrH2_TrispH2_004731	skyblue3	0.745	LSM3_homolog_U6_small_nuclear_RNA_and_mRNA_degradation_associated	LSM/
TrH2_TrispH2_009187	skyblue3	0.743		FMN_red/
TrH2_TrispH2_005449	skyblue3	0.742	TATA_box_binding_protein_associated_factor_10	TFIID_30kDa/
TrH2_TrispH2_004000	skyblue3	0.742	dolichyl_phosphate_mannosyltransferase_subunit_2_regulatory	DPM2/
TrH2_TrispH2_000504	skyblue3	0.74	CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW2	Histone/
TrH2_TrispH2_005149	skyblue3	0.739	glutamine_amidotransferase_like_class_1_domain_containing_3B	
TrH2_TrispH2_003095	skyblue3	0.738	LSM2_homolog_U6_small_nuclear_RNA_and_mRNA_degradation_associated	LSM/
TrH2_TrispH2_004858	skyblue3	0.737	proteasome_20S_subunit_beta_3	Proteasome/
TrH2_TrispH2_004471	skyblue3	0.737	serine_and_arginine_rich_splicing_factor_7	RRM_1/
TrH2_TrispH2_006423	skyblue3	0.736	eukaryotic_translation_initiation_factor_3_subunit_M	PCI/
TrH2_TrispH2_008090	skyblue3	0.734	WD_repeat_domain_83_opposite_strand	UPF0139/
TrH2_TrispH2_001614	skyblue3	0.734	proteasome_26S_subunit_non_ATPase_7	JAB/JAB/MitMem_reg/
TrH2_TrispH2_000129	skyblue3	0.733	proteasome_20S_subunit_alpha_5	Proteasome_A_N/Proteasome/
TrH2_TrispH2_004116	skyblue3	0.732	prefoldin_subunit_6	Prefoldin_2/
TrH2_TrispH2_007422	skyblue3	0.732	peptidylprolyl_isomerase_H	Pro_isomerase/
TrH2_TrispH2_004864	skyblue3	0.731	proteasome_activator_subunit_3	PA28_alpha/PA28_beta/
TrH2_TrispH2_008540	skyblue3	0.73	transformer_2_beta_homolog	RRM_1/
TrH2_TrispH2_007101	skyblue3	0.728	small_nuclear_ribonucleoprotein_U4_U6.U5_subunit_27	SNRNP27/
TrH2_TrispH2_004105	skyblue3	0.728	BUB3_mitotic_checkpoint_protein	WD40/WD40/
TrH2_TrispH2_005588	skyblue3	0.723	eukaryotic_translation_initiation_factor_4A3	DEAD/Helicase_C/
TrH2_TrispH2_003189	skyblue3	0.72	SF3A2	zf-met/SF3A2/
TrH2_TrispH2_007941	skyblue3	0.716	proteasome_26S_subunit_non_ATPase_14	JAB/MitMem_reg/
TrH2_TrispH2_005774	skyblue3	0.713	small_nuclear_ribonucleoprotein_U11_U12_subunit_25	Ubiquitin_4/
TrH2_TrispH2_010818	skyblue3	0.713	zinc_finger_protein_207	
TrH2_orphan_917	skyblue3	0.711	NA	NA
TrH2_TrispH2_003811	skyblue3	0.711	small_nuclear_ribonucleoprotein_polypeptide_N	LSM/
TrH2_TrispH2_004765	skyblue3	0.709	INO80_complex_subunit_C	YL1_C/
TrH2_TrispH2_009401	skyblue3	0.709	chloride_nucleotide_sensitive_channel_1A	Voldacs/
TrH2_TrispH2_011614	skyblue3	0.708	hematopoietic_prostaglandin_D_synthase	GST_N/GST_C_3/
TrH2_TrispH2_005308	skyblue3	0.708	target_of_EGR1_exonuclease	CAF1/CAF1/
TrH2_TrispH2_004999	skyblue3	0.705	mitotic_spindle_organizing_protein_1	MOZART1/
TrH2_TrispH2_003277	skyblue3	0.703	RNA_polymerase_II_subunit_G	SHS2_Rpb7-N/S1/
TrH2_TrispH2_006914	skyblue3	0.697	thiosulfate_sulfurtransferase_like_domain_containing_3	Rhodanese/
TrH2_TrispH2_010035	skyblue3	0.697	RAD51_paralog_B	Rad51/
TrH2_TrispH2_005919	skyblue3	0.697	transmembrane_p24_trafficking_protein_2	EMP24_GP25L/
TrH2_TrispH2_002489	skyblue3	0.695	ribonuclease_P_MRP_subunit_p14	RNase_P_Rpp14/
TrH2_TrispH2_005274	skyblue3	0.688		rRNA_processing/
TrH2_TrispH2_000452	skyblue3	0.685	proteasome_20S_subunit_alpha_7	Proteasome_A_N/Proteasome/
TrH2_TrispH2_006421	skyblue3	0.685		
TrH2_TrispH2_003015	skyblue3	0.685	clathrin_light_chain_A	Clathrin_lg_ch/
TrH2_TrispH2_005609	skyblue3	0.684	proteasome_20S_subunit_alpha_3	Proteasome_A_N/Proteasome/
TrH2_TrispH2_004897	skyblue3	0.683	UTP23_small_subunit_processome_component	Fcf1/
TrH2_TrispH2_003527	skyblue3	0.682	Ly1_antibody_reactive	zf-LYAR/
TrH2_TrispH2_006211	skyblue3	0.682	exosome_component_1	ECR1_N/EXOSC1/
TrH2_TrispH2_009493	skyblue3	0.678	HEXIM_P_TEFb_complex_subunit_2	HEXIM/
TrH2_TrispH2_000130	skyblue3	0.678	prefoldin_subunit_4	
TrH2_TrispH2_004817	skyblue3	0.676		SAP/Tho1_MOS11_C/
TrH2_orphan_342	skyblue3	0.676	NA	NA
TrH2_TrispH2_007161	skyblue3	0.674	LSM4_homolog_U6_small_nuclear_RNA_and_mRNA_degradation_associated	LSM/
TrH2_TrispH2_006897	skyblue3	0.669	developmentally_regulated_GTP_binding_protein_1	MMR_HSR1/MMR_HSR1_Xtn/TGS/
TrH2_TrispH2_010787	skyblue3	0.668	RAN_binding_protein_3	Ran_BP1/
TrH2_TrispH2_004846	skyblue3	0.665		MPLKIP/
TrH2_TrispH2_003350	skyblue3	0.665	jumonji_domain_containing_6_arginine_demethylase_and_lysine_hydroxylase	JmjC/
TrH2_TrispH2_004594	skyblue3	0.663	eukaryotic_translation_initiation_factor_5A	eIF-5a/
TrH2_TrispH2_004484	skyblue3	0.662	eukaryotic_translation_initiation_factor_2_subunit_alpha	S1/EIF_2_alpha/
TrH2_TrispH2_000535	skyblue3	0.657	NKAP_domain_containing_1	NKAP/
TrH2_TrispH2_006025	skyblue3	0.654	LSM5_homolog_U6_small_nuclear_RNA_and_mRNA_degradation_associated	LSM/
TrH2_TrispH2_002252	skyblue3	0.647	ATP_synthase_c_subunit_lysine_N_methyltransferase	
TrH2_TrispH2_002048	skyblue3	0.647	RNA_pseudouridine_synthase_D4	PseudoU_synth_2/
TrH2_TrispH2_003082	skyblue3	0.647	peptidylprolyl_isomerase_like_3	Pro_isomerase/
TrH2_TrispH2_001425	skyblue3	0.647	RecQ_mediated_genome_instability_2	RMI2/
TrH2_TrispH2_011345	skyblue3	0.645	decapping_enzyme_scavenger	DcpS/DcpS_C/
TrH2_TrispH2_004001	skyblue3	0.644	FKBP_prolyl_isomerase_1A	FKBP_C/
TrH2_TrispH2_003445	skyblue3	0.644	MTOR_associated_protein_LST8_homolog	WD40/WD40/WD40/WD40/WD40/
TrH2_TrispH2_000740	skyblue3	0.643	NSE2_MMS21_homolog_SMC5_SMC6_complex_SUMO_ligase	zf-Nse/
TrH2_TrispH2_004617	skyblue3	0.643	inhibitor_of_growth_family_member_5	ING/
TrH2_TrispH2_001561	skyblue3	0.643	mediator_complex_subunit_10	Med10/
TrH2_TrispH2_004959	skyblue3	0.642	signal_recognition_particle_14	SRP14/
TrH2_TrispH2_007375	skyblue3	0.642		
TrH2_TrispH2_010608	skyblue3	0.637	hydroxy_delta_5_steroid_dehydrogenase_3_beta_and_steroid_delta_isomerase_7	Epimerase/
TrH2_TrispH2_006859	skyblue3	0.635		
TrH2_TrispH2_003768	skyblue3	0.635	bromodomain_adjacent_to_zinc_finger_domain_1A	WAC_Acf1_DNA_bd/DDT/
TrH2_TrispH2_003363	skyblue3	0.634	small_nuclear_ribonucleoprotein_polypeptide_B2	RRM_1/RRM_1/
TrH2_TrispH2_009257	skyblue3	0.633	proteasome_20S_subunit_alpha_4	Proteasome_A_N/Proteasome/
TrH2_TrispH2_003391	skyblue3	0.63	RuvB_like_AAA_ATPase_2	TIP49/TIP49_C/
TrH2_TrispH2_001594	skyblue3	0.628	dolichyl_phosphate_mannosyltransferase_subunit_1_catalytic	Glycos_transf_2/
TrH2_TrispH2_011405	skyblue3	0.626	RNA_polymerase_I_and_III_subunit_D	RNA_pol_L_2/
TrH2_TrispH2_000378	skyblue3	0.621	pinin_desmosome_associated_protein	Pinin_SDK_N/Pinin_SDK_memA/
TrH2_TrispH2_001964	skyblue3	0.618	zinc_finger_matrin_type_5	zf-U1/
TrH2_TrispH2_008983	skyblue3	0.616	COMM_domain_containing_5	COMM_domain/
TrH2_TrispH2_003994	skyblue3	0.615	peptidylprolyl_isomerase_like_1	Pro_isomerase/
TrH2_TrispH2_000321	skyblue3	0.613	zinc_finger_CCHC_type_containing_8	PSP/
TrH2_TrispH2_008204	skyblue3	0.611	tetratricopeptide_repeat_domain_1	TPR_1/
TrH2_TrispH2_004908	skyblue3	0.609	NA;zf-met.HG46.0	zf-C2H2_2/zf-met/
TrH2_TrispH2_007873	skyblue3	0.604	proteasome_20S_subunit_beta_4	Proteasome/
TrH2_TrispH2_006426	skyblue3	0.604	proteasome_26S_subunit_ATPase_6	Prot_ATP_ID_OB/AAA/AAA_lid_3/
TrH2_TrispH2_002713	skyblue3	0.603	DnaJ_heat_shock_protein_family_Hsp40_member_C9	DnaJ/
TrH2_TrispH2_005309	skyblue3	0.601	nuclear_autoantigenic_sperm_protein	SHNi-TPR/TPR_8/
TrH2_TrispH2_007529	skyblue3	0.6	RNA_polymerase_I_subunit_F	
TrH2_TrispH2_000579	skyblue3	0.6	DEAD_box_helicase_24	DEAD/Helicase_C/
TrH2_TrispH2_005923	skyblue3	0.599	bolA_family_member_2	BolA/
TrH2_TrispH2_005019	skyblue3	0.597		
TrH2_TrispH2_002156	skyblue3	0.596	YJU2_splicing_factor_homolog	DUF572/
TrH2_TrispH2_000250	skyblue3	0.594	oligosaccharyltransferase_complex_non_catalytic_subunit	OST3_OST6/
TrH2_TrispH2_000901	skyblue3	0.594	serine_and_arginine_rich_splicing_factor_6	RRM_1/
TrH2_TrispH2_008498	skyblue3	0.593	proteasome_26S_subunit_non_ATPase_9	Nas2_N/PDZ_6/
TrH2_TrispH2_000025	skyblue3	0.593		TMA7/
TrH2_TrispH2_011009	skyblue3	0.592	cytochrome_b561_family_member_D2	Cytochrom_B561/
TrH2_TrispH2_000054	skyblue3	0.591	secretion_associated_Ras_related_GTPase_1B	Arf/
TrH2_TrispH2_004163	skyblue3	0.589	casein_kinase_2_beta	CK_II_beta/
TrH2_TrispH2_008286	skyblue3	0.588	late_endosomal_lysosomal_adaptor_MAPK_and_MTOR_activator_2	Robl_LC7/
TrH2_TrispH2_002813	skyblue3	0.588	eukaryotic_translation_initiation_factor_3_subunit_H	JAB/
TrH2_TrispH2_003235	skyblue3	0.587	zinc_ribbon_domain_containing_2	Auto_anti-p27/
TrH2_TrispH2_007716	skyblue3	0.587	exosome_component_3	KH_6/
TrH2_TrispH2_002497	skyblue3	0.587	COPI_coat_complex_subunit_epsilon	Coatomer_E/
TrH2_TrispH2_002578	skyblue3	0.584	cyclin_dependent_kinase_7	Pkinase/
TrH2_TrispH2_004653	skyblue3	0.583	RNA_polymerase_II_subunit_D	RNA_pol_Rpb4/
TrH2_TrispH2_005378	skyblue3	0.582	defender_against_cell_death_1	DAD/
TrH2_TrispH2_000938	skyblue3	0.582	tumor_protein_translationally_controlled_1	TCTP/
TrH2_TrispH2_010868	skyblue3	0.582	shieldin_complex_subunit_3	
TrH2_TrispH2_004400	skyblue3	0.58	ubiquitin_conjugating_enzyme_E2_N	UQ_con/
TrH2_TrispH2_003647	skyblue3	0.58	splicing_regulatory_glutamic_acid_and_lysine_rich_protein_1	RRM_1/RRM_1/
TrH2_TrispH2_001210	skyblue3	0.576	golgi_associated_PDZ_and_coiled_coil_motif_containing	PDZ/
TrH2_TrispH2_003443	skyblue3	0.574	methyltransferase_like_26	DUF938/
TrH2_TrispH2_012124	skyblue3	0.573	retinol_dehydrogenase_14	
TrH2_TrispH2_009559	skyblue3	0.572	RNA_binding_motif_protein_22	RRM_1/
TrH2_TrispH2_005740	skyblue3	0.571	WD_repeat_domain_12	NLE/WD40/WD40/WD40/WD40/WD40/
TrH2_TrispH2_007210	skyblue3	0.57		
TrH2_TrispH2_008929	skyblue3	0.569	cold_inducible_RNA_binding_protein	RRM_1/
TrH2_TrispH2_006721	skyblue3	0.569	nuclear_cap_binding_protein_subunit_2	RRM_1/
TrH2_TrispH2_002357	skyblue3	0.568	mediator_complex_subunit_11	Med11/
TrH2_TrispH2_007944	skyblue3	0.567	zinc_finger_protein_706	4F5/
TrH2_TrispH2_004229	skyblue3	0.565	UTP6_small_subunit_processome_component	U3_assoc_6/
TrH2_TrispH2_007635	skyblue3	0.563	tumor_susceptibility_101	UEV/Vps23_core/
TrH2_TrispH2_000560	skyblue3	0.562	reactive_intermediate_imine_deaminase_A_homolog	Ribonuc_L-PSP/
TrH2_orphan_575	skyblue3	0.562	NA	NA
TrH2_TrispH2_005362	skyblue3	0.562	URI1_prefoldin_like_chaperone	Prefoldin/
TrH2_TrispH2_001516	skyblue3	0.56	NEDD8_ubiquitin_like_modifier	ubiquitin/
TrH2_TrispH2_005537	skyblue3	0.56	proteasome_20S_subunit_alpha_1	Proteasome_A_N/Proteasome/
TrH2_TrispH2_007533	skyblue3	0.559		
TrH2_TrispH2_008339	skyblue3	0.557	splicing_factor_3b_subunit_6	RRM_1/
TrH2_TrispH2_009389	skyblue3	0.556	Bet1_golgi_vesicular_membrane_trafficking_protein	
TrH2_TrispH2_000941	skyblue3	0.551	RNA_binding_motif_protein_X_linked_2	RRM_1/
TrH2_TrispH2_003847	skyblue3	0.548	peptidase_M20_domain_containing_2	M20_dimer/
TrH2_TrispH2_000285	skyblue3	0.548	eukaryotic_translation_initiation_factor_3_subunit_I	WD40/WD40/ANAPC4_WD40/
TrH2_TrispH2_000669	skyblue3	0.548	DDB1_and_CUL4_associated_factor_13	WD40/WD40/WD40/WD40/Sof1/
TrH2_TrispH2_011344	skyblue3	0.544	epoxide_hydrolase_1	EHN/
TrH2_TrispH2_007165	skyblue3	0.544	zinc_finger_HIT_type_containing_2	zf-HIT/
TrH2_TrispH2_006098	skyblue3	0.543	signal_sequence_receptor_subunit_2	TRAP_beta/
TrH2_TrispH2_002624	skyblue3	0.542	small_nuclear_ribonucleoprotein_U5_subunit_40	WD40/WD40/WD40/WD40/WD40/WD40/WD40/
TrH2_TrispH2_001740	skyblue3	0.541	replication_factor_C_subunit_4	AAA/Rep_fac_C/
TrH2_TrispH2_008728	skyblue3	0.54	FSHD_region_gene_1	FRG1/
TrH2_TrispH2_008019	skyblue3	0.54	La_ribonucleoprotein_7_transcriptional_regulator	La/RRM_1/RRM_3/
TrH2_TrispH2_000072	skyblue3	0.539	inhibitor_of_growth_family_member_3	ING/
TrH2_TrispH2_003127	skyblue3	0.538	musashi_RNA_binding_protein_1	RRM_1/RRM_1/
TrH2_TrispH2_007273	skyblue3	0.538	signal_recognition_particle_19	SRP19/
TrH2_TrispH2_005845	skyblue3	0.536	cleavage_stimulation_factor_subunit_2	RRM_1/CSTF2_hinge/CSTF_C/
TrH2_TrispH2_009731	skyblue3	0.536	RWD_domain_containing_1	RWD/DFRP_C/
TrH2_TrispH2_008465	skyblue3	0.535	anaphase_promoting_complex_subunit_13	Apc13p/
TrH2_TrispH2_003822	skyblue3	0.532	zinc_finger_AN1_type_containing_1	
TrH2_TrispH2_009346	skyblue3	0.531	H3_clustered_histone_13	Histone/
TrH2_TrispH2_008522	skyblue3	0.531	CWC15_spliceosome_associated_protein_homolog	Cwf_Cwc_15/
TrH2_TrispH2_001263	skyblue3	0.53	GDP_L_fucose_synthase	Epimerase/
TrH2_TrispH2_008251	skyblue3	0.528	KIAA2026	Bromodomain/
TrH2_TrispH2_006457	skyblue3	0.527	TATA_box_binding_protein_associated_factor_11	TAFII28/
TrH2_TrispH2_002016	skyblue3	0.525		
TrH2_TrispH2_005782	skyblue3	0.521	RNA_polymerase_III_subunit_K	TFIIS_C/
TrH2_TrispH2_007639	skyblue3	0.521	DEP_domain_containing_7	
TrH2_TrispH2_008022	skyblue3	0.52	DTW_domain_containing_2	DTW/
TrH2_TrispH2_004448	skyblue3	0.52	neuroguidin	Sas10_Utp3/
TrH2_TrispH2_000009	skyblue3	0.519	ALG13_UDP_N_acetylglucosaminyltransferase_subunit	Glyco_tran_28_C/
TrH2_TrispH2_009429	skyblue3	0.519	ataxin_7_like_3	Sgf11/SCA7/
TrH2_TrispH2_005741	skyblue3	0.516	methyltransferase_like_6	Methyltransf_23/
TrH2_TrispH2_002165	skyblue3	0.515	MDM2_proto_oncogene	SWIB/zf-C3HC4_3/
TrH2_TrispH2_007731	skyblue3	0.507	proteasome_maturation_protein	UMP1/
TrH2_TrispH2_010767	skyblue3	0.503	eukaryotic_translation_initiation_factor_4E	IF4E/
TrH2_TrispH2_010135	skyblue3	0.503	dihydrouridine_synthase_3_like	Dus/
TrH2_TrispH2_006615	lightyellow	0.937	ribosomal_protein_L26	Ribosomal_L26/KOW/
TrH2_TrispH2_004786	lightyellow	0.935	ribosomal_protein_L27	Ribosomal_L27e/
TrH2_TrispH2_007526	lightyellow	0.932	ribosomal_protein_L27a	Ribosomal_L27A/
TrH2_TrispH2_000979	lightyellow	0.931	ribosomal_protein_L8	Ribosomal_L2/Ribosomal_L2_C/
TrH2_TrispH2_007057	lightyellow	0.927	ribosomal_protein_S3A	Ribosomal_S3Ae/
TrH2_TrispH2_004140	lightyellow	0.923	ribosomal_protein_L35	Ribosomal_L29/
TrH2_TrispH2_003179	lightyellow	0.92	ribosomal_protein_L15	Ribosomal_L15e/
TrH2_TrispH2_000570	lightyellow	0.92	ribosomal_protein_S7	Ribosomal_S7e/
TrH2_TrispH2_011303	lightyellow	0.919	ribosomal_protein_L9	Ribosomal_L6/Ribosomal_L6/
TrH2_TrispH2_007987	lightyellow	0.913	ribosomal_protein_L10a	Ribosomal_L1/
TrH2_TrispH2_004125	lightyellow	0.913	ribosomal_protein_L7a	Ribosomal_L7Ae/
TrH2_TrispH2_003356	lightyellow	0.913	ribosomal_protein_L32	Ribosomal_L32e/
TrH2_TrispH2_004235	lightyellow	0.911	ribosomal_protein_L6	Ribosomal_L6e_N/Ribosomal_L6e/
TrH2_TrispH2_002286	lightyellow	0.906	ribosomal_protein_L23	Ribosomal_L14/
TrH2_TrispH2_010624	lightyellow	0.906	ribosomal_protein_L37	Ribosomal_L37e/
TrH2_TrispH2_008518	lightyellow	0.904	ribosomal_protein_L35a	Ribosomal_L35Ae/
TrH2_TrispH2_008077	lightyellow	0.901	ribosomal_protein_S13	Ribosomal_S13_N/Ribosomal_S15/
TrH2_TrispH2_001840	lightyellow	0.9	ribosomal_protein_L24	Ribosomal_L24e/
TrH2_TrispH2_008401	lightyellow	0.9	ribosomal_protein_S3	KH_2/Ribosomal_S3_C/
TrH2_TrispH2_008312	lightyellow	0.898	ribosomal_protein_L18	Ribosomal_L18/
TrH2_TrispH2_002455	lightyellow	0.896	ribosomal_protein_S20	Ribosomal_S10/
TrH2_TrispH2_000012	lightyellow	0.896	RPL17_C18orf32_readthrough	Ribosomal_L22/
TrH2_TrispH2_004085	lightyellow	0.894	ribosomal_protein_S27a	ubiquitin/Ribosomal_S27/
TrH2_TrispH2_002347	lightyellow	0.894	ribosomal_protein_S9	Ribosomal_S4/S4/
TrH2_TrispH2_003930	lightyellow	0.894	novel_protein	Ribosomal_S17e/
TrH2_TrispH2_008613	lightyellow	0.893	ribosomal_protein_S24	Ribosomal_S24e/
TrH2_TrispH2_006757	lightyellow	0.893	ribosomal_protein_S15	Ribosomal_S19/
TrH2_TrispH2_008548	lightyellow	0.893	ribosomal_protein_L30	Ribosomal_L7Ae/
TrH2_TrispH2_008625	lightyellow	0.889	ribosomal_protein_L19	Ribosomal_L19e/
TrH2_TrispH2_002574	lightyellow	0.889	RNA_polymerase_III_subunit_C	HTH_9/RNA_pol_Rpc82/
TrH2_TrispH2_010228	lightyellow	0.884	ribosomal_protein_S19	Ribosomal_S19e/
TrH2_TrispH2_003152	lightyellow	0.884	ribosomal_protein_S16	Ribosomal_S9/
TrH2_TrispH2_003699	lightyellow	0.883	ribosomal_protein_lateral_stalk_subunit_P0	Ribosomal_L10/RL10P_insert/Ribosomal_60s/
TrH2_TrispH2_005691	lightyellow	0.882	ribosomal_protein_L21	Ribosomal_L21e/
TrH2_TrispH2_007945	lightyellow	0.882	ribosomal_protein_S8	Ribosomal_S8e/
TrH2_TrispH2_002874	lightyellow	0.877	ribosomal_protein_lateral_stalk_subunit_P2	Ribosomal_60s/
TrH2_TrispH2_008623	lightyellow	0.876	ribosomal_protein_L11	Ribosomal_L5/Ribosomal_L5_C/
TrH2_TrispH2_001354	lightyellow	0.867	ribosomal_protein_S6	Ribosomal_S6e/
TrH2_TrispH2_000299	lightyellow	0.867	ribosomal_protein_L23a	Ribosomal_L23eN/Ribosomal_L23/
TrH2_TrispH2_007061	lightyellow	0.862	ribosomal_protein_L31	Ribosomal_L31e/
TrH2_TrispH2_000590	lightyellow	0.858	ribosomal_protein_S12	Ribosomal_L7Ae/
TrH2_TrispH2_001613	lightyellow	0.856	ribosomal_protein_L14	KOW/Ribosomal_L14e/
TrH2_TrispH2_001635	lightyellow	0.854	ribosomal_protein_L34	Ribosomal_L34e/
TrH2_TrispH2_009540	lightyellow	0.853	ribosomal_protein_S11	Ribosomal_S17_N/Ribosomal_S17/
TrH2_TrispH2_001851	lightyellow	0.852	ribosomal_protein_L13a	Ribosomal_L13/
TrH2_TrispH2_004165	lightyellow	0.844	ribosomal_protein_S5	Ribosomal_S7/
TrH2_TrispH2_000132	lightyellow	0.838	ribosomal_protein_L13	Ribosomal_L13e/
TrH2_TrispH2_006714	lightyellow	0.838	ribosomal_protein_L22	Ribosomal_L22e/
TrH2_TrispH2_006672	lightyellow	0.835	receptor_for_activated_C_kinase_1	WD40/WD40/WD40/WD40/WD40/WD40/WD40/
TrH2_TrispH2_008297	lightyellow	0.832	ribosomal_protein_L10	Ribosomal_L16/
TrH2_TrispH2_010540	lightyellow	0.831	ribosomal_protein_lateral_stalk_subunit_P1	Ribosomal_60s/
TrH2_TrispH2_009911	lightyellow	0.831	ribosomal_protein_L36a	Ribosomal_L44/
TrH2_TrispH2_000114	lightyellow	0.829	ribosomal_protein_L18a	Ribosomal_L18A/
TrH2_TrispH2_010675	lightyellow	0.827	ribosomal_protein_S15a	Ribosomal_S8/
TrH2_TrispH2_002242	lightyellow	0.824	ribosomal_protein_L37a	Ribosomal_L37ae/
TrH2_TrispH2_009786	lightyellow	0.824	ribosomal_protein_L7	Ribosomal_L30_N/Ribosomal_L30/
TrH2_TrispH2_001249	lightyellow	0.822	ribosomal_protein_L36	Ribosomal_L36e/
TrH2_TrispH2_009995	lightyellow	0.822	ribosomal_protein_S27	Ribosomal_S27e/
TrH2_TrispH2_011594	lightyellow	0.819	ribosomal_protein_S29	Ribosomal_S14/
TrH2_TrispH2_005979	lightyellow	0.809	ribosomal_protein_S2	Ribosomal_S5/Ribosomal_S5_C/
TrH2_TrispH2_009525	lightyellow	0.788	RPS10_NUDT3_readthrough	S10_plectin/
TrH2_TrispH2_004207	lightyellow	0.786	ribosomal_protein_S26	Ribosomal_S26e/
TrH2_TrispH2_000053	lightyellow	0.784	ribosomal_protein_S23	Ribosom_S12_S23/
TrH2_TrispH2_009068	lightyellow	0.763	ribosomal_protein_L38	Ribosomal_L38e/
TrH2_TrispH2_003076	lightyellow	0.761	ribosomal_protein_L5	Ribosomal_L5e/Ribosomal_L18_c/
TrH2_TrispH2_001876	lightyellow	0.759	ribosomal_protein_S4_X_linked	S4/Ribosomal_S4e/KOW/40S_S4_C/
TrH2_orphan_1089	lightyellow	0.758	NA	NA
TrH2_TrispH2_002589	lightyellow	0.757	ribosomal_protein_L28	Ribosomal_L28e/
TrH2_TrispH2_009466	lightyellow	0.756	ribosomal_protein_S14	Ribosomal_S11/
TrH2_TrispH2_010603	lightyellow	0.753	superoxide_dismutase_1	Sod_Cu/
TrH2_TrispH2_006308	lightyellow	0.738	ubiquitin_A_52_residue_ribosomal_protein_fusion_product_1	ubiquitin/Ribosomal_L40e/
TrH2_TrispH2_004512	lightyellow	0.731	ribosomal_protein_S21	Ribosomal_S21e/
TrH2_TrispH2_007164	lightyellow	0.708	ribosomal_protein_S25	Ribosomal_S25/
TrH2_TrispH2_001646	lightyellow	0.694	peptidylprolyl_isomerase_F	Pro_isomerase/
TrH2_TrispH2_009600	lightyellow	0.69	ribosomal_protein_L3	Ribosomal_L3/
