gene	gene_module	membership_score	gene_name	pfam
Hhon_g07011.t1	turquoise	0.55	kynurenine_aminotransferase_1	Aminotran_1_2/
Hhon_g02743.t1	turquoise	0.55	solute_carrier_family_35_member_F5	
Hhon_g05752.t1	turquoise	0.549	aldehyde_dehydrogenase_2_family_member	Aldedh/
Hhon_g08628.t1	turquoise	0.548	ATP_binding_cassette_subfamily_D_member_3	Alg14/ABC_membrane_2/ABC_tran/
Hhon_g11006.t1	turquoise	0.548	prohibitin	Band_7/
Hhon_g00816.t1	turquoise	0.547	RAB35_member_RAS_oncogene_family	Ras/
Hhon_g08240.t1	turquoise	0.547	cytochrome_c_oxidase_assembly_factor_6	COX6B/
Hhon_g01949.t1	turquoise	0.546	F_box_protein_31	F-box-like/DUF3506/
Hhon_g05780.t1	turquoise	0.545	solute_carrier_family_25_member_20	Mito_carr/Mito_carr/Mito_carr/
Hhon_g01429.t1	turquoise	0.545	growth_factor_augmenter_of_liver_regeneration	Evr1_Alr/
Hhon_g03409.t1	turquoise	0.545	acyl_CoA_dehydrogenase_family_member_8	Acyl-CoA_dh_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1/
Hhon_g08327.t1	turquoise	0.544	transmembrane_protein_223	TMEM223/
Hhon_g09050.t1	turquoise	0.544	GDP_dissociation_inhibitor_1	GDI/
Hhon_g05265.t1	turquoise	0.543	ethanolamine_kinase_1	Choline_kinase/
Hhon_g05751.t1	turquoise	0.542	aldehyde_dehydrogenase_2_family_member	Aldedh/
Hhon_g00295.t1	turquoise	0.542	fatty_acid_synthase	ketoacyl-synt/Ketoacyl-synt_C/Acyl_transf_1/PS-DH/ADH_zinc_N/KR/PP-binding/Thioesterase/
Hhon_g00997.t1	turquoise	0.542	saccharopine_dehydrogenase_putative	Sacchrp_dh_NADP/
Hhon_g07779.t1	turquoise	0.542	ATP_synthase_mitochondrial_F1_complex_assembly_factor_2	ATP12/
Hhon_g10137.t1	turquoise	0.541	3_hydroxy_3_methylglutaryl_CoA_synthase_1	HMG_CoA_synt_N/HMG_CoA_synt_C/
Hhon_g01302.t1	turquoise	0.541	aminoacyl_tRNA_synthetase_complex_interacting_multifunctional_protein_1	tRNA_bind/
Hhon_g02011.t1	turquoise	0.54	transmembrane_protein_41B	SNARE_assoc/
Hhon_g01116.t1	turquoise	0.54	phenazine_biosynthesis_like_protein_domain_containing	PhzC-PhzF/
Hhon_g06650.t1	turquoise	0.539	acyl_CoA_synthetase_family_member_2	AMP-binding/AMP-binding_C/
Hhon_g10498.t1	turquoise	0.539	glucose_6_phosphate_dehydrogenase	G6PD_N/G6PD_C/
Hhon_g05785.t1	turquoise	0.539	transmembrane_protein_120A	TMPIT/
Hhon_g10706.t1	turquoise	0.537	proline_dehydrogenase_1	Pro_dh/
Hhon_g06459.t1	turquoise	0.537	leucine_rich_repeat_kinase_1	Ank_2/Ank/Ank_2/Ank_2/Ank_2/LRR_8/LRR_8/Roc/COR/Pkinase/
Hhon_g07228.t1	turquoise	0.537	heat_shock_transcription_factor_2_binding_protein	
Hhon_g09005.t1	turquoise	0.537	retinol_dehydrogenase_8	adh_short/
Hhon_g04650.t1	turquoise	0.537	acyl_CoA_thioesterase_7	4HBT/
Hhon_g10880.t1	turquoise	0.536	sorting_nexin_13	PXA/RGS/PX/Nexin_C/
Hhon_g08440.t1	turquoise	0.534	solute_carrier_family_2_member_8	Sugar_tr/Sugar_tr/
Hhon_g01262.t1	turquoise	0.534	SCY1_like_pseudokinase_3	
Hhon_g08662.t1	turquoise	0.534		Ribosomal_L32p/
Hhon_g07956.t1	turquoise	0.533	abhydrolase_domain_containing_3_phospholipase	Abhydrolase_1/
Hhon_g04956.t1	turquoise	0.532	adaptor_related_protein_complex_1_subunit_sigma_2	Clat_adaptor_s/
Hhon_g09804.t1	turquoise	0.532	acyl_CoA_dehydrogenase_short_branched_chain	Acyl-CoA_dh_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1/
Hhon_g08961.t1	turquoise	0.532	4_hydroxyphenylpyruvate_dioxygenase	Glyoxalase/Glyoxalase/
Hhon_g07519.t1	turquoise	0.532	solute_carrier_family_1_member_2	SDF/
Hhon_g11751.t1	turquoise	0.532		
Hhon_g07215.t1	turquoise	0.531	histidine_triad_nucleotide_binding_protein_1	HIT/
Hhon_g05437.t1	turquoise	0.53		
Hhon_g06821.t1	turquoise	0.53	immunoglobulin_superfamily_member_9B	V-set/Ig_3/I-set/Ig_3/fn3/
Hhon_g09832.t1	turquoise	0.53	DAP3_binding_cell_death_enhancer_1	Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/
Hhon_g09416.t1	turquoise	0.529	monocyte_to_macrophage_differentiation_associated_2	HlyIII/
Hhon_g01255.t1	turquoise	0.528	uridine_cytidine_kinase_2	PRK/
Hhon_g02139.t1	turquoise	0.528	mitochondrial_ribosomal_protein_S25	L51_S25_CI-B8/
Hhon_g08494.t1	turquoise	0.528	HIG1_hypoxia_inducible_domain_family_member_1A	HIG_1_N/
Hhon_g03969.t1	turquoise	0.527	cytochrome_c_oxidase_assembly_factor_4_homolog	
Hhon_g02343.t1	turquoise	0.527	novel_protein	Cauli_VI/RNase_H/
Hhon_g02108.t1	turquoise	0.526		DHHC/
Hhon_g03875.t1	turquoise	0.525	cytochrome_P450_family_24_subfamily_A_member_1	p450/p450/
Hhon_g08161.t1	turquoise	0.525		
Hhon_orphan_189	turquoise	0.523	NA	NA
Hhon_orphan_1701	turquoise	0.523	NA	NA
Hhon_orphan_470	turquoise	0.522	NA	NA
Hhon_g02480.t1	turquoise	0.522	SAC1_like_phosphatidylinositide_phosphatase	Syja_N/
Hhon_g08118.t1	turquoise	0.522	RAB27A_member_RAS_oncogene_family	Ras/
Hhon_g08959.t1	turquoise	0.521	TLC_domain_containing_3A	TRAM_LAG1_CLN8/
Hhon_g05027.t1	turquoise	0.52	solute_carrier_family_46_member_3	MFS_1/
Hhon_g05507.t1	turquoise	0.52	tubulin_folding_cofactor_D	TFCD_C/
Hhon_g08594.t1	turquoise	0.519	acyl_CoA_dehydrogenase_very_long_chain	Acyl-CoA_dh_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1/
Hhon_g05019.t1	turquoise	0.519	LYR_motif_containing_4	Complex1_LYR/
Hhon_g06947.t1	turquoise	0.519	ribokinase	PfkB/
Hhon_g02145.t1	turquoise	0.519	aldehyde_dehydrogenase_1_family_member_L2	Formyl_trans_N/Formyl_trans_C/PP-binding/Aldedh/
Hhon_orphan_561	turquoise	0.518	NA	NA
Hhon_g00467.t1	turquoise	0.518	C_X9_C_motif_containing_2	Cmc1/
Hhon_g09711.t1	turquoise	0.517	phenylalanyl_tRNA_synthetase_2_mitochondrial	tRNA-synt_2d/tRNA-synt_2d/FDX-ACB/
Hhon_g07627.t1	turquoise	0.516		
Hhon_g06839.t1	turquoise	0.515	synaptic_vesicle_glycoprotein_2B	Sugar_tr/
Hhon_g08169.t1	turquoise	0.515	short_chain_dehydrogenase_reductase_family_16C_member_5	adh_short/
Hhon_g02650.t1	turquoise	0.515	CD2_cytoplasmic_tail_binding_protein_2	GYF/
Hhon_g02620.t1	turquoise	0.515	clustered_mitochondria_homolog	CLU_N/DUF727/CLU/eIF3_p135/TPR_12/TPR_12/
Hhon_g07618.t1	turquoise	0.514	adiponectin_receptor_2	HlyIII/
Hhon_g07713.t1	turquoise	0.514	oxidation_resistance_1	LysM/TLD/
Hhon_g01409.t1	turquoise	0.514	hydroxyacylglutathione_hydrolase	Lactamase_B/HAGH_C/
Hhon_g02320.t1	turquoise	0.514		TauD/
Hhon_g06257.t1	turquoise	0.513	RNA_exonuclease_2	RNase_T/
Hhon_g04028.t1	turquoise	0.511	LysM_domain_containing_2	LysM/
Hhon_g08291.t1	turquoise	0.511	thiopurine_S_methyltransferase	TPMT/
Hhon_orphan_1740	turquoise	0.51	NA	NA
Hhon_g04931.t1	turquoise	0.51	abhydrolase_domain_containing_8	DUF1057/
Hhon_g04301.t1	turquoise	0.51	ALG11_alpha_1_2_mannosyltransferase	
Hhon_g06856.t1	turquoise	0.509	WD_repeat_domain_83_opposite_strand	UPF0139/
Hhon_g11098.t1	turquoise	0.509	hydroxy_delta_5_steroid_dehydrogenase_3_beta_and_steroid_delta_isomerase_7	Epimerase/
Hhon_g00445.t1	turquoise	0.508	solute_carrier_family_45_member_2	MFS_2/
Hhon_g02317.t1	turquoise	0.508	cystathionine_gamma_lyase	Cys_Met_Meta_PP/
Hhon_g01961.t1	turquoise	0.507	NADH_ubiquinone_oxidoreductase_complex_assembly_factor_5	Methyltransf_11/
Hhon_g02342.t1	turquoise	0.506	plasminogen_receptor_with_a_C_terminal_lysine	DUF2368/
Hhon_g04975.t1	turquoise	0.505		Amidinotransf/
Hhon_g07922.t1	turquoise	0.505	lipid_droplet_associated_hydrolase	LIDHydrolase/
Hhon_orphan_2229	turquoise	0.505	NA	NA
Hhon_g06835.t1	turquoise	0.504	leucine_rich_repeat_containing_58	LRR_8/LRR_8/
Hhon_g01759.t1	turquoise	0.503	DnaJ_heat_shock_protein_family_Hsp40_member_C11	DnaJ/DUF3395/
Hhon_g03827.t1	turquoise	0.503	ubiquitin_specific_peptidase_31	UCH/
Hhon_g01612.t1	turquoise	0.503	mitochondrial_ribosomal_protein_S16	Ribosomal_S16/
Hhon_g09145.t1	turquoise	0.502	reticulon_4_interacting_protein_1	ADH_N/ADH_zinc_N_2/
Hhon_g05101.t1	turquoise	0.502	mitochondrial_ribosomal_protein_S6	Ribosomal_S6/
Hhon_g04327.t1	turquoise	0.502	VPS37A_subunit_of_ESCRT_I	Mod_r/
Hhon_g02578.t1	navajowhite2	0.955		MARVEL/
Hhon_g09436.t1	navajowhite2	0.936	cytochrome_b561	Cytochrom_B561/
Hhon_g01145.t1	navajowhite2	0.933	butyrylcholinesterase	COesterase/
Hhon_g02686.t1	navajowhite2	0.928	Rab_interacting_lysosomal_protein_like_1	Jnk-SapK_ap_N/
Hhon_g00083.t1	navajowhite2	0.923	acid_sensing_ion_channel_subunit_2	ASC/
Hhon_g10144.t1	navajowhite2	0.919	glutamate_metabotropic_receptor_3	ANF_receptor/7tm_3/
Hhon_g02635.t1	navajowhite2	0.919	fatty_acid_binding_protein_2	Lipocalin_7/
Hhon_g10815.t1	navajowhite2	0.916	neuropeptide_FF_receptor_2	7tm_1/
Hhon_g08979.t1	navajowhite2	0.915		
Hhon_g09034.t1	navajowhite2	0.911	lipopolysaccharide_induced_TNF_factor	zf-LITAF-like/
Hhon_g05086.t1	navajowhite2	0.91		CD20/
Hhon_g09259.t1	navajowhite2	0.91		Trp_Tyr_perm/
Hhon_g05397.t1	navajowhite2	0.91	EH_domain_containing_3	EHD_N/Dynamin_N/DUF5600/EF-hand_4/
Hhon_g01631.t1	navajowhite2	0.906	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Ion_trans/
Hhon_g07706.t1	navajowhite2	0.906	sorting_nexin_19	PXA/PX/Nexin_C/
Hhon_g10432.t1	navajowhite2	0.899		Arrestin_N/
Hhon_g00484.t1	navajowhite2	0.898	UBX_domain_protein_4	UBX/
Hhon_g10367.t1	navajowhite2	0.892	hydroxysteroid_17_beta_dehydrogenase_12	adh_short/
Hhon_g00124.t1	navajowhite2	0.888	RAB10_member_RAS_oncogene_family	Ras/
Hhon_g05396.t1	navajowhite2	0.878	EH_domain_containing_3	EHD_N/Dynamin_N/DUF5600/EF-hand_4/
Hhon_g10767.t1	navajowhite2	0.877	ATP_binding_cassette_subfamily_A_member_5	ABC2_membrane_3/ABC_tran/ABC2_membrane_3/ABC_tran/
Hhon_g04940.t1	navajowhite2	0.874		
Hhon_g02221.t1	navajowhite2	0.874		
Hhon_g05345.t1	navajowhite2	0.873	angiotensin_II_receptor_type_2	7tm_1/
Hhon_g10653.t1	navajowhite2	0.871	EH_domain_containing_3	EHD_N/Dynamin_N/DUF5600/EF-hand_4/
Hhon_g02089.t1	navajowhite2	0.865	sorting_nexin_7	PX/Vps5/
Hhon_g01392.t1	navajowhite2	0.865	kelch_like_family_member_23	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/
Hhon_g09101.t1	navajowhite2	0.864	mitogen_activated_protein_kinase_8_interacting_protein_3	WD40_2/
Hhon_g08657.t1	navajowhite2	0.863	relaxin_family_peptide_receptor_2	LRR_8/LRR_8/LRR_5/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/7tm_1/
Hhon_orphan_182	navajowhite2	0.859	NA	NA
Hhon_g00813.t1	navajowhite2	0.857		
Hhon_g05918.t1	navajowhite2	0.853	receptor_accessory_protein_5	TB2_DP1_HVA22/
Hhon_g08982.t1	navajowhite2	0.85	sphingosine_kinase_2	DAGK_cat/
Hhon_g00902.t1	navajowhite2	0.85	BHLHA15/BHLHE22/BHLHE23/OLIG1/OLIG2/OLIG3	HLH/
Hhon_g00441.t1	navajowhite2	0.845	solute_carrier_family_45_member_2	MFS_1/
Hhon_g02222.t1	navajowhite2	0.845	wolframin_ER_transmembrane_glycoprotein	Sel1/Sel1/Sel1/
Hhon_g10581.t1	navajowhite2	0.844	glutamate_ionotropic_receptor_NMDA_type_subunit_associated_protein_1	Bax1-I/
Hhon_g05391.t1	navajowhite2	0.843	relaxin_family_peptide_receptor_1	LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/7tm_1/
Hhon_g05545.t1	navajowhite2	0.832		
Hhon_g00262.t1	navajowhite2	0.83		Na_Ca_ex/Na_Ca_ex/
Hhon_g05549.t1	navajowhite2	0.827		
Hhon_g03511.t1	navajowhite2	0.827	tripartite_motif_containing_45	zf-C3HC4/zf-B_box/Filamin/NHL/NHL/NHL/
Hhon_g01927.t1	navajowhite2	0.826	ventricular_zone_expressed_PH_domain_containing_1	PH/
Hhon_g05687.t1	navajowhite2	0.826	phospholipase_A2_group_VII	PAF-AH_p_II/
Hhon_g02960.t1	navajowhite2	0.826	beta_1_3_N_acetylgalactosaminyltransferase_1_globoside_blood_group	Galactosyl_T/
Hhon_g06278.t1	navajowhite2	0.825	adhesion_G_protein_coupled_receptor_L3	CUB/GAIN/GPS/7tm_2/
Hhon_g04648.t1	navajowhite2	0.823	centrosomal_protein_170	
Hhon_g05121.t1	navajowhite2	0.819	protein_phosphatase_1_regulatory_inhibitor_subunit_14C	PP1_inhibitor/
Hhon_g08057.t1	navajowhite2	0.816		
Hhon_g05642.t1	navajowhite2	0.811		LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/
Hhon_g10110.t1	navajowhite2	0.81	EH_domain_containing_3	EHD_N/Dynamin_N/DUF5600/EF-hand_4/
Hhon_g10072.t1	navajowhite2	0.795	ring_finger_protein_220	RNF220/
Hhon_g10529.t1	navajowhite2	0.795	adhesion_G_protein_coupled_receptor_L1	CUB/GAIN/GPS/7tm_2/
Hhon_g05225.t1	navajowhite2	0.793	calcium_sensing_receptor	ANF_receptor/7tm_3/
Hhon_g06588.t1	navajowhite2	0.785		
Hhon_g10555.t1	navajowhite2	0.78	EMX1/EMX2/NOTO/VAX1/VAX2	Homeodomain/
Hhon_g06730.t1	navajowhite2	0.778		EURL/
Hhon_g02941.t1	navajowhite2	0.764		
Hhon_g11585.t1	navajowhite2	0.762	biphenyl_hydrolase_like	Abhydrolase_1/
Hhon_g05461.t1	navajowhite2	0.756	FAT_atypical_cadherin_1	Laminin_G_3/Cadherin/Recep_L_domain/
Hhon_g06187.t1	navajowhite2	0.756	solute_carrier_organic_anion_transporter_family_member_4A1	OATP/Kazal_2/
Hhon_g07202.t1	navajowhite2	0.752	RAB8B_member_RAS_oncogene_family	Ras/
Hhon_g10071.t1	navajowhite2	0.749	ring_finger_protein_220	zf-C3HC4_2/
Hhon_g07920.t1	navajowhite2	0.744		
Hhon_g11152.t1	navajowhite2	0.743		
Hhon_g08473.t1	navajowhite2	0.727	aldolase_fructose_bisphosphate_C	Glycolytic/
Hhon_g09568.t1	navajowhite2	0.724	ubiquilin_1	ubiquitin/UBA/
Hhon_g00352.t1	navajowhite2	0.723	WW_domain_binding_protein_2	GRAM/
Hhon_g00084.t1	navajowhite2	0.719	acid_sensing_ion_channel_subunit_2	ASC/
Hhon_g05641.t1	navajowhite2	0.712	relaxin_family_peptide_receptor_1	LRR_8/LRR_8/LRR_8/LRR_5/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/7tm_1/
Hhon_g07897.t1	navajowhite2	0.711	cytochrome_P450_family_4_subfamily_F_member_3	p450/
Hhon_g00992.t1	navajowhite2	0.707		NB-ARC/APAF1_C/
Hhon_g11605.t1	navajowhite2	0.706	opsin_4	7tm_1/
Hhon_g07873.t1	navajowhite2	0.703	progestin_and_adipoQ_receptor_family_member_3	HlyIII/
Hhon_g01035.t1	navajowhite2	0.695	inositol_polyphosphate_multikinase	IPK/
Hhon_orphan_1812	navajowhite2	0.69	NA	NA
Hhon_g01626.t1	navajowhite2	0.69	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_3/Ank_2/Ank_2/Ank_2/Ank_3/Ion_trans/
Hhon_g05329.t1	navajowhite2	0.687	aminoadipate_aminotransferase	Aminotran_1_2/
Hhon_g10920.t1	navajowhite2	0.682	MAM_and_LDL_receptor_class_A_domain_containing_1	MAM/Kringle/SRCR/SRCR/MAM/
Hhon_g06045.t1	navajowhite2	0.676	G_protein_subunit_beta_5	WD40/WD40/WD40/WD40/WD40/
Hhon_g03033.t1	navajowhite2	0.663	glutamate_metabotropic_receptor_7	ANF_receptor/7tm_3/
Hhon_orphan_1210	navajowhite2	0.658	NA	NA
Hhon_g10590.t1	navajowhite2	0.65	glutamate_ionotropic_receptor_NMDA_type_subunit_associated_protein_1	Bax1-I/
Hhon_g00670.t1	navajowhite2	0.64	oxysterol_binding_protein_like_1A	Ank_4/Ank_5/Oxysterol_BP/
Hhon_g10541.t1	navajowhite2	0.637	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
Hhon_g10530.t1	navajowhite2	0.628	adhesion_G_protein_coupled_receptor_L2	CUB/GAIN/GPS/7tm_2/
Hhon_g06884.t1	navajowhite2	0.625		
Hhon_g00049.t1	navajowhite2	0.62		
Hhon_g07573.t1	navajowhite2	0.616	sorting_nexin_25	PXA/RGS/PX/Nexin_C/
Hhon_g01014.t1	navajowhite2	0.61	discs_large_MAGUK_scaffold_protein_5	PDZ/SH3_2/
Hhon_g02543.t1	navajowhite2	0.6	acyl_CoA_thioesterase_8	4HBT_3/
Hhon_g04281.t1	navajowhite2	0.596	somatostatin_receptor_1	7tm_1/
Hhon_orphan_2002	navajowhite2	0.591	NA	NA
Hhon_orphan_837	navajowhite2	0.588	NA	NA
Hhon_orphan_613	navajowhite2	0.574	NA	NA
Hhon_g07265.t1	navajowhite2	0.565	lamin_B_receptor	ERG4_ERG24/
Hhon_g01242.t1	navajowhite2	0.563		TIR_2/SAM_2/
Hhon_orphan_2137	navajowhite2	0.562	NA	NA
Hhon_g06251.t1	navajowhite2	0.556	Rab_acceptor_1	PRA1/
Hhon_g09115.t1	navajowhite2	0.552	sperm_associated_antigen_9	WD40_2/
Hhon_g03707.t1	navajowhite2	0.547	transmembrane_and_coiled_coil_domains_4	DUF726/
Hhon_g11719.t1	navajowhite2	0.546	glyoxylate_and_hydroxypyruvate_reductase	2-Hacid_dh/2-Hacid_dh_C/
Hhon_g05769.t1	navajowhite2	0.543	serine_palmitoyltransferase_long_chain_base_subunit_2	Aminotran_1_2/
Hhon_g11502.t1	navajowhite2	0.541	multiple_C2_and_transmembrane_domain_containing_2	C2/C2/C2/
Hhon_g06764.t1	navajowhite2	0.537	BTB_domain_containing_8	BTB/BTB/
Hhon_orphan_2327	navajowhite2	0.534	NA	NA
Hhon_g03555.t1	navajowhite2	0.529	NIPA_like_domain_containing_2	Mg_trans_NIPA/
Hhon_g07572.t1	navajowhite2	0.528	relaxin_family_peptide_receptor_1	LRR_8/LRR_8/LRR_5/LRR_8/LRR_8/LRR_8/LRR_8/7tm_1/
Hhon_g07397.t1	navajowhite2	0.526	dipeptidyl_peptidase_4	DPPIV_N/Peptidase_S9/
Hhon_orphan_1596	navajowhite2	0.524	NA	NA
Hhon_g01146.t1	navajowhite2	0.523	butyrylcholinesterase	COesterase/
Hhon_g03512.t1	navajowhite2	0.512	RPA1_related_single_stranded_DNA_binding_protein_X_linked	DUF5521/
Hhon_g06541.t1	navajowhite2	0.512		
Hhon_g05828.t1	royalblue	0.988		
Hhon_g05827.t1	royalblue	0.987		
Hhon_g05562.t1	royalblue	0.984	tetraspanin_11	Tetraspanin/
Hhon_g05822.t1	royalblue	0.983		
Hhon_g10187.t1	royalblue	0.975	arrestin_domain_containing_2	Arrestin_N/Arrestin_C/
Hhon_g03819.t1	royalblue	0.974	cytochrome_P450_family_46_subfamily_A_member_1	p450/
Hhon_g11807.t1	royalblue	0.971	relaxin_family_peptide_receptor_1	LRR_8/7tm_1/LRR_8/LRR_8/
Hhon_g08452.t1	royalblue	0.962		
Hhon_g09974.t1	royalblue	0.961		
Hhon_orphan_340	royalblue	0.961	NA	NA
Hhon_g00888.t1	royalblue	0.959	adhesion_G_protein_coupled_receptor_L3	7tm_2/
Hhon_g06066.t1	royalblue	0.957		
Hhon_g10011.t1	royalblue	0.956	sodium_voltage_gated_channel_alpha_subunit_10	Ion_trans/GPHH/
Hhon_g02224.t1	royalblue	0.951		
Hhon_orphan_2566	royalblue	0.946	NA	NA
Hhon_g06729.t1	royalblue	0.943	beta_secretase_2	Asp/
Hhon_g00104.t1	royalblue	0.94	FAT_atypical_cadherin_3	Cadherin/Cadherin/Cadherin/Cadherin/
Hhon_g10186.t1	royalblue	0.94	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10145.t1	royalblue	0.935	calcium_sensing_receptor	ANF_receptor/7tm_3/
Hhon_g10678.t1	royalblue	0.935		
Hhon_orphan_562	royalblue	0.933	NA	NA
Hhon_g03647.t1	royalblue	0.933		
Hhon_g09538.t1	royalblue	0.932	nitric_oxide_synthase_1	NO_synthase/Flavodoxin_1/FAD_binding_1/NAD_binding_1/
Hhon_g09790.t1	royalblue	0.931	butyrylcholinesterase	COesterase/
Hhon_orphan_841	royalblue	0.931	NA	NA
Hhon_g07634.t1	royalblue	0.931	double_C2_domain_beta	C2/C2/C2/
Hhon_g01628.t1	royalblue	0.93	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_4/Ank_2/Ank_2/Ank_2/
Hhon_orphan_45	royalblue	0.923	NA	NA
Hhon_g00078.t1	royalblue	0.921	ERCC_excision_repair_4_endonuclease_catalytic_subunit	ERCC4/ASC/
Hhon_orphan_2551	royalblue	0.919	NA	NA
Hhon_g04815.t1	royalblue	0.917		
Hhon_g05346.t1	royalblue	0.916	small_nuclear_ribonucleoprotein_U11_U12_subunit_35	RRM_1/
Hhon_orphan_26	royalblue	0.907	NA	NA
Hhon_g05224.t1	royalblue	0.905		DUF659/
Hhon_g08314.t1	royalblue	0.9	sodium_voltage_gated_channel_alpha_subunit_10	Ion_trans/Ion_trans/Ion_trans/Ion_trans/GPHH/
Hhon_g09539.t1	royalblue	0.894	adhesion_G_protein_coupled_receptor_L2	GAIN/GPS/7tm_2/CUB/GAIN/GPS/7tm_2/
Hhon_g02369.t1	royalblue	0.893	hydrogen_voltage_gated_channel_1	Ion_trans/
Hhon_g05945.t1	royalblue	0.891	sodium_voltage_gated_channel_alpha_subunit_10	Ion_trans/GPHH/
Hhon_g02625.t1	royalblue	0.888		IU_nuc_hydro/
Hhon_g00444.t1	royalblue	0.888	solute_carrier_family_45_member_2	MFS_1/
Hhon_orphan_211	royalblue	0.88	NA	NA
Hhon_g11984.t1	royalblue	0.878	neuropeptide_FF_receptor_2	7tm_1/
Hhon_g08986.t1	royalblue	0.875		
Hhon_g08312.t1	royalblue	0.871	sodium_voltage_gated_channel_alpha_subunit_1	Ion_trans/GPHH/
Hhon_g08313.t1	royalblue	0.866	sodium_voltage_gated_channel_alpha_subunit_3	Ion_trans/Ion_trans/Ion_trans/
Hhon_g02223.t1	royalblue	0.866		EF-hand_7/
Hhon_g01564.t1	royalblue	0.865		
Hhon_g02869.t1	royalblue	0.858		
Hhon_g10830.t1	royalblue	0.858		
Hhon_g10967.t1	royalblue	0.849	relaxin_family_peptide_receptor_1	LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/7tm_1/
Hhon_g10031.t1	royalblue	0.844	relaxin_family_peptide_receptor_1	LRR_8/LRR_8/LRR_5/LRR_8/LRR_8/LRR_5/LRR_8/LRR_8/LRR_8/LRR_8/7tm_1/
Hhon_orphan_770	royalblue	0.838	NA	NA
Hhon_orphan_55	royalblue	0.835	NA	NA
Hhon_orphan_1213	royalblue	0.831	NA	NA
Hhon_orphan_1626	royalblue	0.829	NA	NA
Hhon_g11473.t1	royalblue	0.824	relaxin_family_peptide_receptor_2	LRR_8/LRR_5/LRR_1/LRR_8/LRR_8/LRR_8/LRR_5/7tm_1/
Hhon_g03030.t1	royalblue	0.822	relaxin_family_peptide_receptor_2	LRR_8/LRR_5/LRR_8/LRR_8/LRR_5/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/7tm_1/
Hhon_g03021.t1	royalblue	0.816	calpain_3	Peptidase_C2/Calpain_III/
Hhon_g11901.t1	royalblue	0.816		LRR_8/
Hhon_orphan_1028	royalblue	0.809	NA	NA
Hhon_g08092.t1	royalblue	0.791	proprotein_convertase_subtilisin_kexin_type_7	S8_pro-domain/Peptidase_S8/P_proprotein/
Hhon_g10010.t1	royalblue	0.782	sodium_voltage_gated_channel_alpha_subunit_3	Ion_trans/Ion_trans/Ion_trans/
Hhon_g07940.t1	royalblue	0.779	calcium_sensing_receptor	ANF_receptor/NCD3G/7tm_3/
Hhon_g08021.t1	royalblue	0.778		Death/
Hhon_orphan_988	royalblue	0.775	NA	NA
Hhon_g10966.t1	royalblue	0.769		
Hhon_orphan_1697	royalblue	0.758	NA	NA
Hhon_g10146.t1	royalblue	0.736	calcium_sensing_receptor	ANF_receptor/NCD3G/7tm_3/
Hhon_orphan_1925	royalblue	0.736	NA	NA
Hhon_g06727.t1	royalblue	0.717	beta_secretase_1	Asp/
Hhon_g08022.t1	royalblue	0.716		
Hhon_g01627.t1	royalblue	0.694	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_2/Ank_2/Ank_3/Ank_4/Ank_4/Ank/Ion_trans/
Hhon_g10870.t1	royalblue	0.689	relaxin_family_peptide_receptor_2	LRR_8/LRR_8/LRR_5/LRR_8/LRR_8/LRR_5/7tm_1/
Hhon_g04228.t1	royalblue	0.68	adhesion_G_protein_coupled_receptor_L3	CUB/HRM/GAIN/GPS/7tm_2/
Hhon_g04382.t1	royalblue	0.678	solute_carrier_family_49_member_3	MFS_1/
Hhon_g06808.t1	royalblue	0.672	gamma_aminobutyric_acid_type_B_receptor_subunit_2	ANF_receptor/7tm_3/
Hhon_g11849.t1	royalblue	0.671		NB-ARC/APAF1_C/
Hhon_g04801.t1	royalblue	0.666	protein_kinase_C_alpha	C1_1/C1_1/C2/Pkinase/Pkinase_C/
Hhon_g02579.t1	royalblue	0.664	enoyl_CoA_hydratase_and_3_hydroxyacyl_CoA_dehydrogenase	Formyl_trans_N/Formyl_trans_C/ECH_1/
Hhon_orphan_1175	royalblue	0.659	NA	NA
Hhon_g08310.t1	royalblue	0.65	sodium_voltage_gated_channel_alpha_subunit_10	Ion_trans/Ion_trans/
Hhon_g00543.t1	royalblue	0.598	solute_carrier_family_4_member_2	Band_3_cyto/HCO3_cotransp/
