gene	gene_module	membership_score	gene_name	pfam
HoiH23_PlH23_002648	steelblue	0.764	transmembrane_protein_272	
HoiH23_orphan_2906	steelblue	0.754	NA	NA
HoiH23_orphan_3138	steelblue	0.753	NA	NA
HoiH23_PlH23_011088	steelblue	0.747	Rac_family_small_GTPase_1	Ras/
HoiH23_PlH23_004823	steelblue	0.744	anoctamin_7	Anoct_dimer/Anoctamin/
HoiH23_orphan_1066	steelblue	0.739	NA	NA
HoiH23_PlH23_011416	steelblue	0.736	cytochrome_P450_family_24_subfamily_A_member_1	p450/
HoiH23_PlH23_002949	steelblue	0.717	synaptotagmin_16	C2/C2/
HoiH23_PlH23_002416	steelblue	0.708	patatin_like_phospholipase_domain_containing_2	Patatin/
HoiH23_PlH23_012017	steelblue	0.703	opsin_4	7tm_1/
HoiH23_PlH23_005692	steelblue	0.7	tight_junction_protein_1	PDZ/PDZ/PDZ/SH3_2/ZU5/
HoiH23_PlH23_000824	steelblue	0.699	glutamyl_aminopeptidase	Peptidase_M1_N/Peptidase_M1/ERAP1_C/
HoiH23_PlH23_004968	steelblue	0.691	solute_carrier_family_25_member_15	Mito_carr/Mito_carr/Mito_carr/
HoiH23_orphan_1359	steelblue	0.687	NA	NA
HoiH23_orphan_2151	steelblue	0.675	NA	NA
HoiH23_PlH23_009268	steelblue	0.661	adhesion_G_protein_coupled_receptor_G4	7tm_2/
HoiH23_orphan_2825	steelblue	0.659	NA	NA
HoiH23_PlH23_007296	steelblue	0.657	nuclear_envelope_integral_membrane_protein_1	NEMP/
HoiH23_PlH23_006398	steelblue	0.656	Rho_guanine_nucleotide_exchange_factor_7	SH3_1/RhoGEF/RhoGEF/
HoiH23_PlH23_011646	steelblue	0.652	5_hydroxytryptamine_receptor_7	7tm_1/7tm_1/
HoiH23_orphan_3136	steelblue	0.634	NA	NA
HoiH23_PlH23_005025	steelblue	0.629	pseudouridine_5_phosphatase	HAD_2/
HoiH23_orphan_3099	steelblue	0.624	NA	NA
HoiH23_PlH23_007526	steelblue	0.62	NOP2_Sun_RNA_methyltransferase_6	PUA/Methyltr_RsmB-F/
HoiH23_PlH23_011163	steelblue	0.616	apoptotic_peptidase_activating_factor_1	NB-ARC/APAF1_C/
HoiH23_PlH23_009992	steelblue	0.607		
HoiH23_orphan_2943	steelblue	0.604	NA	NA
HoiH23_PlH23_004142	steelblue	0.587	phospholipase_C_delta_4	PH_12/EF-hand_like/PI-PLC-X/PI-PLC-Y/C2/
HoiH23_orphan_1318	steelblue	0.566	NA	NA
HoiH23_orphan_1031	steelblue	0.565	NA	NA
HoiH23_orphan_1164	steelblue	0.556	NA	NA
HoiH23_PlH23_004252	steelblue	0.538	myosin_IC	Myosin_head/Myosin_TH1/
HoiH23_PlH23_002493	steelblue	0.528	DTW_domain_containing_1	DTW/
HoiH23_PlH23_000236	steelblue	0.526	ATPase_plasma_membrane_Ca2_transporting_2	Cation_ATPase_N/E1-E2_ATPase/E1-E2_ATPase/Cation_ATPase/Hydrolase_3/Cation_ATPase_C/ATP_Ca_trans_C/
HoiH23_PlH23_008960	steelblue	0.512	polycomb_group_ring_finger_3	RAWUL/
HoiH23_orphan_797	steelblue	0.51	NA	NA
HoiH23_PlH23_007740	lightsteelblue1	0.98		
HoiH23_PlH23_006248	lightsteelblue1	0.971	EPH_receptor_B3	fn3/
HoiH23_PlH23_011241	lightsteelblue1	0.965	butyrylcholinesterase	COesterase/
HoiH23_PlH23_007432	lightsteelblue1	0.962		
HoiH23_PlH23_004856	lightsteelblue1	0.959		
HoiH23_PlH23_012042	lightsteelblue1	0.959	thymidine_phosphorylase	
HoiH23_PlH23_006631	lightsteelblue1	0.955	RNA_binding_protein_mRNA_processing_factor	RRM_1/RRM_1/
HoiH23_PlH23_004857	lightsteelblue1	0.955		
HoiH23_orphan_2591	lightsteelblue1	0.951	NA	NA
HoiH23_orphan_338	lightsteelblue1	0.944	NA	NA
HoiH23_PlH23_004129	lightsteelblue1	0.943		
HoiH23_PlH23_006250	lightsteelblue1	0.943		
HoiH23_PlH23_000591	lightsteelblue1	0.943	contactin_5	Ig_2/I-set/Ig_3/fn3/fn3/GPS/7tm_2/
HoiH23_PlH23_004612	lightsteelblue1	0.942	SPARC_related_modular_calcium_binding_1	WAP/Antistasin/Thyroglobulin_1/WAP/Thyroglobulin_1/WAP/Thyroglobulin_1/WAP/Thyroglobulin_1/
HoiH23_PlH23_000644	lightsteelblue1	0.941		IU_nuc_hydro/
HoiH23_orphan_148	lightsteelblue1	0.936	NA	NA
HoiH23_PlH23_003024	lightsteelblue1	0.936		NICE-3/
HoiH23_PlH23_004370	lightsteelblue1	0.936		
HoiH23_PlH23_008528	lightsteelblue1	0.934		
HoiH23_PlH23_008601	lightsteelblue1	0.932	BCR_activator_of_RhoGEF_and_GTPase	RhoGEF/RhoGAP/RhoGAP/
HoiH23_PlH23_002515	lightsteelblue1	0.93		
HoiH23_PlH23_007505	lightsteelblue1	0.924	sodium_voltage_gated_channel_alpha_subunit_1	Ion_trans/
HoiH23_PlH23_006546	lightsteelblue1	0.916	EPH_receptor_A7	Ephrin_lbd/Ephrin_rec_like/
HoiH23_PlH23_008527	lightsteelblue1	0.914		
HoiH23_PlH23_000561	lightsteelblue1	0.914		C2/
HoiH23_orphan_1011	lightsteelblue1	0.91	NA	NA
HoiH23_PlH23_005262	lightsteelblue1	0.91	PTTG1_interacting_protein	
HoiH23_orphan_63	lightsteelblue1	0.906	NA	NA
HoiH23_PlH23_004834	lightsteelblue1	0.903	adhesion_G_protein_coupled_receptor_L4	GAIN/GPS/7tm_2/
HoiH23_orphan_1940	lightsteelblue1	0.892	NA	NA
HoiH23_orphan_1009	lightsteelblue1	0.889	NA	NA
HoiH23_PlH23_008816	lightsteelblue1	0.874		
HoiH23_PlH23_003134	lightsteelblue1	0.853		
HoiH23_orphan_287	lightsteelblue1	0.836	NA	NA
HoiH23_PlH23_000128	lightsteelblue1	0.832	cytochrome_P450_family_46_subfamily_A_member_1	p450/
HoiH23_PlH23_006907	lightsteelblue1	0.827	arrestin_domain_containing_3	Arrestin_N/Arrestin_N/Arrestin_C/
HoiH23_orphan_643	lightsteelblue1	0.797	NA	NA
HoiH23_orphan_776	lightsteelblue1	0.764	NA	NA
HoiH23_PlH23_001221	lightsteelblue1	0.764	solute_carrier_organic_anion_transporter_family_member_4A1	OATP/Kazal_2/
HoiH23_PlH23_008813	lightsteelblue1	0.764		
HoiH23_PlH23_008619	lightsteelblue1	0.751		BPL_N/
HoiH23_PlH23_004369	lightsteelblue1	0.748		
HoiH23_PlH23_006251	lightsteelblue1	0.744	EPH_receptor_A3	Ephrin_lbd/fn3/
HoiH23_orphan_2566	lightsteelblue1	0.724	NA	NA
HoiH23_orphan_1094	lightsteelblue1	0.718	NA	NA
HoiH23_orphan_2073	lightsteelblue1	0.711	NA	NA
HoiH23_PlH23_005533	lightsteelblue1	0.711	gamma_aminobutyric_acid_type_B_receptor_subunit_2	ANF_receptor/ANF_receptor/7tm_3/
HoiH23_PlH23_009199	lightsteelblue1	0.607		Acetyltransf_1/Acetyltransf_18/
HoiH23_PlH23_009462	lightsteelblue1	0.541	coiled_coil_domain_containing_134	ERK-JNK_inhib/
HoiH23_PlH23_002963	lightsteelblue1	0.516	potassium_channel_tetramerization_domain_containing_3	BTB_2/
HoiH23_orphan_769	lightsteelblue1	0.515	NA	NA
HoiH23_PlH23_010310	lightsteelblue1	0.511	solute_carrier_family_52_member_3	DUF1011/
HoiH23_PlH23_000530	blue	0.982	lipase_F_gastric_type	Abhydro_lipase/
HoiH23_PlH23_001630	blue	0.981	solute_carrier_family_6_member_20	SNF/SNF/SNF/
HoiH23_PlH23_002086	blue	0.981	dihydropyrimidinase	Amidohydro_1/
HoiH23_PlH23_002954	blue	0.981		DUF5128/DUF5128/DUF5128/
HoiH23_PlH23_007150	blue	0.979	heparan_sulfate_proteoglycan_2	Ig_3/Laminin_G_1/EGF/Laminin_G_1/
HoiH23_PlH23_002722	blue	0.979	integrin_subunit_beta_3	Integrin_beta/I-EGF_1/EGF_2/Integrin_B_tail/Integrin_b_cyt/
HoiH23_PlH23_000913	blue	0.977	glycoprotein_2	EGF_CA/hEGF/EGF_CA/EGF/FXa_inhibition/EGF/EGF/hEGF/Ig_3/Laminin_G_2/hEGF/EGF/Laminin_G_2/
HoiH23_PlH23_011017	blue	0.976	dopamine_beta_hydroxylase	Cu2_monooxygen/Cu2_monoox_C/
HoiH23_PlH23_006689	blue	0.976	LDL_receptor_related_protein_2	NIDO/EGF_3/EGF_CA/EGF_CA/hEGF/EGF_CA/EGF_CA/EGF_3/hEGF/Ldl_recept_b/Ldl_recept_b/
HoiH23_PlH23_004329	blue	0.975		
HoiH23_PlH23_006791	blue	0.974	tolloid_like_1	EGF/EGF/EGF/CUB/CUB/EGF/hEGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/hEGF/EGF/hEGF/EGF/EGF/EGF/EGF/EGF/
HoiH23_orphan_3114	blue	0.973	NA	NA
HoiH23_PlH23_001197	blue	0.973	solute_carrier_family_35_member_G1	EamA/EamA/
HoiH23_PlH23_004325	blue	0.973	atlastin_GTPase_1	GBP/
HoiH23_hyp_clust5206b	blue	0.973	FYN_proto_oncogene_Src_family_tyrosine_kinase	SH2/Pkinase_Tyr/
HoiH23_PlH23_009900	blue	0.972	myosin_X	SH3_19/Myosin_head/IQ/IQ/PH/PH/MyTH4/FERM_M/
HoiH23_PlH23_005648	blue	0.971	discoidin_domain_receptor_tyrosine_kinase_2	F5_F8_type_C/F5_F8_type_C/Pkinase_Tyr/
HoiH23_orphan_1165	blue	0.97	NA	NA
HoiH23_PlH23_002989	blue	0.969	fibrillin_3	
HoiH23_PlH23_011319	blue	0.969	butyrylcholinesterase	COesterase/
HoiH23_PlH23_008790	blue	0.968	gamma_aminobutyric_acid_type_B_receptor_subunit_1	ANF_receptor/7tm_3/
HoiH23_PlH23_005635	blue	0.968	GRB2_associated_binding_protein_1	IRS/
HoiH23_PlH23_010892	blue	0.967	fibroblast_growth_factor_receptor_2	Pkinase_Tyr/
HoiH23_PlH23_000947	blue	0.967	oncoprotein_induced_transcript_3	EGF/EGF_CA/EGF/EGF/EGF_CA/EGF/EGF/EGF_CA/EGF/
HoiH23_PlH23_006790	blue	0.967	heparan_sulfate_proteoglycan_2	Laminin_EGF/EGF/
HoiH23_PlH23_001471	blue	0.966	alanine_glyoxylate_and_serine_pyruvate_aminotransferase	Aminotran_5/
HoiH23_PlH23_008890	blue	0.965		
HoiH23_PlH23_005572	blue	0.965	SID1_transmembrane_family_member_1	SID-1_RNA_chan/SID-1_RNA_chan/
HoiH23_orphan_3040	blue	0.965	NA	NA
HoiH23_PlH23_006035	blue	0.964		
HoiH23_PlH23_004957	blue	0.963	X_prolyl_aminopeptidase_1	Creatinase_N/Creatinase_N_2/Peptidase_M24/Peptidase_M24_C/
HoiH23_PlH23_001282	blue	0.963	WASP_like_actin_nucleation_promoting_factor	WH1/
HoiH23_PlH23_002085	blue	0.963	ret_proto_oncogene	Sushi/EGF_CA/EGF_CA/EGF_CA/EGF_CA/Sushi/EGF_CA/EGF_CA/EGF_3/EGF_CA/EGF_CA/Sushi/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/Pkinase_Tyr/
HoiH23_PlH23_008158	blue	0.963	Ras_association_domain_family_member_1	RA/Nore1-SARAH/
HoiH23_PlH23_011605	blue	0.963		
HoiH23_PlH23_001648	blue	0.963	novel_lipoprotein_amino_terminal_region_containing_protein	Vitellogenin_N/DUF1943/
HoiH23_PlH23_008669	blue	0.962	prosaposin	SapA/SapB_2/
HoiH23_PlH23_010130	blue	0.962	acyl_CoA_synthetase_bubblegum_family_member_1	AMP-binding/
HoiH23_PlH23_003843	blue	0.962		
HoiH23_PlH23_004601	blue	0.962	folate_hydrolase_1	PA/Peptidase_M28/TFR_dimer/
HoiH23_PlH23_006364	blue	0.961	nipsnap_homolog_3A	NIPSNAP/NIPSNAP/
HoiH23_PlH23_004714	blue	0.961	glycoprotein_2	EGF/
HoiH23_PlH23_000021	blue	0.961		
HoiH23_PlH23_004119	blue	0.961	dihydropyrimidine_dehydrogenase	Fer4_20/Pyr_redox_2/DHO_dh/Fer4_21/
HoiH23_PlH23_005858	blue	0.96	solute_carrier_family_30_member_2	Cation_efflux/
HoiH23_PlH23_008059	blue	0.96		
HoiH23_PlH23_011920	blue	0.96		
HoiH23_PlH23_008834	blue	0.959	hemicentin_1	TSP_1/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/
HoiH23_PlH23_003953	blue	0.959	gamma_aminobutyric_acid_type_B_receptor_subunit_2	ANF_receptor/7tm_3/
HoiH23_PlH23_003643	blue	0.958	sulfatase_1	Sulfatase/
HoiH23_PlH23_004715	blue	0.958	glycoprotein_2	EGF/
HoiH23_PlH23_009356	blue	0.956	cathepsin_D	Asp/
HoiH23_PlH23_007151	blue	0.955	tolloid_like_2	Astacin/TSP_1/CUB/TSP_1/EGF/CUB/CUB/CUB/CAP/
HoiH23_orphan_3183	blue	0.954	NA	NA
HoiH23_PlH23_001185	blue	0.954	alkaline_phosphatase_biomineralization_associated	Alk_phosphatase/
HoiH23_PlH23_005462	blue	0.954	laminin_subunit_beta_1	Laminin_N/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/
HoiH23_PlH23_004716	blue	0.953	oncoprotein_induced_transcript_3	EGF/EGF/EGF/
HoiH23_PlH23_000250	blue	0.953	dual_serine_threonine_and_tyrosine_protein_kinase	Pkinase/
HoiH23_orphan_1770	blue	0.952	NA	NA
HoiH23_PlH23_008441	blue	0.952	interleukin_4_induced_1	Amino_oxidase/
HoiH23_PlH23_001626	blue	0.951	CD109_molecule	MG2/MG3/A2M_BRD/A2M/TED_complement/A2M_recep/
HoiH23_PlH23_010275	blue	0.951		Death/NB-ARC/APAF1_C/
HoiH23_PlH23_005651	blue	0.95	Rho_GTPase_activating_protein_27	RhoGAP/
HoiH23_PlH23_006629	blue	0.95	pseudopodium_enriched_atypical_kinase_1	Pkinase/
HoiH23_PlH23_005541	blue	0.95	ectonucleotide_pyrophosphatase_phosphodiesterase_3	Phosphodiest/Endonuclease_NS/
HoiH23_orphan_2750	blue	0.949	NA	NA
HoiH23_PlH23_011118	blue	0.948	glutamyl_aminopeptidase	Peptidase_M1_N/Peptidase_M1/ERAP1_C/
HoiH23_PlH23_004446	blue	0.947	actinin_alpha_2	CH/CH/Spectrin/Spectrin/Spectrin/Spectrin/EFhand_Ca_insen/
HoiH23_PlH23_007020	blue	0.947	ankyrin_repeat_and_sterile_alpha_motif_domain_containing_1A	Ank_2/Ank_2/Ank_2/
HoiH23_PlH23_003337	blue	0.947	uromodulin	EGF/EGF/EGF_CA/EGF/EGF_CA/EGF/FXa_inhibition/EGF/EGF/EGF_CA/EGF/EGF/FXa_inhibition/EGF/
HoiH23_PlH23_011751	blue	0.947		
HoiH23_PlH23_005089	blue	0.947	UDP_GlcNAc_betaGal_beta_1_3_N_acetylglucosaminyltransferase_5	Galactosyl_T/
HoiH23_PlH23_010306	blue	0.947	glutamyl_aminopeptidase	Peptidase_M1_N/Peptidase_M1/ERAP1_C/
HoiH23_PlH23_006662	blue	0.947	aryl_hydrocarbon_receptor_nuclear_translocator_like	PAS_3/
HoiH23_PlH23_005192	blue	0.947	solute_carrier_family_45_member_2	MFS_2/
HoiH23_PlH23_004328	blue	0.946	atlastin_GTPase_1	GBP/
HoiH23_PlH23_008243	blue	0.945	acyl_CoA_synthetase_family_member_2	AMP-binding/AMP-binding_C/
HoiH23_PlH23_003289	blue	0.944	dipeptidase_1	Peptidase_M19/
HoiH23_PlH23_001174	blue	0.944	nuclear_factor_kappa_B_subunit_1	Ank_2/Ank_2/Ank/
HoiH23_PlH23_009075	blue	0.944		TPR_8/TPR_12/TPR_12/TPR_12/Death/
HoiH23_PlH23_007751	blue	0.944	phosphatidylinositol_3_4_5_trisphosphate_dependent_Rac_exchange_factor_1	RhoGEF/DEP/DEP/
HoiH23_PlH23_006079	blue	0.944		
HoiH23_PlH23_005647	blue	0.943	discoidin_domain_receptor_tyrosine_kinase_2	Pkinase_Tyr/
HoiH23_PlH23_007916	blue	0.943	RAB5C_member_RAS_oncogene_family	Ras/
HoiH23_PlH23_005096	blue	0.943	solute_carrier_family_2_member_8	Sugar_tr/
HoiH23_PlH23_006064	blue	0.942		
HoiH23_PlH23_000949	blue	0.942	oncoprotein_induced_transcript_3	EGF/EGF_CA/EGF/EGF/EGF_CA/EGF/EGF/
HoiH23_PlH23_008382	blue	0.94	novel_lipoprotein_amino_terminal_region_containing_protein	Vitellogenin_N/DUF1943/DUF1081/VWD/C8/
HoiH23_PlH23_010001	blue	0.94	interleukin_1_receptor_associated_kinase_4	Pkinase/
HoiH23_orphan_2048	blue	0.94	NA	NA
HoiH23_PlH23_001078	blue	0.939	laminin_subunit_alpha_2	Laminin_N/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_B/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_B/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_G_2/Laminin_G_2/Laminin_G_1/
HoiH23_PlH23_010722	blue	0.939	sidekick_cell_adhesion_molecule_1	EGF/
HoiH23_PlH23_002502	blue	0.938	MAM_and_LDL_receptor_class_A_domain_containing_1	MAM/Fz/
HoiH23_PlH23_001470	blue	0.938	procollagen_lysine_2_oxoglutarate_5_dioxygenase_3	
HoiH23_PlH23_007850	blue	0.937		Laminin_G_2/
HoiH23_PlH23_007455	blue	0.937	jagged_canonical_Notch_ligand_1	hEGF/EGF_CA/EGF/EGF/hEGF/hEGF/EGF_CA/EGF/EGF/EGF/EGF_CA/EGF_CA/EGF_CA/EGF/EGF/EGF_CA/EGF/
HoiH23_PlH23_009717	blue	0.935	mesoderm_specific_transcript	Abhydrolase_1/
HoiH23_PlH23_008479	blue	0.935	family_with_sequence_similarity_234_member_B	
HoiH23_PlH23_008876	blue	0.934		
HoiH23_PlH23_005043	blue	0.934	atlastin_GTPase_1	GBP/
HoiH23_PlH23_005015	blue	0.933	Kazal_type_serine_peptidase_inhibitor_domain_1	Pacifastin_I/Pacifastin_I/Pacifastin_I/Pacifastin_I/Pacifastin_I/Pacifastin_I/Pacifastin_I/Pacifastin_I/Pacifastin_I/Pacifastin_I/Pacifastin_I/Pacifastin_I/Pacifastin_I/Pacifastin_I/Pacifastin_I/
HoiH23_orphan_706	blue	0.932	NA	NA
HoiH23_PlH23_011870	blue	0.931	monooxygenase_DBH_like_1	DOMON/
HoiH23_PlH23_008134	blue	0.931	agrin	NtA/Kazal_2/Kazal_2/Laminin_G_2/Laminin_G_2/Laminin_G_2/Laminin_G_2/Laminin_G_2/Laminin_G_2/
HoiH23_orphan_2585	blue	0.93	NA	NA
HoiH23_PlH23_008675	blue	0.93	solute_carrier_family_29_member_3	Nucleoside_tran/
HoiH23_PlH23_007023	blue	0.93	titin	fn3/
HoiH23_PlH23_007099	blue	0.93	plasminogen	Kringle/Kringle/Kringle/Pkinase_Tyr/
HoiH23_PlH23_003665	blue	0.929	oncoprotein_induced_transcript_3	EGF/EGF/
HoiH23_PlH23_009734	blue	0.929	ATP_binding_cassette_subfamily_C_member_4	ABC_membrane/ABC_tran/ABC_membrane/ABC_tran/
HoiH23_PlH23_000711	blue	0.929	alanine_glyoxylate_aminotransferase_2	Aminotran_3/
HoiH23_PlH23_001337	blue	0.929	protein_tyrosine_phosphatase_non_receptor_type_3	Y_phosphatase/
HoiH23_PlH23_011030	blue	0.929		
HoiH23_PlH23_003850	blue	0.929	4_aminobutyrate_aminotransferase	Aminotran_3/
HoiH23_PlH23_002051	blue	0.928		
HoiH23_PlH23_000948	blue	0.927	oncoprotein_induced_transcript_3	EGF/EGF_CA/EGF/EGF/EGF_CA/hEGF/EGF_CA/EGF/hEGF/
HoiH23_PlH23_003249	blue	0.927	D_aspartate_oxidase	DAO/
HoiH23_PlH23_008887	blue	0.926	monooxygenase_DBH_like_1	DOMON/Cu2_monooxygen/Cu2_monoox_C/
HoiH23_PlH23_003128	blue	0.926	oncoprotein_induced_transcript_3	EGF/EGF_CA/EGF/EGF_CA/EGF_CA/hEGF/EGF/EGF/EGF/EGF/EGF/
HoiH23_PlH23_006465	blue	0.925		
HoiH23_PlH23_004358	blue	0.924	coagulation_factor_IX	EGF/EGF/EGF/EGF/
HoiH23_PlH23_004243	blue	0.924		
HoiH23_PlH23_007634	blue	0.924	sortilin_related_VPS10_domain_containing_receptor_3	Sortilin-Vps10/Sortilin_C/Sortilin-Vps10/Sortilin_C/Sortilin_C/
HoiH23_PlH23_000043	blue	0.924	laminin_subunit_gamma_1	Laminin_N/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_B/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/
HoiH23_orphan_2773	blue	0.924	NA	NA
HoiH23_PlH23_001008	blue	0.924	alkylglycerol_monooxygenase	FA_hydroxylase/
HoiH23_PlH23_007149	blue	0.923	heparan_sulfate_proteoglycan_2	SEA/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ig_3/Laminin_B/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_B/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_B/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_B/Laminin_EGF/Laminin_EGF/I-set/Ig_3/I-set/Ig_3/Ig_3/I-set/Ig_3/Ig_3/ig/Ig_3/ig/Ig_2/Laminin_G_1/Laminin_G_2/
HoiH23_PlH23_006963	blue	0.923	peroxisomal_membrane_protein_2	Mpv17_PMP22/
HoiH23_PlH23_005269	blue	0.923	sterol_carrier_protein_2	SCP2/
HoiH23_PlH23_003717	blue	0.923	signal_transducer_and_activator_of_transcription_6	STAT_int/
HoiH23_PlH23_007473	blue	0.922	aspartate_beta_hydroxylase	TPR_16/TPR_19/Asp_Arg_Hydrox/
HoiH23_PlH23_008590	blue	0.921	solute_carrier_family_16_member_2	MFS_1/
HoiH23_PlH23_011193	blue	0.921	alanyl_aminopeptidase_membrane	ERAP1_C/
HoiH23_PlH23_003910	blue	0.92	RAB5B_member_RAS_oncogene_family	Ras/
HoiH23_PlH23_003288	blue	0.919	dipeptidase_1	Peptidase_M19/Peptidase_M19/
HoiH23_PlH23_003888	blue	0.919	Ras_association_RalGDS_AF_6_and_pleckstrin_homology_domains_1	RA/
HoiH23_PlH23_008725	blue	0.918	opioid_receptor_kappa_1	7tm_1/
HoiH23_PlH23_004791	blue	0.918	solute_carrier_family_6_member_3	SNF/
HoiH23_PlH23_011711	blue	0.918	von_Willebrand_factor_D_and_EGF_domains	EGF/EGF/
HoiH23_PlH23_011738	blue	0.917		
HoiH23_PlH23_001553	blue	0.917	serine_protease_12	SRCR/SRCR/
HoiH23_PlH23_001502	blue	0.916		
HoiH23_PlH23_001212	blue	0.916	contactin_associated_protein_family_member_5	Laminin_G_2/Laminin_G_2/
HoiH23_PlH23_001357	blue	0.915	ATPase_13A3	P5-ATPase/Cation_ATPase_N/E1-E2_ATPase/Hydrolase/
HoiH23_PlH23_004289	blue	0.912	TNF_receptor_associated_factor_6	zf-C3HC4_2/
HoiH23_PlH23_005268	blue	0.912		SCP2/
HoiH23_PlH23_008889	blue	0.912	monooxygenase_DBH_like_1	DOMON/Cu2_monooxygen/Cu2_monoox_C/DOMON/Cu2_monooxygen/Cu2_monoox_C/
HoiH23_PlH23_004035	blue	0.911		
HoiH23_PlH23_005623	blue	0.911	serine_carboxypeptidase_1	Peptidase_S10/
HoiH23_PlH23_011894	blue	0.911		
HoiH23_PlH23_003070	blue	0.911	LETM1_domain_containing_1	LETM1/
HoiH23_PlH23_006459	blue	0.91	solute_carrier_family_17_member_5	MFS_1/
HoiH23_PlH23_011382	blue	0.909	uromodulin	EGF/EGF/EGF_CA/EGF/EGF_CA/EGF/hEGF/
HoiH23_PlH23_008892	blue	0.908	monooxygenase_DBH_like_1	DOMON/Cu2_monooxygen/Cu2_monoox_C/
HoiH23_PlH23_008341	blue	0.908	acyl_CoA_synthetase_long_chain_family_member_6	AMP-binding/AMP-binding_C/
HoiH23_orphan_2189	blue	0.908	NA	NA
HoiH23_PlH23_001956	blue	0.908	tripartite_motif_containing_23	
HoiH23_PlH23_010758	blue	0.907	thrombospondin_type_1_domain_containing_7B	TSP1_ADAMTS/TSP_1/TSP1_ADAMTS/TSP1_spondin/TSP1_ADAMTS/TSP1_ADAMTS/TSP_1/TSP_1/
HoiH23_orphan_546	blue	0.906	NA	NA
HoiH23_PlH23_004425	blue	0.905	protein_kinase_C_theta	Pkinase_Tyr/
HoiH23_PlH23_011093	blue	0.905		Death/
HoiH23_PlH23_004507	blue	0.904		
HoiH23_PlH23_000910	blue	0.904	uromodulin	EGF_CA/EGF/EGF_CA/FXa_inhibition/EGF/hEGF/EGF/EGF/
HoiH23_orphan_289	blue	0.903	NA	NA
HoiH23_orphan_2482	blue	0.903	NA	NA
HoiH23_PlH23_000974	blue	0.903		PH/
HoiH23_PlH23_011829	blue	0.901		EGF/
HoiH23_PlH23_001503	blue	0.901	crumbs_cell_polarity_complex_component_1	Ig_3/fn3/
HoiH23_PlH23_006458	blue	0.9		
HoiH23_PlH23_001240	blue	0.9		
HoiH23_PlH23_000035	blue	0.9	microsomal_glutathione_S_transferase_1	MAPEG/
HoiH23_PlH23_006660	blue	0.899	glycerophosphodiester_phosphodiesterase_domain_containing_1	GDPD/GDPD/
HoiH23_PlH23_001096	blue	0.899	UDP_galactose_4_epimerase	GDP_Man_Dehyd/
HoiH23_PlH23_005456	blue	0.898	nidogen_2	Thyroglobulin_1/
HoiH23_PlH23_011512	blue	0.898		
HoiH23_PlH23_007424	blue	0.898	spondin_1	Reeler/Spond_N/TSP1_spondin/TSP_1/TSP_1/TSP_1/TSP1_spondin/
HoiH23_PlH23_002950	blue	0.898		
HoiH23_PlH23_007599	blue	0.898	solute_carrier_family_28_member_3	Nucleos_tra2_N/Nucleos_tra2_C/
HoiH23_PlH23_002281	blue	0.898		DUF4286/
HoiH23_PlH23_008440	blue	0.897	ribosomal_RNA_processing_8	Methyltransf_8/
HoiH23_PlH23_007075	blue	0.897	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
HoiH23_orphan_2465	blue	0.897	NA	NA
HoiH23_PlH23_007076	blue	0.897	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
HoiH23_PlH23_004440	blue	0.896		
HoiH23_PlH23_011750	blue	0.896		
HoiH23_PlH23_006445	blue	0.895		TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/
HoiH23_PlH23_002420	blue	0.894	RAS_related_2	Ras/
HoiH23_orphan_3109	blue	0.894	NA	NA
HoiH23_PlH23_007894	blue	0.893	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Gal_mutarotas_2/Glyco_hydro_31/
HoiH23_orphan_3105	blue	0.893	NA	NA
HoiH23_orphan_2362	blue	0.893	NA	NA
HoiH23_PlH23_008786	blue	0.892	OVOL1/OVOL2/OVOL3	zf-C2H2/zf-C2H2/
