#species_file	protein_name	nb_OG_fused	list_fused_OGs
Lcom.fasta	Lcom_lcpid18944	2	OG_4714 OG_5965
Opea.fasta	Opea_EP00118_Oscarella_pearsei_P012707	2	OG_5573 OG_6696
HoiH04.fasta	HoiH04_mRNA17138	2	OG_1193 OG_6162
Mbre.fasta	Mbre_EDQ85758	2	OG_4647 OG_5716
Exapal.fasta	Exapal_XM_021037544.2	2	OG_524 OG_5883
Mbre.fasta	Mbre_EDQ85766	2	OG_154 OG_5227
Sanmal.fasta	Sanmal_Sma_025072-T1	2	OG_1843 OG_2873
Sanmal.fasta	Sanmal_Sma_025074-T1	2	OG_881 OG_2850
Xestes.fasta	Xestes_maker-XT_scaffold2421-augustus-gene-0.26-mRNA-1	2	OG_1223 OG_6596
Mylflu.fasta	Mylflu_EP00047_Mylnosiga_fluctuans_P021836	2	OG_5329 OG_7047
Xestes.fasta	Xestes_maker-XT_scaffold2431-augustus-gene-0.22-mRNA-1	2	OG_415 OG_658
Mlei.fasta	Mlei_ML3061.g12.i1	3	OG_134 OG_4027 OG_6532
Acagra.fasta	Acagra_model.g3538.t1	2	OG_1046 OG_5189
Amil.fasta	Amil_Amillepora12677-RA	2	OG_2143 OG_6188
Stycar.fasta	Stycar_maker-SC_scaffold901-snap-gene-0.20-mRNA-1	2	OG_242 OG_4004
Nemnom.fasta	Nemnom_g18935.t1	2	OG_1818 OG_4216
Didcos.fasta	Didcos_EP00039_Didymoeca_costata_P016561	2	OG_4894 OG_4907
Xestes.fasta	Xestes_maker-XT_scaffold2457-snap-gene-0.58-mRNA-1	3	OG_2163 OG_4263 OG_5718
Sanmal.fasta	Sanmal_Sma_025109-T1	2	OG_3480 OG_5130
Gasp.fasta	Gasp_gasp1.m3.808.m1	2	OG_2768 OG_5949
Stycar.fasta	Stycar_maker-SC_scaffold903-augustus-gene-0.50-mRNA-1	2	OG_1550 OG_2947
Hvul.fasta	Hvul_g29891_1	2	OG_5138 OG_5696
Halamb.fasta	Halamb_c50044_g2_i3mm.3335	2	OG_1873 OG_3745
Amil.fasta	Amil_Amillepora12752-RA	2	OG_569 OG_1664
Mbre.fasta	Mbre_EDQ85896	2	OG_798 OG_2351
Mlei.fasta	Mlei_ML3116.g17.i1	2	OG_1934 OG_5922
Sanmal.fasta	Sanmal_Sma_025135-T1	2	OG_1994 OG_6231
Xestes.fasta	Xestes_maker-XT_scaffold24959-snap-gene-0.48-mRNA-1	2	OG_567 OG_5668
Sanmal.fasta	Sanmal_Sma_025148-T1	2	OG_1398 OG_6011
Mylflu.fasta	Mylflu_EP00047_Mylnosiga_fluctuans_P022067	2	OG_317 OG_984
Pbac.fasta	Pbac_sb2645817	2	OG_1587 OG_2058
Fspp.fasta	Fspp_ffun1.m4.22833.m1	2	OG_5555 OG_6449
Mlei.fasta	Mlei_ML3140.g3.i1	2	OG_61 OG_1687
Tetwil.fasta	Tetwil_g1901.t2	2	OG_12 OG_6537
Gasp.fasta	Gasp_gasp1.m3.81.m1	2	OG_2307 OG_7513
Sanmal.fasta	Sanmal_Sma_025162-T1	2	OG_6279 OG_6608
Fspp.fasta	Fspp_ffun1.m4.22855.m1	2	OG_1549 OG_2594
Xesp.fasta	Xesp_013129-T1	2	OG_2225 OG_4378
Mlei.fasta	Mlei_ML3198.g10.i1	2	OG_4382 OG_6354
Xestes.fasta	Xestes_maker-XT_scaffold2528-snap-gene-0.71-mRNA-1	2	OG_2815 OG_4277
Sanmal.fasta	Sanmal_Sma_025180-T1	2	OG_4783 OG_5635
Gasp.fasta	Gasp_gasp1.m3.14507.m1	2	OG_4124 OG_6055
Pbac.fasta	Pbac_sb2645877	2	OG_4964 OG_6020
Pbac.fasta	Pbac_sb2645882	2	OG_1509 OG_3766
Nvec.fasta	Nvec_v1g245229	2	OG_879 OG_1106
Pbac.fasta	Pbac_sb2645885	2	OG_3936 OG_5768
Sanmal.fasta	Sanmal_Sma_025200-T1	2	OG_914 OG_5628
Nemnom.fasta	Nemnom_g19082.t1	3	OG_214 OG_4666 OG_6492
Xestes.fasta	Xestes_maker-XT_scaffold2553-snap-gene-0.12-mRNA-1	2	OG_781 OG_2357
Xestes.fasta	Xestes_maker-XT_scaffold2567-snap-gene-0.10-mRNA-1	2	OG_1962 OG_2360
Tetwil.fasta	Tetwil_g19118.t3	3	OG_894 OG_3507 OG_4107
Mbre.fasta	Mbre_EDQ86023	2	OG_1076 OG_4813
Aque.fasta	Aque_Aqu2.1.34795_001	2	OG_946 OG_6884
Xesp.fasta	Xesp_013201-T1	2	OG_556 OG_5479
Pbac.fasta	Pbac_sb2645957	2	OG_1038 OG_6361
Xestes.fasta	Xestes_maker-XT_scaffold2588-augustus-gene-0.8-mRNA-1	2	OG_2888 OG_3038
Xestes.fasta	Xestes_maker-XT_scaffold2589-snap-gene-0.4-mRNA-1	2	OG_5722 OG_6633
Lcom.fasta	Lcom_lcpid43099	2	OG_781 OG_1362
Mlei.fasta	Mlei_ML3259.g1.i1	2	OG_1558 OG_1693
Emue.fasta	Emue_Em0014g785a.t1	2	OG_1478 OG_5998
Plespi.fasta	Plespi_Pspi_C598552_01	2	OG_1172 OG_6007
Amil.fasta	Amil_Amillepora12935-RA	2	OG_1549 OG_5136
Bralan.fasta	Bralan_BLAG07001169_1	2	OG_273 OG_792
Hvul.fasta	Hvul_g30106_1	2	OG_1968 OG_6367
Pbac.fasta	Pbac_sb2646039	2	OG_1152 OG_5371
Mbre.fasta	Mbre_EDQ86119	2	OG_572 OG_1322
Salurc.fasta	Salurc_EP00051_Salpingoeca_urceolata_P022031	2	OG_966 OG_6372
HoiH23.fasta	HoiH23_PlH23_001106-RA	2	OG_1371 OG_3887
Pbac.fasta	Pbac_sb2646069	2	OG_401 OG_2427
HoiH04.fasta	HoiH04_mRNA17543	2	OG_753 OG_5132
Acaspe.fasta	Acaspe_EP00035_Acanthoeca_spectabilis_P034949	2	OG_1329 OG_2616
Tetwil.fasta	Tetwil_g19273.t1	2	OG_949 OG_4177
Xestes.fasta	Xestes_maker-XT_scaffold268-augustus-gene-0.13-mRNA-1	2	OG_1100 OG_6408
Pbac.fasta	Pbac_sb2646136	2	OG_279 OG_449
Mylflu.fasta	Mylflu_EP00047_Mylnosiga_fluctuans_P022543	2	OG_5885 OG_6669
Pbac.fasta	Pbac_sb2646179	2	OG_4017 OG_6413
Amil.fasta	Amil_Amillepora13116-RA	2	OG_1042 OG_1489
Xestes.fasta	Xestes_maker-XT_scaffold27377-snap-gene-0.6-mRNA-1	2	OG_601 OG_4944
Hvul.fasta	Hvul_g30241_1	2	OG_761 OG_6142
Salurc.fasta	Salurc_EP00051_Salpingoeca_urceolata_P022204	2	OG_5677 OG_6233
Mbre.fasta	Mbre_EDQ86239	2	OG_4555 OG_6044
Hvul.fasta	Hvul_g30254_1	3	OG_1296 OG_1601 OG_4824
Didcos.fasta	Didcos_EP00039_Didymoeca_costata_P017942	2	OG_1882 OG_6389
Sanmal.fasta	Sanmal_Sma_025416-T1	2	OG_3480 OG_5235
Mbre.fasta	Mbre_EDQ86268	2	OG_2127 OG_4923
HoiH04.fasta	HoiH04_mRNA1765	2	OG_3086 OG_3264
Stycar.fasta	Stycar_maker-SC_scaffold944-augustus-gene-0.93-mRNA-1	2	OG_177 OG_1878
HoiH23.fasta	HoiH23_PlH23_001213-RA	2	OG_1154 OG_2034
Dgig.fasta	Dgig_XM_028536147.1	2	OG_266 OG_5720
Tetwil.fasta	Tetwil_g19378.t1	2	OG_3345 OG_4871
Pbac.fasta	Pbac_sb2646309	2	OG_960 OG_2725
Nemnom.fasta	Nemnom_g19336.t1	2	OG_689 OG_1671
Xestes.fasta	Xestes_maker-XT_scaffold2806-snap-gene-0.28-mRNA-1	2	OG_3117 OG_4710
Xestes.fasta	Xestes_maker-XT_scaffold28105-snap-gene-0.7-mRNA-1	2	OG_2940 OG_4205
Tetwil.fasta	Tetwil_g19399.t2	2	OG_904 OG_5720
Pbac.fasta	Pbac_sb2646328	2	OG_1307 OG_3979
Emue.fasta	Emue_Em0014g9a.t1	2	OG_1715 OG_5185
Exapal.fasta	Exapal_XM_021038337.2	2	OG_103 OG_1626
Xestes.fasta	Xestes_maker-XT_scaffold281-snap-gene-0.67-mRNA-1	2	OG_375 OG_376
Vmul.fasta	Vmul_SimC406142	2	OG_2888 OG_3707
Mlei.fasta	Mlei_ML3530.g2.i1	2	OG_5643 OG_6136
Salmac.fasta	Salmac_EP00052_Salpingoeca_macrocollata_P028977	2	OG_97 OG_5257
Nemnom.fasta	Nemnom_g19378.t1	2	OG_2666 OG_3960
Salinf.fasta	Salinf_EP00049_Salpingoeca_infusionum_P012220	2	OG_317 OG_984
Nemnom.fasta	Nemnom_g19381.t1	2	OG_1909 OG_6092
Pbac.fasta	Pbac_sb2646426	2	OG_2432 OG_5859
Mbre.fasta	Mbre_EDQ86430	2	OG_317 OG_984
Mbre.fasta	Mbre_EDQ86431	2	OG_2870 OG_6502
Mlei.fasta	Mlei_ML3588.g19.i1	2	OG_2386 OG_5194
Xesp.fasta	Xesp_013690-T1	2	OG_2899 OG_5759
Mbre.fasta	Mbre_EDQ86457	2	OG_973 OG_4506
Nvec.fasta	Nvec_v1g247070	2	OG_2384 OG_4153
Aaur.fasta	Aaur_scaffold637.g6.t1	2	OG_786 OG_2688
Halamb.fasta	Halamb_c50615_g1_i2mm.3564	2	OG_1073 OG_2888
Sanmal.fasta	Sanmal_Sma_025646-T1	3	OG_839 OG_928 OG_4653
Mbre.fasta	Mbre_EDQ86486	2	OG_653 OG_4942
Hvul.fasta	Hvul_g30407_1	2	OG_904 OG_4155
Nemnom.fasta	Nemnom_g1944.t1	2	OG_1422 OG_4068
Nemnom.fasta	Nemnom_g19451.t1	2	OG_597 OG_2419
Pbac.fasta	Pbac_sb2646494	2	OG_1748 OG_2011
Emue.fasta	Emue_Em0015g1076a.t1	2	OG_1325 OG_2783
Pbac.fasta	Pbac_sb2646497	2	OG_1744 OG_4615
HoiH23.fasta	HoiH23_PlH23_001331-RA	2	OG_2796 OG_5231
HoiH11.fasta	HoiH11_mRNA9093	2	OG_739 OG_1939
Tetwil.fasta	Tetwil_g19516.t1	2	OG_4542 OG_6396
Nemnom.fasta	Nemnom_g19479.t1	2	OG_2198 OG_2342
Dgig.fasta	Dgig_XM_028562783.1	2	OG_1946 OG_2069
Sanmal.fasta	Sanmal_Sma_026055-T1	2	OG_4036 OG_5717
Xestes.fasta	Xestes_maker-XT_scaffold29147-augustus-gene-0.11-mRNA-1	2	OG_1123 OG_3314
Xesp.fasta	Xesp_013801-T1	2	OG_2303 OG_2932
Xestes.fasta	Xestes_maker-XT_scaffold2932-augustus-gene-0.9-mRNA-1	2	OG_422 OG_6194
Hvul.fasta	Hvul_g30496_1	2	OG_810 OG_5397
TrH2.fasta	TrH2_TrispH2_005950-RA	2	OG_1496 OG_4613
Emue.fasta	Emue_Em0015g1145a.t1	2	OG_1944 OG_5483
Pbac.fasta	Pbac_sb2646660	2	OG_721 OG_4469
Mbre.fasta	Mbre_EDQ86621	2	OG_3667 OG_4833
Choper.fasta	Choper_EP00045_Choanoeca_perplexa_P012110	2	OG_172 OG_5676
Xestes.fasta	Xestes_maker-XT_scaffold2970-augustus-gene-0.43-mRNA-1	2	OG_4746 OG_6022
Ctel.fasta	Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA225008	2	OG_3092 OG_6408
Helnan.fasta	Helnan_EP00037_Helgoeca_nana_P015468	2	OG_42 OG_2336
Diagra.fasta	Diagra_EP00040_Diaphanoeca_grandis_P009912	2	OG_138 OG_6130
Tetwil.fasta	Tetwil_g19620.t2	2	OG_3710 OG_5932
Sanmal.fasta	Sanmal_Sma_026155-T1	2	OG_431 OG_3025
Tetwil.fasta	Tetwil_g19626.t1	2	OG_1313 OG_5269
Xesp.fasta	Xesp_013863-T1	2	OG_2729 OG_3725
Halamb.fasta	Halamb_c50778_g1_i1m.29086	2	OG_1292 OG_3745
Salurc.fasta	Salurc_EP00051_Salpingoeca_urceolata_P022948	2	OG_4659 OG_5522
Sros.fasta	Sros_EGD79006	2	OG_6111 OG_6730
Mbre.fasta	Mbre_EDQ86670	2	OG_28 OG_2577
Choper.fasta	Choper_EP00045_Choanoeca_perplexa_P012173	2	OG_317 OG_984
Xestes.fasta	Xestes_maker-XT_scaffold3009-augustus-gene-0.45-mRNA-1	2	OG_3467 OG_3520
Pbac.fasta	Pbac_sb2646768	2	OG_1702 OG_5694
Xesp.fasta	Xesp_013897-T1	2	OG_344 OG_5230
Emue.fasta	Emue_Em0015g1204a.t1	2	OG_1805 OG_2216
Mbre.fasta	Mbre_EDQ86687	2	OG_608 OG_2125
Mbre.fasta	Mbre_EDQ86691	2	OG_395 OG_827
Xesp.fasta	Xesp_013910-T1	2	OG_3636 OG_5767
HoiH23.fasta	HoiH23_PlH23_001470-RA	2	OG_396 OG_4969
Xesp.fasta	Xesp_013913-T1	2	OG_342 OG_6649
Diagra.fasta	Diagra_EP00040_Diaphanoeca_grandis_P010100	2	OG_6334 OG_6569
Xestes.fasta	Xestes_maker-XT_scaffold3039-snap-gene-0.8-mRNA-1	2	OG_1392 OG_4133
Gracom.fasta	Gracom_Gcom_scaffold18973_01	2	OG_4714 OG_5965
Xesp.fasta	Xesp_013934-T1	2	OG_2341 OG_6649
Mbre.fasta	Mbre_EDQ86738	2	OG_468 OG_6414
Skow.fasta	Skow_XM_006815506.1	2	OG_4888 OG_6375
Halamb.fasta	Halamb_c50897_g1_i1m.29336	2	OG_2438 OG_6490
Emue.fasta	Emue_Em0015g1257a.t1	2	OG_1765 OG_1936
Morvir.fasta	Morvir_scaffold101.g41.t2	2	OG_4862 OG_5977
Xesp.fasta	Xesp_013968-T1	2	OG_2368 OG_2631
Nemnom.fasta	Nemnom_g19752.t1	2	OG_2914 OG_4888
Xestes.fasta	Xestes_maker-XT_scaffold30892-augustus-gene-0.38-mRNA-1	2	OG_4774 OG_4838
Pbac.fasta	Pbac_sb2646898	2	OG_5764 OG_6375
Gasp.fasta	Gasp_gasp1.m3.8983.m1	2	OG_828 OG_3239
Xesp.fasta	Xesp_013997-T1	2	OG_564 OG_575
Salkve.fasta	Salkve_EP00050_Salpingoeca_kvevrii_P022272	2	OG_3999 OG_6179
Mbre.fasta	Mbre_EDQ86815	2	OG_324 OG_567
Sanmal.fasta	Sanmal_Sma_026503-T1	2	OG_3051 OG_3809
Mbre.fasta	Mbre_EDQ86820	2	OG_1362 OG_2897
Sanmal.fasta	Sanmal_Sma_026505-T1	2	OG_1441 OG_3375
Pbac.fasta	Pbac_sb2646908	2	OG_5070 OG_5718
Sanmal.fasta	Sanmal_Sma_026512-T1	2	OG_1029 OG_3438
Mlei.fasta	Mlei_ML4186.g2.i1	2	OG_2214 OG_2315
Sanmal.fasta	Sanmal_Sma_026525-T1	2	OG_3937 OG_5627
Acaspe.fasta	Acaspe_EP00035_Acanthoeca_spectabilis_P036426	2	OG_2022 OG_4682
Emue.fasta	Emue_Em0015g137a.t1	2	OG_2269 OG_2561
Xestes.fasta	Xestes_maker-XT_scaffold31523-snap-gene-0.63-mRNA-1	2	OG_4746 OG_6022
Nemnom.fasta	Nemnom_g1983.t1	2	OG_1843 OG_3480
Xesp.fasta	Xesp_014074-T1	2	OG_1924 OG_6012
Choper.fasta	Choper_EP00045_Choanoeca_perplexa_P012522	2	OG_428 OG_1903
Hvul.fasta	Hvul_g30832_1	2	OG_703 OG_959
Salurc.fasta	Salurc_EP00051_Salpingoeca_urceolata_P023563	2	OG_244 OG_4697
Amil.fasta	Amil_Amillepora14148-RA	2	OG_204 OG_412
Pbac.fasta	Pbac_sb2647023	3	OG_705 OG_3985 OG_5976
Xestes.fasta	Xestes_maker-XT_scaffold3186-augustus-gene-0.30-mRNA-1	2	OG_159 OG_4202
Mbre.fasta	Mbre_EDQ86918	3	OG_2192 OG_3670 OG_5024
Acagra.fasta	Acagra_model.g4406.t1	2	OG_1306 OG_2333
Bralan.fasta	Bralan_BLAG08000402_1	2	OG_3030 OG_5517
Xesp.fasta	Xesp_014110-T1	2	OG_2294 OG_3062
Mlei.fasta	Mlei_ML4358.g26.i1	2	OG_661 OG_4693
Emue.fasta	Emue_Em0015g222a.t1	2	OG_2986 OG_4496
Xestes.fasta	Xestes_maker-XT_scaffold3224-snap-gene-0.21-mRNA-1	2	OG_856 OG_936
Mlei.fasta	Mlei_ML4442.g13.i1	2	OG_670 OG_2078
Adig.fasta	Adig_XM_015914488.1	2	OG_142 OG_3486
Salkve.fasta	Salkve_EP00050_Salpingoeca_kvevrii_P022541	2	OG_5240 OG_6249
Pbac.fasta	Pbac_sb2647139	3	OG_2153 OG_3119 OG_5466
Xesp.fasta	Xesp_014153-T1	2	OG_2004 OG_6364
Hvul.fasta	Hvul_g30914_1	2	OG_4074 OG_6287
Pbac.fasta	Pbac_sb2647144	2	OG_1561 OG_3802
Pbac.fasta	Pbac_sb2647145	2	OG_90 OG_1401
Acagra.fasta	Acagra_model.g4496.t1	2	OG_2654 OG_5766
Xestes.fasta	Xestes_maker-XT_scaffold32880-snap-gene-0.30-mRNA-1	2	OG_408 OG_4864
Nemnom.fasta	Nemnom_g20031.t1	2	OG_1181 OG_1340
Gfas.fasta	Gfas_gfas1.m1.11229.m1	2	OG_174 OG_4135
Xestes.fasta	Xestes_maker-XT_scaffold33012-augustus-gene-0.5-mRNA-1	2	OG_4443 OG_6231
Amil.fasta	Amil_Amillepora14297-RA	2	OG_1569 OG_2407
Pbac.fasta	Pbac_sb2647234	4	OG_817 OG_2386 OG_2540 OG_3850
Salmac.fasta	Salmac_EP00052_Salpingoeca_macrocollata_P030677	2	OG_1493 OG_4231
Emue.fasta	Emue_Em0015g324a.t1	2	OG_4109 OG_4980
Mbre.fasta	Mbre_EDQ87067	2	OG_255 OG_3929
Mylflu.fasta	Mylflu_EP00047_Mylnosiga_fluctuans_P024000	2	OG_6111 OG_6730
Aaur.fasta	Aaur_scaffold683.g25.t1	3	OG_1013 OG_4757 OG_6518
Skow.fasta	Skow_XM_006815942.1	2	OG_2208 OG_6729
Sanmal.fasta	Sanmal_Sma_026741-T1	2	OG_1964 OG_3297
Hvul.fasta	Hvul_g10144_1	2	OG_103 OG_349
Sanmal.fasta	Sanmal_Sma_026735-T1	2	OG_3532 OG_5381
Xesp.fasta	Xesp_014247-T1	2	OG_1800 OG_2485
Aaur.fasta	Aaur_scaffold683.g2.t1	2	OG_948 OG_6849
Mbre.fasta	Mbre_EDQ87092	2	OG_509 OG_2905
Nemnom.fasta	Nemnom_g2052.t1	2	OG_1345 OG_1992
Xesp.fasta	Xesp_014272-T1	2	OG_1141 OG_1142
Tetwil.fasta	Tetwil_g20130.t1	2	OG_404 OG_2121
Tetwil.fasta	Tetwil_g20134.t1	2	OG_645 OG_652
Emue.fasta	Emue_Em0015g362a.t1	2	OG_5337 OG_5388
Xesp.fasta	Xesp_014280-T1	2	OG_275 OG_5940
Xestes.fasta	Xestes_maker-XT_scaffold33834-snap-gene-0.15-mRNA-1	2	OG_759 OG_763
Hvul.fasta	Hvul_g10182_1	2	OG_193 OG_5716
Salinf.fasta	Salinf_EP00049_Salpingoeca_infusionum_P013769	2	OG_5803 OG_6434
HoiH04.fasta	HoiH04_mRNA225	2	OG_4005 OG_5671
Helnan.fasta	Helnan_EP00037_Helgoeca_nana_P016577	2	OG_489 OG_1624
Xestes.fasta	Xestes_maker-XT_scaffold3394-augustus-gene-0.5-mRNA-1	2	OG_1174 OG_4352
Dgig.fasta	Dgig_XM_028537147.1	2	OG_2249 OG_6625
Emue.fasta	Emue_Em0015g378a.t1	2	OG_5337 OG_5388
Hvul.fasta	Hvul_g31063_1	2	OG_903 OG_4234
Halamb.fasta	Halamb_c43894_g1_i1m.16749	2	OG_5968 OG_6177
Hvul.fasta	Hvul_g1026_1	2	OG_747 OG_6325
Adig.fasta	Adig_XM_015914845.1	2	OG_910 OG_4576
Choper.fasta	Choper_EP00045_Choanoeca_perplexa_P013037	2	OG_572 OG_1312
Aque.fasta	Aque_Aqu2.1.36263_001	2	OG_366 OG_5661
Emue.fasta	Emue_Em0015g436a.t1	2	OG_1876 OG_5922
Acagra.fasta	Acagra_model.g4641.t1	2	OG_2783 OG_5539
Mbre.fasta	Mbre_EDQ87209	2	OG_1444 OG_3705
Gasp.fasta	Gasp_gasp1.m3.9458.m1	2	OG_2041 OG_4363
Sanmal.fasta	Sanmal_Sma_026863-T1	3	OG_4057 OG_4186 OG_5898
Pbac.fasta	Pbac_sb2647482	3	OG_1919 OG_3478 OG_6549
Mbre.fasta	Mbre_EDQ87219	2	OG_2195 OG_5741
Xestes.fasta	Xestes_maker-XT_scaffold34479-augustus-gene-0.10-mRNA-1	2	OG_126 OG_4297
Skow.fasta	Skow_XM_006816143.1	2	OG_2184 OG_6800
Helnan.fasta	Helnan_EP00037_Helgoeca_nana_P016823	2	OG_1194 OG_6079
Gasp.fasta	Gasp_gasp1.m3.9481.m1	2	OG_3233 OG_6130
Xestes.fasta	Xestes_maker-XT_scaffold3474-augustus-gene-0.14-mRNA-1	2	OG_865 OG_903
Sanmal.fasta	Sanmal_Sma_026898-T1	3	OG_1495 OG_4469 OG_5457
Nemnom.fasta	Nemnom_g2228.t1	2	OG_2179 OG_3549
HoiH23.fasta	HoiH23_PlH23_001877-RA	2	OG_1193 OG_6162
Rhoesc.fasta	Rhoesc_Res_000743-T1	2	OG_5240 OG_6249
Emue.fasta	Emue_Em0001g845a.t1	2	OG_84 OG_85
Hvul.fasta	Hvul_g31220_1	2	OG_2979 OG_3470
Hvul.fasta	Hvul_g10392_1	2	OG_255 OG_2708
Skow.fasta	Skow_XM_006816232.1	2	OG_1737 OG_2203
Xestes.fasta	Xestes_maker-XT_scaffold3518-augustus-gene-0.38-mRNA-1	3	OG_1382 OG_1765 OG_1936
Salkve.fasta	Salkve_EP00050_Salpingoeca_kvevrii_P022984	2	OG_1052 OG_1561
Pbac.fasta	Pbac_sb2647697	2	OG_1121 OG_2063
Hvul.fasta	Hvul_g10424_1	3	OG_1492 OG_3527 OG_5948
Pbac.fasta	Pbac_sb2647723	2	OG_1389 OG_5651
Xestes.fasta	Xestes_maker-XT_scaffold3569-snap-gene-0.17-mRNA-1	3	OG_1458 OG_2326 OG_5187
Salinf.fasta	Salinf_EP00049_Salpingoeca_infusionum_P014346	2	OG_5573 OG_5679
Xestes.fasta	Xestes_maker-XT_scaffold3573-augustus-gene-0.17-mRNA-1	2	OG_1505 OG_1690
Helnan.fasta	Helnan_EP00037_Helgoeca_nana_P017182	2	OG_1716 OG_5881
Pbac.fasta	Pbac_sb2647791	2	OG_4091 OG_4849
Stycar.fasta	Stycar_snap_masked-SC_scaffold133534-processed-gene-0.3-mRNA-1	2	OG_1901 OG_4766
Sanmal.fasta	Sanmal_Sma_027031-T1	3	OG_2356 OG_3913 OG_6167
Sanmal.fasta	Sanmal_Sma_027037-T1	2	OG_4428 OG_5642
Emue.fasta	Emue_Em0015g619a.t1	2	OG_5063 OG_5762
Pbac.fasta	Pbac_sb2647815	3	OG_676 OG_3787 OG_3829
Pbac.fasta	Pbac_sb2647831	2	OG_1568 OG_6074
Pbac.fasta	Pbac_sb2647850	3	OG_1155 OG_3691 OG_6512
Nemnom.fasta	Nemnom_g2436.t1	2	OG_1714 OG_4928
Skow.fasta	Skow_XM_006816421.1	2	OG_2338 OG_4940
Didcos.fasta	Didcos_EP00039_Didymoeca_costata_P019400	2	OG_148 OG_740
Gasp.fasta	Gasp_gasp1.m3.9680.m1	2	OG_3173 OG_3558
Pbac.fasta	Pbac_sb2647891	2	OG_2403 OG_3335
Pbac.fasta	Pbac_sb2647898	2	OG_1178 OG_6037
Hvul.fasta	Hvul_g31403_1	2	OG_1134 OG_3930
Mbre.fasta	Mbre_EDQ87551	3	OG_1655 OG_3981 OG_4615
Nemnom.fasta	Nemnom_g2485.t1	2	OG_1225 OG_3429
Halamb.fasta	Halamb_c51680_g1_i1m.31143	2	OG_1094 OG_3858
Rhoesc.fasta	Rhoesc_Res_001016-T1	2	OG_949 OG_1571
Emue.fasta	Emue_Em0015g690a.t1	2	OG_2372 OG_6340
HoiH04.fasta	HoiH04_mRNA2681	2	OG_2833 OG_6227
HoiH04.fasta	HoiH04_mRNA2686	2	OG_2438 OG_2977
Amil.fasta	Amil_Amillepora14756-RA	2	OG_2081 OG_4252
Pbac.fasta	Pbac_sb2647950	2	OG_2 OG_5219
Pbac.fasta	Pbac_sb2647963	2	OG_528 OG_3021
Amil.fasta	Amil_Amillepora14768-RA	2	OG_2393 OG_6017
Sanmal.fasta	Sanmal_Sma_027152-T1	2	OG_945 OG_3513
Sanmal.fasta	Sanmal_Sma_027163-T1	2	OG_955 OG_2946
Acaspe.fasta	Acaspe_EP00035_Acanthoeca_spectabilis_P038158	2	OG_5160 OG_6660
Mbre.fasta	Mbre_EDQ87591	2	OG_4660 OG_6077
Amil.fasta	Amil_Amillepora14786-RA	2	OG_3557 OG_4813
Hvul.fasta	Hvul_g10705_1	2	OG_1390 OG_1801
Amil.fasta	Amil_Amillepora14814-RA	2	OG_1083 OG_2571
Hvul.fasta	Hvul_g3155_1	2	OG_3321 OG_4381
Xesp.fasta	Xesp_014714-T1	2	OG_1395 OG_3675
Xestes.fasta	Xestes_maker-XT_scaffold3745-augustus-gene-0.22-mRNA-1	2	OG_2673 OG_3262
Xestes.fasta	Xestes_maker-XT_scaffold374-augustus-gene-0.39-mRNA-1	2	OG_1363 OG_3031
Xestes.fasta	Xestes_maker-XT_scaffold374-snap-gene-0.44-mRNA-1	2	OG_924 OG_5635
Tetwil.fasta	Tetwil_g2063.t2	2	OG_374 OG_5960
Mbre.fasta	Mbre_EDQ87643	2	OG_2052 OG_4368
Cscu.fasta	Cscu_XM_023355308.1	2	OG_1860 OG_5589
Xesp.fasta	Xesp_014731-T1	2	OG_326 OG_3046
Sanmal.fasta	Sanmal_Sma_027226-T1	2	OG_994 OG_2651
Pbac.fasta	Pbac_sb2648109	2	OG_3851 OG_3923
Emue.fasta	Emue_Em0002g1156a.t1	2	OG_2743 OG_4256
HoiH23.fasta	HoiH23_PlH23_002147-RA	2	OG_1139 OG_4155
Hvul.fasta	Hvul_g10800_1	2	OG_719 OG_1972
Emue.fasta	Emue_Em0015g806a.t1	2	OG_1867 OG_4016
Tetwil.fasta	Tetwil_g20688.t1	2	OG_5665 OG_6407
Halamb.fasta	Halamb_c51847_g4_i2mm.4197	2	OG_258 OG_4658
Xestes.fasta	Xestes_maker-XT_scaffold3800-augustus-gene-0.21-mRNA-1	2	OG_2716 OG_6254
Hvul.fasta	Hvul_g31645_1	2	OG_394 OG_5951
Diagra.fasta	Diagra_EP00040_Diaphanoeca_grandis_P013501	2	OG_1078 OG_4940
Pbac.fasta	Pbac_sb2648229	2	OG_1167 OG_1482
Acagra.fasta	Acagra_model.g5182.t1	2	OG_1103 OG_2022
Hvul.fasta	Hvul_g10887_1	2	OG_1271 OG_1280
Pbac.fasta	Pbac_sb2648236	2	OG_2341 OG_2818
Sanmal.fasta	Sanmal_Sma_027348-T1	2	OG_2321 OG_2925
Sanmal.fasta	Sanmal_Sma_027363-T1	2	OG_2231 OG_3439
Pbac.fasta	Pbac_sb2648257	2	OG_172 OG_2579
Hvul.fasta	Hvul_g10912_1	2	OG_117 OG_6055
Aaur.fasta	Aaur_scaffold734.g1.t1	2	OG_4434 OG_5394
Gasp.fasta	Gasp_gasp1.m3.9932.m1	2	OG_4220 OG_6580
Emue.fasta	Emue_Em0002g12a.t1	2	OG_2027 OG_2434
Xestes.fasta	Xestes_maker-XT_scaffold3885-augustus-gene-0.10-mRNA-1	2	OG_5803 OG_5989
Fspp.fasta	Fspp_ffun1.m4.25123.m1	2	OG_2120 OG_6173
