orthogroup	orthogroup_name
OG_1051	OG_1051:delta_like_canonical_Notch_ligand_1/delta_like_non_canonical_Notch_ligand_1/FAT_atypical_cadherin_3/jagged_canonical_Notch_ligand_1/prostaglandin_endoperoxide_synthase_1
OG_1052	OG_1052:Rab6a/RAB6A_member_RAS_oncogene_family/Rab6b
OG_1054	NA
OG_1057	OG_1057:small_ubiquitin_like_modifier_1/Sumo1/Sumo3
OG_1066	OG_1066:Dst/dystonin/spectrin_repeat_containing_nuclear_envelope_protein_1/Syne1
OG_1079	OG_1079:Pgm2l1/phosphoglucomutase_2
OG_1092	OG_1092:CD163_molecule/CD163_molecule_like_1/crumbs_cell_polarity_complex_component_1/deleted_in_malignant_brain_tumors_1/delta_notch_like_EGF_repeat_containing/follistatin_like_4/hemicentin_1/hepatocyte_growth_factor/immunoglobulin_superfamily_DCC_subclass_member_3/lysyl_oxidase_like_2/lysyl_oxidase_like_4/macrophage_stimulating_1/peroxidasin_like/protein_Z_vitamin_K_dependent_plasma_glycoprotein/scavenger_receptor_class_A_member_5/scavenger_receptor_cysteine_rich_family_member_with_4_domains/scavenger_receptor_cysteine_rich_family_member_with_5_domains/serine_protease_12/sushi_nidogen_and_EGF_like_domains_1/versican
OG_1097	OG_1097:electron_transfer_flavoprotein_subunit_alpha
OG_1106	OG_1106:eukaryotic_translation_initiation_factor_4E_family_member_2
OG_1111	OG_1111:LPS_responsive_beige_like_anchor_protein/Nbea/neurobeachin
OG_1114	OG_1114:poly_U_binding_splicing_factor_60
OG_1117	OG_1117:protein_tyrosine_phosphatase_domain_containing_1
OG_1118	OG_1118:NADH_ubiquinone_oxidoreductase_subunit_A12/Ndufa12
OG_1130	OG_1130:Kifap3/kinesin_associated_protein_3
OG_1133	OG_1133:Sult4a1
OG_1142	OG_1142:Septin3
OG_1152	OG_1152:ferric_chelate_reductase_1/Frrs1l
OG_1163	OG_1163:IQ_motif_containing_GTPase_activating_protein_1
OG_1164	OG_1164:autophagy_related_7
OG_1165	OG_1165:
OG_1168	OG_1168:
OG_1169	NA
OG_1174	OG_1174:transmembrane_O_mannosyltransferase_targeting_cadherins_1
OG_1176	OG_1176:mitogen_activated_protein_kinase_kinase_kinase_kinase_4/Tnik
OG_1177	OG_1177:adaptor_related_protein_complex_1_subunit_sigma_2/Ap1s1/Ap1s2
OG_1180	OG_1180:proteasome_26S_subunit_ATPase_1/Psmc1
OG_1182	OG_1182:proliferation_and_apoptosis_adaptor_protein_15/Rnf208/Trim32
OG_1189	OG_1189:MYC_binding_protein
OG_1192	OG_1192:family_with_sequence_similarity_184_member_A/family_with_sequence_similarity_184_member_B
OG_1193	OG_1193:E1A_binding_protein_p300/sequestosome_1
OG_1208	OG_1208:mesencephalic_astrocyte_derived_neurotrophic_factor
OG_1209	OG_1209:Slc30a9/solute_carrier_family_30_member_9
OG_1210	OG_1210:DnaJ_heat_shock_protein_family_Hsp40_member_C3
OG_1218	OG_1218:lymphocyte_cytosolic_protein_1
OG_1247	OG_1247:Jph3/Jph4/junctophilin_3
OG_1254	OG_1254:tetratricopeptide_repeat_domain_14/Ttc14
OG_1259	OG_1259:outer_dense_fiber_of_sperm_tails_2
OG_1263	OG_1263:Dnm1/Dnm3/dynamin_1
OG_1266	OG_1266:TLE_family_member_1_transcriptional_corepressor/TLE_family_member_4_transcriptional_corepressor
OG_1269	OG_1269:like_AC069544.2/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32
OG_1272	OG_1272:kelch_like_family_member_17/kelch_like_family_member_3/Klhl2
OG_1275	OG_1275:EF_hand_calcium_binding_domain_11
OG_1276	OG_1276:DAB2_interacting_protein/RAS_protein_activator_like_2
OG_1277	OG_1277:Mycbp2
OG_1285	OG_1285:ethanolamine_kinase_1/Etnk1
OG_1309	OG_1309:glutathione_peroxidase_1/Gpx3
OG_1314	OG_1314:myotubularin_related_protein_10/myotubularin_related_protein_12
OG_1315	OG_1315:solute_carrier_family_2_member_13/solute_carrier_family_2_member_2/solute_carrier_family_2_member_8
OG_1323	OG_1323:scavenger_receptor_class_B_member_2
OG_1327	OG_1327:solute_carrier_family_25_member_40
OG_1329	OG_1329:hormonally_up_regulated_Neu_associated_kinase
OG_1335	OG_1335:amyloid_beta_precursor_like_protein_1/amyloid_beta_precursor_protein/Aplp1/Aplp2/App
OG_1339	OG_1339:inositol_1_4_5_trisphosphate_receptor_type_1/Itpr1
OG_1343	OG_1343:intraflagellar_transport_88
OG_1345	OG_1345:glycogen_synthase_kinase_3_beta/Gsk3b
OG_1350	OG_1350:cilia_and_flagella_associated_protein_58
OG_1351	OG_1351:RAB2A_member_RAS_oncogene_family
OG_1354	OG_1354:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6
OG_1361	OG_1361:calcium_calmodulin_dependent_protein_kinase_II_alpha/calcium_calmodulin_dependent_protein_kinase_II_beta/calcium_calmodulin_dependent_protein_kinase_II_delta/Camk2a/Camk2b/Camk2d/Camk2g
OG_1364	OG_1364:GINS_complex_subunit_4
OG_1373	OG_1373:cyclin_G_associated_kinase/Dnajc6
OG_1375	OG_1375:Atp2a2/ATPase_sarcoplasmic_endoplasmic_reticulum_Ca2_transporting_2
OG_1380	OG_1380:Slc25a4
OG_1383	OG_1383:Slc8a2/solute_carrier_family_8_member_A1/solute_carrier_family_8_member_A3
OG_1388	OG_1388:Atp6v1d/ATPase_H_transporting_V1_subunit_D
OG_1395	OG_1395:jumonji_domain_containing_6_arginine_demethylase_and_lysine_hydroxylase
OG_1398	NA
OG_1404	OG_1404:Bardet_Biedl_syndrome_4
OG_1407	OG_1407:sosondowah_ankyrin_repeat_domain_family_member_A/Sowaha
OG_1427	OG_1427:neuronal_calcium_sensor_1
OG_1434	OG_1434:CDGSH_iron_sulfur_domain_2/Cisd1
OG_1443	OG_1443:actin_related_protein_1A/Actr1b/NADH_ubiquinone_oxidoreductase_subunit_B3
OG_1444	OG_1444:cholinergic_receptor_muscarinic_5/follicle_stimulating_hormone_receptor/formyl_peptide_receptor_3/gonadotropin_releasing_hormone_receptor/relaxin_family_peptide_receptor_1/relaxin_family_peptide_receptor_2/tachykinin_receptor_2/thyroid_stimulating_hormone_receptor
OG_1447	OG_1447:Ralyl
OG_1448	OG_1448:protein_phosphatase_1_regulatory_subunit_42
OG_1449	OG_1449:TCF3/TCF4/TCF12/Tcf4
OG_1450	OG_1450:Adap1/ArfGAP_with_dual_PH_domains_1/ArfGAP_with_dual_PH_domains_2
OG_1451	OG_1451:Rbfox1/Rbfox2/Rbfox3/RNA_binding_fox_1_homolog_1/RNA_binding_fox_1_homolog_2
OG_1452	OG_1452:Rho_GTPase_activating_protein_17/Sh3bp1
OG_1456	OG_1456:ArfGAP_with_SH3_domain_ankyrin_repeat_and_PH_domain_2/Asap1
OG_1457	OG_1457:pleckstrin_homology_and_RhoGEF_domain_containing_G5
OG_1459	OG_1459:Kcnma1
OG_1478	OG_1478:Rap1_GTPase_GDP_dissociation_stimulator_1/Rap1gds1
OG_1481	OG_1481:HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_family_member_1/Herc1
OG_1488	OG_1488:arginine_glutamic_acid_dipeptide_repeats/RERE
OG_1497	OG_1497:SH3_domain_containing_GRB2_like_1_endophilin_A2/SH3_domain_containing_GRB2_like_3_endophilin_A3/Sh3gl2
OG_1498	OG_1498:NADH_ubiquinone_oxidoreductase_subunit_A6/Ndufa6
OG_1499	OG_1499:glucosidase_alpha_acid
OG_1500	NA
OG_1501	OG_1501:ERCC_excision_repair_3_TFIIH_core_complex_helicase_subunit
OG_1510	OG_1510:glucosaminyl_N_acetyl_transferase_1/glucosaminyl_N_acetyl_transferase_3_mucin_type/glucosaminyl_N_acetyl_transferase_family_member_7
OG_1511	OG_1511:talin_2/Tln2
OG_1525	OG_1525:protein_tyrosine_phosphatase_receptor_type_N2/Ptprn
OG_1530	OG_1530:cache_domain_containing_1
OG_1536	OG_1536:arsenite_methyltransferase/coenzyme_Q3_methyltransferase/Pcmt1/protein_L_isoaspartate_D_aspartate_O_methyltransferase
OG_1549	OG_1549:Hras/KRAS_proto_oncogene_GTPase/NRAS_proto_oncogene_GTPase
OG_1550	OG_1550:SF3A2/splicing_factor_3a_subunit_2
OG_1556	NA
OG_1559	OG_1559:sulfatase_1/sulfatase_2
OG_1564	OG_1564:cytidine_uridine_monophosphate_kinase_1/glutathione_S_transferase_alpha_1/glutathione_S_transferase_alpha_3/glutathione_S_transferase_pi_1/hematopoietic_prostaglandin_D_synthase
OG_1565	OG_1565:major_facilitator_superfamily_domain_containing_11
OG_1567	OG_1567:acid_sensing_ion_channel_subunit_1/acid_sensing_ion_channel_subunit_2/acid_sensing_ion_channel_subunit_3/acid_sensing_ion_channel_subunit_family_member_5/ERCC_excision_repair_4_endonuclease_catalytic_subunit/sodium_channel_epithelial_1_subunit_beta
OG_1580	OG_1580:Ppme1/protein_phosphatase_methylesterase_1
OG_1582	OG_1582:Ncdn/neurochondrin
OG_1590	OG_1590:scaffold_attachment_factor_B/scaffold_attachment_factor_B2
OG_1591	OG_1591:JUN/JUNB/JUND
OG_1592	OG_1592:nucleolar_protein_4
OG_1597	OG_1597:proline_dehydrogenase_1
OG_1599	OG_1599:dehydrogenase_reductase_11/hydroxy_delta_5_steroid_dehydrogenase_3_beta_and_steroid_delta_isomerase_1/hydroxy_delta_5_steroid_dehydrogenase_3_beta_and_steroid_delta_isomerase_2/hydroxy_delta_5_steroid_dehydrogenase_3_beta_and_steroid_delta_isomerase_7/NAD_P_dependent_steroid_dehydrogenase_like/short_chain_dehydrogenase_reductase_family_42E_member_2
OG_1600	OG_1600:PH_domain_containing_endocytic_trafficking_adaptor_1
OG_1603	OG_1603:CASK_interacting_protein_1/CASK_interacting_protein_2
OG_1620	OG_1620:adenylate_cyclase_2/adenylate_cyclase_3/adenylate_cyclase_8
OG_1632	OG_1632:methionine_adenosyltransferase_2B
OG_1638	OG_1638:NADPH_oxidase_5
OG_1641	OG_1641:protein_kinase_C_and_casein_kinase_substrate_in_neurons_1/protein_kinase_C_and_casein_kinase_substrate_in_neurons_2
OG_1643	NA
OG_1650	OG_1650:Dync1i1/dynein_cytoplasmic_1_intermediate_chain_1/dynein_cytoplasmic_1_intermediate_chain_2
OG_1651	OG_1651:Ran_GTPase_activating_protein_1/Rangap1
OG_1653	OG_1653:dynein_light_chain_Tctex_type_1
OG_1656	OG_1656:zinc_finger_DHHC_type_palmitoyltransferase_14
OG_1664	OG_1664:trafficking_protein_particle_complex_11
OG_1667	NA
OG_1670	OG_1670:solute_carrier_family_7_member_9
OG_1676	OG_1676:RNA_binding_motif_protein_17
OG_1689	OG_1689:Idh3a/isocitrate_dehydrogenase_NAD_3_catalytic_subunit_alpha
OG_1690	OG_1690:like_ZFR/ZFR2/Strbp/Zfr
OG_1692	OG_1692:RAS_and_EF_hand_domain_containing
OG_1693	OG_1693:CBFA2_RUNX1_partner_transcriptional_co_repressor_2/RUNX1_partner_transcriptional_co_repressor_1
OG_1695	OG_1695:adrenoceptor_beta_2/coagulation_factor_II_thrombin_receptor/G_protein_coupled_receptor_101/neuropeptide_FF_receptor_1/opsin_1_short_wave_sensitive/opsin_4/prokineticin_receptor_2/somatostatin_receptor_1/somatostatin_receptor_2/somatostatin_receptor_5/tachykinin_receptor_1/tachykinin_receptor_3
OG_1696	NA
OG_1704	OG_1704:GSK3B_interacting_protein
OG_1709	OG_1709:Ncoa7/nuclear_receptor_coactivator_7/oxidation_resistance_1/Oxr1
OG_1712	OG_1712:CHRAC1
OG_1715	OG_1715:coiled_coil_domain_containing_57
OG_1717	NA
OG_1721	OG_1721:p21_RAC1_activated_kinase_4/p21_RAC1_activated_kinase_5/Pak7
OG_1724	OG_1724:ceramide_synthase_1/Cers4
OG_1732	OG_1732:Atp6v1b2/ATPase_H_transporting_V1_subunit_B2
OG_1735	OG_1735:DnaJ_heat_shock_protein_family_Hsp40_member_C12
OG_1757	OG_1757:CDP_diacylglycerol_inositol_3_phosphatidyltransferase
OG_1759	OG_1759:suppressor_of_cytokine_signaling_2
OG_1767	OG_1767:ubiquitin_specific_peptidase_22/Usp22
OG_1769	OG_1769:gamma_aminobutyric_acid_type_B_receptor_subunit_1/guanylate_cyclase_2F_retinal/natriuretic_peptide_receptor_1/natriuretic_peptide_receptor_2/taste_1_receptor_member_3
OG_1771	NA
OG_1774	OG_1774:heat_shock_protein_family_A_Hsp70_member_8/Hspa8
OG_1776	OG_1776:cortactin_binding_protein_2/Cttnbp2
OG_1783	OG_1783:solute_carrier_family_4_member_11
OG_1784	OG_1784:DAZ_associated_protein_1/musashi_RNA_binding_protein_1/musashi_RNA_binding_protein_2
OG_1785	OG_1785:
OG_1786	OG_1786:Prxl2b
OG_1795	OG_1795:kinesin_family_member_21A/kinesin_family_member_21B
OG_1802	OG_1802:dedicator_of_cytokinesis_1/Dock3
OG_1809	OG_1809:HSPB1_associated_protein_1/jumonji_domain_containing_7/lysine_demethylase_8/tRNA_yW_synthesizing_protein_5
OG_1811	OG_1811:aldehyde_dehydrogenase_1_family_member_L2
OG_1817	OG_1817:ryanodine_receptor_2/Ryr2
OG_1821	OG_1821:retinitis_pigmentosa_GTPase_regulator
OG_1824	OG_1824:phosphatase_domain_containing_paladin_1
OG_1831	OG_1831:heterogeneous_nuclear_ribonucleoprotein_K
OG_1832	OG_1832:Prkaca/Prkacb/protein_kinase_cAMP_activated_catalytic_subunit_alpha/protein_kinase_cAMP_activated_catalytic_subunit_beta
OG_1838	NA
OG_1842	OG_1842:adenosine_monophosphate_deaminase_2
OG_1843	OG_1843:GRAM_domain_containing_1B/GRAM_domain_containing_1C
OG_1850	OG_1850:septin_10/septin_8/Septin8
OG_1852	NA
OG_1859	OG_1859:FOXF1/FOXF2/FOXQ1
OG_1860	OG_1860:N_myc_downstream_regulated_1/NDRG_family_member_3/Ndrg3/Ndrg4
OG_1862	NA
OG_1866	OG_1866:p21_RAC1_activated_kinase_1/p21_RAC1_activated_kinase_3/Pak1/Pak3
OG_1876	OG_1876:protein_phosphatase_Mg2_Mn2_dependent_1H
OG_1879	OG_1879:tumor_protein_translationally_controlled_1
OG_1880	OG_1880:ribosomal_protein_S27a/Ubb/ubiquilin_1/ubiquitin_A_52_residue_ribosomal_protein_fusion_product_1/ubiquitin_C/ubiquitin_like_7
OG_1898	OG_1898:
OG_1901	OG_1901:SEC14_like_lipid_binding_1
OG_1905	OG_1905:acyl_CoA_synthetase_long_chain_family_member_1/acyl_CoA_synthetase_long_chain_family_member_6
OG_1915	OG_1915:calmegin/calnexin
OG_1919	OG_1919:Celf1/Celf2/Celf3/Celf4/Celf5/Celf6/CUGBP_Elav_like_family_member_4/CUGBP_Elav_like_family_member_5
OG_1927	OG_1927:far_upstream_element_binding_protein_1
OG_1940	OG_1940:Smarcd1/SWI_SNF_related_matrix_associated_actin_dependent_regulator_of_chromatin_subfamily_d_member_1
OG_1944	OG_1944:Slc25a3/solute_carrier_family_25_member_3
OG_1948	OG_1948:ATPase_H_transporting_V0_subunit_d1
OG_1951	OG_1951:peroxiredoxin_5/Prdx5
OG_1955	OG_1955:major_facilitator_superfamily_domain_containing_14A/major_facilitator_superfamily_domain_containing_14B/novel_protein
OG_1977	OG_1977:mono_ADP_ribosylhydrolase_1/mono_ADP_ribosylhydrolase_2
OG_1979	OG_1979:CD5_molecule_like/lysyl_oxidase_like_3/lysyl_oxidase_like_4/novel_protein/scavenger_receptor_family_member_expressed_on_T_cells_1/serine_protease_12
OG_1984	OG_1984:diacylglycerol_lipase_alpha/diacylglycerol_lipase_beta
OG_2002	OG_2002:pappalysin_1/Sez6/Sez6l/Sez6l2
OG_2003	OG_2003:Cox17/cytochrome_c_oxidase_copper_chaperone_COX17
OG_2009	NA
OG_2018	OG_2018:formin_2
OG_2026	OG_2026:LysM_domain_containing_3/LysM_domain_containing_4/Lysmd4
OG_2028	OG_2028:RAS_p21_protein_activator_1
OG_2031	OG_2031:Parp6/poly_ADP_ribose_polymerase_family_member_16
OG_2037	OG_2037:inositol_polyphosphate_5_phosphatase_A
OG_2040	OG_2040:DnaJ_heat_shock_protein_family_Hsp40_member_C27/Dnajc27
OG_2044	OG_2044:Glrx3/glutaredoxin_3
OG_2049	OG_2049:nitric_oxide_synthase_1
OG_2053	OG_2053:rabphilin_3A/Rph3a
OG_2055	OG_2055:
OG_2058	OG_2058:growth_factor_receptor_bound_protein_2/SH3_domain_containing_21
OG_2059	OG_2059:BAF_chromatin_remodeling_complex_subunit_BCL7B/KIAA1841
OG_2061	OG_2061:Trim9/tripartite_motif_containing_9
OG_2067	OG_2067:SHC_adaptor_protein_1
OG_2069	OG_2069:doublecortin_domain_containing_2
OG_2077	OG_2077:coiled_coil_domain_containing_40
OG_2082	OG_2082:Eif1b/eukaryotic_translation_initiation_factor_1/eukaryotic_translation_initiation_factor_1B
OG_2090	OG_2090:solute_carrier_family_35_member_F3/solute_carrier_family_35_member_F4
OG_2094	OG_2094:transmembrane_protein_131
OG_2105	OG_2105:trafficking_protein_particle_complex_2_like/Trappc2l
OG_2107	OG_2107:coenzyme_Q3_methyltransferase/NADH_ubiquinone_oxidoreductase_complex_assembly_factor_5/ribosomal_RNA_processing_8
OG_2108	OG_2108:Lonrf2
OG_2109	OG_2109:cyclin_dependent_kinase_11B
OG_2110	OG_2110:5_hydroxytryptamine_receptor_1B/bombesin_receptor_subtype_3/C_C_motif_chemokine_receptor_2/C_X_C_motif_chemokine_receptor_4/cholecystokinin_A_receptor/cholecystokinin_B_receptor/cholinergic_receptor_muscarinic_2/lysophosphatidic_acid_receptor_4/neuromedin_B_receptor/neuropeptide_FF_receptor_2/neuropeptide_Y_receptor_Y2/opioid_receptor_kappa_1/prolactin_releasing_hormone_receptor/succinate_receptor_1
OG_2114	OG_2114:eukaryotic_elongation_factor_2_lysine_methyltransferase
OG_2122	OG_2122:Eno1/Eno2/enolase_1/enolase_3
OG_2128	OG_2128:Aatk
OG_2130	OG_2130:Mrtfb
OG_2136	OG_2136:
OG_2139	OG_2139:alpha_N_acetylgalactosaminidase
OG_2140	OG_2140:BORCS8-MEF2B/MEF2A/MEF2B/MEF2C/MEF2D/Mef2c/Mef2d
OG_2156	NA
OG_2169	OG_2169:Ckb/Ckmt1
OG_2178	OG_2178:synaptophysin_like_2/synaptoporin/Synpr/Syp
OG_2182	OG_2182:Dlx1/DLX1/DLX2/DLX3/DLX4/DLX5/DLX6/Dlx2
OG_2184	OG_2184:pleckstrin_homology_domain_containing_B2/Plekhb2
OG_2186	OG_2186:Ddx24/DEAD_box_helicase_24
OG_2193	OG_2193:thioredoxin_related_transmembrane_protein_1/Tmx4
OG_2202	OG_2202:cytochrome_P450_family_11_subfamily_A_member_1/cytochrome_P450_family_11_subfamily_B_member_1/cytochrome_P450_family_11_subfamily_B_member_2/cytochrome_P450_family_24_subfamily_A_member_1/cytochrome_P450_family_27_subfamily_A_member_1/cytochrome_P450_family_27_subfamily_C_member_1
OG_2209	OG_2209:Fas_binding_factor_1
OG_2213	OG_2213:kinesin_family_member_13A/kinesin_family_member_1B/kinesin_family_member_4B
OG_2214	NA
OG_2221	OG_2221:CD163_molecule/crumbs_cell_polarity_complex_component_1/Dner/EGF_like_domain_multiple_7/EGF_like_repeats_and_discoidin_domains_3/FAT_atypical_cadherin_4/glycoprotein_2/growth_arrest_specific_6/heparan_sulfate_proteoglycan_2/jagged_canonical_Notch_ligand_1/kinesin_associated_protein_3/MAM_domain_containing_glycosylphosphatidylinositol_anchor_1/multiple_EGF_like_domains_6/neurocan/oncoprotein_induced_transcript_3/signal_sequence_receptor_subunit_4/slit_guidance_ligand_2/sushi_nidogen_and_EGF_like_domains_1/sushi_von_Willebrand_factor_type_A_EGF_and_pentraxin_domain_containing_1/uromodulin/versican
OG_2222	OG_2222:adhesion_G_protein_coupled_receptor_L2/adhesion_G_protein_coupled_receptor_L3/Lsamp/Negr1/Ntm/Opcml
OG_2223	OG_2223:tetratricopeptide_repeat_domain_28
OG_2224	OG_2224:Slc22a17/solute_carrier_family_2_member_12/solute_carrier_family_22_member_12/SV2_related_protein/Svop/SVOP_like/synaptic_vesicle_glycoprotein_2B/synaptic_vesicle_glycoprotein_2C
OG_2229	OG_2229:adhesion_G_protein_coupled_receptor_D1/adhesion_G_protein_coupled_receptor_L4/aggrecan/brevican/C_type_lectin_domain_containing_10A/C_type_lectin_domain_containing_17A/C_type_lectin_domain_containing_6A/C_type_lectin_domain_containing_9A/C_type_lectin_domain_family_4_member_C/CD209_molecule/LY75_CD302_readthrough/mannose_receptor_C_type_1/mannose_receptor_C_type_2/Ncan/phospholipase_A2_receptor_1/plexin_domain_containing_2/serine_protease_22/tectonic_family_member_2/transmembrane_serine_protease_9
OG_2234	OG_2234:chymotrypsin_like/chymotrypsin_like_elastase_1/chymotrypsin_like_elastase_2B/chymotrypsin_like_elastase_3A/chymotrypsin_like_elastase_3B/chymotrypsinogen_B1/coagulation_factor_IX/kallikrein_B1/MAM_and_LDL_receptor_class_A_domain_containing_1/MAM_domain_containing_4/ovochymase_1/serine_protease_1/serine_protease_2/serine_protease_3/serine_protease_56/serine_protease_8/transmembrane_serine_protease_11B/transmembrane_serine_protease_11D/transmembrane_serine_protease_15/transmembrane_serine_protease_2/transmembrane_serine_protease_3/transmembrane_serine_protease_5/transmembrane_serine_protease_6/transmembrane_serine_protease_9
OG_2235	OG_2235:polycystin_1_like_2_gene_pseudogene/polycystin_family_receptor_for_egg_jelly
OG_2239	OG_2239:non_POU_domain_containing_octamer_binding/paraspeckle_component_1/splicing_factor_proline_and_glutamine_rich
OG_2241	NA
OG_2246	OG_2246:Zcrb1/zinc_finger_CCHC_type_and_RNA_binding_motif_containing_1
OG_2252	OG_2252:Kcnq2/potassium_calcium_activated_channel_subfamily_M_alpha_1
OG_2255	OG_2255:potassium_channel_tetramerization_domain_containing_8
OG_2256	OG_2256:heat_shock_protein_family_H_Hsp110_member_1/Hspa4l/Hsph1
OG_2257	OG_2257:fumarate_hydratase
OG_2259	OG_2259:dopamine_beta_hydroxylase/monooxygenase_DBH_like_1
OG_2261	OG_2261:signal_peptide_CUB_domain_and_EGF_like_domain_containing_1
OG_2263	OG_2263:slit_guidance_ligand_2
OG_2269	OG_2269:cyclic_nucleotide_gated_channel_subunit_alpha_3
OG_2275	OG_2275:5_hydroxytryptamine_receptor_1E/5_hydroxytryptamine_receptor_2A/5_hydroxytryptamine_receptor_4/5_hydroxytryptamine_receptor_6/5_hydroxytryptamine_receptor_7/adenosine_A1_receptor/adrenoceptor_alpha_1A/adrenoceptor_alpha_2A/adrenoceptor_alpha_2C/C_C_motif_chemokine_receptor_1/C_C_motif_chemokine_receptor_3/histamine_receptor_H2/neuropeptide_FF_receptor_1/somatostatin_receptor_1/tachykinin_receptor_3/trace_amine_associated_receptor_8/trace_amine_associated_receptor_9
OG_2276	OG_2276:Rbm39/RNA_binding_motif_protein_39
OG_2277	OG_2277:TNF_receptor_associated_factor_7
OG_2281	NA
OG_2282	OG_2282:synapse_defective_Rho_GTPase_homolog_2
OG_2283	NA
OG_2288	OG_2288:
OG_2289	OG_2289:solute_carrier_family_8_member_A1/solute_carrier_family_8_member_A3
OG_2291	NA
OG_2293	OG_2293:5_hydroxytryptamine_receptor_1A/5_hydroxytryptamine_receptor_1F/adrenoceptor_alpha_1D/adrenoceptor_alpha_2B/adrenoceptor_beta_2/angiotensin_II_receptor_type_2/apelin_receptor/aprataxin_and_PNKP_like_factor/bombesin_receptor_subtype_3/bradykinin_receptor_B2/C_C_motif_chemokine_receptor_3/C_C_motif_chemokine_receptor_7/C_C_motif_chemokine_receptor_8/C_X_C_motif_chemokine_receptor_1/C_X_C_motif_chemokine_receptor_2/C_X_C_motif_chemokine_receptor_5/cholecystokinin_A_receptor/cholecystokinin_B_receptor/dopamine_receptor_D2/dopamine_receptor_D3/G_protein_coupled_receptor_1/G_protein_coupled_receptor_173/G_protein_coupled_receptor_19/G_protein_coupled_receptor_83/galanin_receptor_1/galanin_receptor_2/gastrin_releasing_peptide_receptor/growth_hormone_secretagogue_receptor/hypocretin_receptor_1/hypocretin_receptor_2/melatonin_receptor_1A/neuromedin_B_receptor/neuromedin_U_receptor_2/neuropeptide_FF_receptor_1/neuropeptide_FF_receptor_2/neuropeptide_S_receptor_1/neuropeptide_Y_receptor_Y1/neuropeptide_Y_receptor_Y2/neuropeptide_Y_receptor_Y5/neuropeptides_B_and_W_receptor_2/olfactory_receptor_family_11_subfamily_A_member_1/opioid_receptor_kappa_1/opioid_receptor_mu_1/opioid_related_nociceptin_receptor_1/opsin_4/oxoglutarate_receptor_1/prokineticin_receptor_2/prolactin_releasing_hormone_receptor/pyroglutamylated_RFamide_peptide_receptor/somatostatin_receptor_1/somatostatin_receptor_2/somatostatin_receptor_3/sphingosine_1_phosphate_receptor_3/tachykinin_receptor_1/tachykinin_receptor_2/tachykinin_receptor_3/thyrotropin_releasing_hormone_receptor
OG_2299	NA
OG_2302	OG_2302:lamin_B_receptor
OG_2307	OG_2307:5_hydroxytryptamine_receptor_1D/5_hydroxytryptamine_receptor_1E/dopamine_receptor_D1/histamine_receptor_H2/pyroglutamylated_RFamide_peptide_receptor/trace_amine_associated_receptor_1/trace_amine_associated_receptor_2
OG_2308	OG_2308:Ntng1
OG_2310	OG_2310:Slc7a14/solute_carrier_family_7_member_1/solute_carrier_family_7_member_14/solute_carrier_family_7_member_2/solute_carrier_family_7_member_3
OG_2313	OG_2313:Cacna2d1/Cacna2d2/Cacna2d3/calcium_voltage_gated_channel_auxiliary_subunit_alpha2delta_3/calcium_voltage_gated_channel_auxiliary_subunit_alpha2delta_4
OG_2316	OG_2316:nucleoporin_43
OG_2319	OG_2319:Egr1/EGR1/EGR2/EGR3/EGR4
OG_2325	OG_2325:beta_1_3_galactosyltransferase_1/beta_1_3_galactosyltransferase_2/beta_1_3_galactosyltransferase_5/beta_1_3_N_acetylgalactosaminyltransferase_1_globoside_blood_group/UDP_GlcNAc_betaGal_beta_1_3_N_acetylglucosaminyltransferase_10_putative/UDP_GlcNAc_betaGal_beta_1_3_N_acetylglucosaminyltransferase_2/UDP_GlcNAc_betaGal_beta_1_3_N_acetylglucosaminyltransferase_4/UDP_GlcNAc_betaGal_beta_1_3_N_acetylglucosaminyltransferase_5/UDP_GlcNAc_betaGal_beta_1_3_N_acetylglucosaminyltransferase_6
OG_2326	NA
OG_2327	OG_2327:amyloid_beta_precursor_protein_binding_family_A_member_2/Apba2/stress_induced_phosphoprotein_1
OG_2328	OG_2328:Pbx1/PBX1/PBX2/PBX3/PBX4
OG_2330	OG_2330:like_PRDM12/like_PRDM12;zf-met.HG1.54
OG_2333	OG_2333:potassium_channel_tetramerization_domain_containing_5
OG_2341	OG_2341:phospholipase_C_like_2
OG_2343	OG_2343:armadillo_repeat_containing_4
OG_2345	OG_2345:synaptotagmin_1/Syt1/Syt2/Syt5/Syt6
OG_2346	OG_2346:Rap_guanine_nucleotide_exchange_factor_4
OG_2347	OG_2347:ATP_synthase_membrane_subunit_c_locus_1/ATP_synthase_membrane_subunit_c_locus_2/Atp5g1/Atp5g3
OG_2351	OG_2351:Ras_homolog_mTORC1_binding/Rheb
OG_2353	OG_2353:granulin_precursor
OG_2356	OG_2356:RAB14_member_RAS_oncogene_family
OG_2361	OG_2361:Kcnip1/Kcnip2
OG_2365	OG_2365:solute_carrier_family_16_member_10/solute_carrier_family_16_member_13/solute_carrier_family_16_member_2
OG_2376	NA
OG_2380	NA
OG_2382	OG_2382:Chchd10/Chchd2/coiled_coil_helix_coiled_coil_helix_domain_containing_2
OG_2386	OG_2386:Efnb3
OG_2388	OG_2388:Hagh/hydroxyacylglutathione_hydrolase
