orthogroup	name
OG_3266	
OG_3267	kinesin_family_member_1B,kinesin_family_member_13A,kinesin_family_member_4B
OG_3268	leucine_rich_repeat_containing_23
OG_3269	N_acetylglucosamine_1_phosphate_transferase_subunits_alpha_and_beta
OG_3270	dystrophin,utrophin
OG_3271	utrophin
OG_3272	
OG_3273	glycerophosphocholine_phosphodiesterase_1
OG_3274	LSM2_homolog_U6_small_nuclear_RNA_and_mRNA_degradation_associated
OG_3275	
OG_3276	solute_carrier_family_36_member_1
OG_3277	
OG_3278	dipeptidyl_peptidase_3
OG_3279	
OG_3280	zf-C2H2.HG12.1:SCRT1/SCRT2/SNAI1/SNAI2/SNAI3/ZNF526;zf-met.HG1.40:PRDM5/SNAI1/SNAI2/SNAI3
OG_3281	c_Maf_inducing_protein
OG_3282	ribonuclease_P_MRP_subunit_p14
OG_3283	solute_carrier_family_35_member_B3,N_acetyltransferase_domain_containing_1
OG_3284	glutamate_cysteine_ligase_modifier_subunit
OG_3285	pantothenate_kinase_2
OG_3286	solute_carrier_family_34_member_2,centrosomal_protein_70
OG_3287	cytochrome_c_oxidase_assembly_factor_COX18,phospholipase_A2_group_XIIA
OG_3288	cytochrome_c_oxidase_assembly_factor_COX18
OG_3289	nucleolar_complex_associated_4_homolog
OG_3290	RIO_kinase_2
OG_3291	solute_carrier_family_16_member_10,solute_carrier_family_16_member_2,solute_carrier_family_16_member_13
OG_3292	EF_hand_calcium_binding_domain_11
OG_3293	tudor_and_KH_domain_containing
OG_3294	glycoprotein_Ib_platelet_subunit_beta
OG_3295	immunoglobulin_superfamily_member_10,hemicentin_1,contactin_1
OG_3296	radial_spoke_head_component_1,hemicentin_1
OG_3297	androgen_induced_1,androgen_dependent_TFPI_regulating_protein
OG_3298	CDP_diacylglycerol_inositol_3_phosphatidyltransferase
OG_3299	zinc_finger_RANBP2_type_containing_2
OG_3300	
OG_3301	SAND.HG1.10:DEAF1
OG_3302	multiple_C2_and_transmembrane_domain_containing_1,multiple_C2_and_transmembrane_domain_containing_2
OG_3303	protein_kinase_C_substrate_80K_H
OG_3304	MCTS1_re_initiation_and_release_factor
OG_3305	phospholipid_phosphatase_3,phospholipid_phosphatase_1
OG_3306	ubiquitin_like_domain_containing_CTD_phosphatase_1
OG_3307	Homeodomains.HG1.45:MNX1
OG_3308	
OG_3309	integrin_subunit_alpha_3,integrin_subunit_alpha_9,integrin_subunit_alpha_6
OG_3310	PSMC3_interacting_protein,integrin_subunit_alpha_3
OG_3311	methyltransferase_like_5
OG_3312	VPS41_subunit_of_HOPS_complex
OG_3313	ALG14_UDP_N_acetylglucosaminyltransferase_subunit,ATP_binding_cassette_subfamily_D_member_3
OG_3314	thimet_oligopeptidase_1
OG_3315	STIP1_homology_and_U_box_containing_protein_1,SGT1_homolog_MIS12_kinetochore_complex_assembly_cochaperone
OG_3316	CDGSH_iron_sulfur_domain_3
OG_3317	lysine_acetyltransferase_5
OG_3318	IQ_motif_containing_E,lysine_acetyltransferase_5
OG_3319	Wnt_family_member_8A,Wnt_family_member_2,Wnt_family_member_8B
OG_3320	
OG_3321	zinc_finger_RANBP2_type_containing_1
OG_3322	delta_4_desaturase_sphingolipid_1
OG_3323	store_operated_calcium_entry_associated_regulatory_factor
OG_3324	tubulin_gamma_complex_associated_protein_5
OG_3325	poly_A_specific_ribonuclease
OG_3326	ribosomal_protein_L4
OG_3327	ankyrin_repeat_and_sterile_alpha_motif_domain_containing_1A
OG_3328	GRIP_and_coiled_coil_domain_containing_2
OG_3329	parkin_coregulated_like,peroxiredoxin_like_2A
OG_3330	parkin_coregulated_like
OG_3331	CAP_Gly_domain_containing_linker_protein_family_member_4
OG_3332	Tubulin_specific_chaperone_E
OG_3333	inositol_trisphosphate_3_kinase_B
OG_3334	3_hydroxyisobutyrate_dehydrogenase
OG_3335	coiled_coil_domain_containing_112
OG_3336	golgi_phosphoprotein_3
OG_3337	golgi_phosphoprotein_3
OG_3338	general_transcription_factor_IIIC_subunit_4
OG_3339	
OG_3340	ribosomal_protein_L31
OG_3341	
OG_3342	AF-4.HG1.0:AFF1/AFF2/AFF3/AFF4
OG_3343	
OG_3344	
OG_3345	ubinuclein_1
OG_3346	mab_21_like_2
OG_3347	acylphosphatase_2,acylphosphatase_1
OG_3348	nucleoporin_160
OG_3349	GIPC_PDZ_domain_containing_family_member_1
OG_3350	coronin_1C
OG_3351	calcium_calmodulin_dependent_protein_kinase_II_alpha,calcium_calmodulin_dependent_protein_kinase_II_delta
OG_3352	ER_lipid_raft_associated_2
OG_3353	eukaryotic_translation_initiation_factor_4E_binding_protein_2
OG_3354	oligosaccharyltransferase_complex_non_catalytic_subunit
OG_3355	
OG_3356	chloride_nucleotide_sensitive_channel_1A
OG_3357	general_transcription_factor_IIF_subunit_2
OG_3358	fibrillarin
OG_3359	mitotic_arrest_deficient_2_like_2
OG_3360	solute_carrier_family_13_member_5,solute_carrier_family_13_member_3
OG_3361	t_complex_associated_testis_expressed_1
OG_3362	ribosomal_protein_S29
OG_3363	lin_52_DREAM_MuvB_core_complex_component
OG_3364	
OG_3365	
OG_3366	
OG_3367	ER_membrane_protein_complex_subunit_10
OG_3368	RPS10_NUDT3_readthrough
OG_3369	cilia_and_flagella_associated_protein_94
OG_3370	target_of_EGR1_exonuclease
OG_3371	family_with_sequence_similarity_183_member_A
OG_3372	2_oxoglutarate_and_iron_dependent_oxygenase_domain_containing_1
OG_3373	
OG_3374	exocyst_complex_component_4
OG_3375	transmembrane_protein_129_E3_ubiquitin_ligase
OG_3376	Myb.HG7.0:TERF2IP
OG_3377	PDZ_domain_containing_8
OG_3378	
OG_3379	uracil_DNA_glycosylase
OG_3380	
OG_3381	
OG_3382	
OG_3383	lymphocyte_cytosolic_protein_2
OG_3384	nucleophosmin_1
OG_3385	inner_membrane_mitochondrial_protein
OG_3386	coiled_coil_domain_containing_142
OG_3387	reactive_oxygen_species_modulator_1
OG_3388	phosphatidylinositol_4_kinase_type_2_alpha
OG_3389	
OG_3390	exosome_component_1
OG_3391	
OG_3392	Doublesex_DM.HG1.18:like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTB1
OG_3393	
OG_3394	
OG_3395	leucine_rich_repeats_and_immunoglobulin_like_domains_3
OG_3396	integrator_complex_subunit_2
OG_3397	TBCC_domain_containing_1
OG_3398	nipsnap_homolog_1,nipsnap_homolog_2
OG_3399	RAD50_interactor_1
OG_3400	ribosomal_protein_L26
OG_3401	NSE2_MMS21_homolog_SMC5_SMC6_complex_SUMO_ligase
OG_3402	epidermal_growth_factor_receptor_pathway_substrate_8
OG_3403	N_acylsphingosine_amidohydrolase_1
OG_3404	ribosomal_protein_S3A
OG_3405	Fas_apoptotic_inhibitory_molecule
OG_3406	ADP_ribosylation_factor_interacting_protein_1
OG_3407	SET_domain_containing_7_histone_lysine_methyltransferase
OG_3408	family_with_sequence_similarity_149_member_B1
OG_3409	LEO1_homolog_Paf1_RNA_polymerase_II_complex_component
OG_3410	
OG_3411	transmembrane_protein_251
OG_3412	nurim
OG_3413	C1D_nuclear_receptor_corepressor
OG_3414	peroxisomal_biogenesis_factor_16
OG_3415	branched_chain_amino_acid_transaminase_1
OG_3416	
OG_3417	
OG_3418	haloacid_dehalogenase_like_hydrolase_domain_containing_3
OG_3419	ribosomal_protein_S13
OG_3420	UHRF1_binding_protein_1_like
OG_3421	testis_expressed_2
OG_3422	zinc_finger_HIT_type_containing_3
OG_3423	
OG_3424	ubiquitin_related_modifier_1
OG_3425	SURF1_cytochrome_c_oxidase_assembly_factor
OG_3426	mediator_complex_subunit_22
OG_3427	dimethylarginine_dimethylaminohydrolase_1
OG_3428	ataxin_3
OG_3429	aldehyde_dehydrogenase_18_family_member_A1
OG_3430	Rho_GTPase_activating_protein_6
OG_3431	cytochrome_c_oxidase_copper_chaperone_COX17
OG_3432	mitochondrial_ribosomal_protein_L36
OG_3433	cysteine_rich_hydrophobic_domain_2
OG_3434	leucyl_tRNA_synthetase_1
OG_3435	CCR4_NOT_transcription_complex_subunit_1
OG_3436	
OG_3437	mitochondrial_pyruvate_carrier_1
OG_3438	
OG_3439	family_with_sequence_similarity_228_member_A
OG_3440	
OG_3441	
OG_3442	zinc_metallopeptidase_STE24
OG_3443	zinc_finger_C4H2_type_containing
OG_3444	armadillo_repeat_containing_2
OG_3445	taxilin_beta,taxilin_alpha
OG_3446	proteasome_assembly_chaperone_1
OG_3447	
OG_3448	mitochondrial_ribosomal_protein_L28
OG_3449	nucleoporin_62
OG_3450	
OG_3451	NOP10_ribonucleoprotein
OG_3452	
OG_3453	apoptosis_antagonizing_transcription_factor
OG_3454	C2_domain_containing_3_centriole_elongation_regulator
OG_3455	glutamyl_tRNA_amidotransferase_subunit_B
OG_3456	
OG_3457	VPS11_core_subunit_of_CORVET_and_HOPS_complexes
OG_3458	
OG_3459	protein_phosphatase_1_regulatory_subunit_10
OG_3460	
OG_3461	
OG_3462	proteasome_26S_subunit_non_ATPase_5
OG_3463	ring_finger_and_CCCH_type_domains_1
OG_3464	
OG_3465	eukaryotic_translation_initiation_factor_5A
OG_3466	CSD.HG1.6:YBX1/YBX2/YBX3
OG_3467	leucine_zipper_and_CTNNBIP1_domain_containing
OG_3468	
OG_3469	AMMECR1_like
OG_3470	
OG_3471	
OG_3472	mitochondrial_translational_release_factor_1_like
OG_3473	
OG_3474	coiled_coil_helix_coiled_coil_helix_domain_containing_2
OG_3475	FA_complementation_group_B
OG_3476	tudor_domain_containing_3
OG_3477	
OG_3478	unk_zinc_finger,unk_like_zinc_finger
OG_3479	anaphase_promoting_complex_subunit_2
OG_3480	ASH2_like_histone_lysine_methyltransferase_complex_subunit
OG_3481	stum_mechanosensory_transduction_mediator_homolog
OG_3482	ubiquinol_cytochrome_c_reductase_complex_assembly_factor_1
OG_3483	
OG_3484	
OG_3485	heat_shock_protein_nuclear_import_factor_hikeshi
OG_3486	
OG_3487	G_patch_domain_containing_1
OG_3488	cytidine_deaminase
OG_3489	
OG_3490	TELO2_interacting_protein_1
OG_3491	RHD_Rel.HG1.1:like:NFKB1/NFKB2/REL/RELA/RELB
OG_3492	ubiquinol_cytochrome_c_reductase_complex_III_subunit_VII
OG_3493	IK_cytokine
OG_3494	
OG_3495	SEC62_homolog_preprotein_translocation_factor
OG_3496	diphosphoinositol_pentakisphosphate_kinase_2
OG_3497	MYCBP_associated_protein
OG_3498	cell_wall_biogenesis_43_C_terminal_homolog
OG_3499	stromal_interaction_molecule_2,stromal_interaction_molecule_1
OG_3500	UTP14C_small_subunit_processome_component,UTP14A_small_subunit_processome_component
OG_3501	cytosolic_thiouridylase_subunit_1
OG_3502	coiled_coil_domain_containing_22
OG_3503	nucleoporin_58
OG_3504	zf-met.HG7.0:ZMAT2
OG_3505	transmembrane_protein_165
OG_3506	
OG_3507	ribosomal_protein_L29
OG_3508	
OG_3509	chromosome_15_open_reading_frame_61
OG_3510	
OG_3511	glutamine_rich_1,KIAA1958
OG_3512	
OG_3513	N_acylsphingosine_amidohydrolase_2
OG_3514	CBY1_interacting_BAR_domain_containing_1
OG_3515	
OG_3516	G_protein_subunit_gamma_7
OG_3517	ER_membrane_protein_complex_subunit_1
OG_3518	golgi_transport_1B
OG_3519	
OG_3520	SHQ1_H_ACA_ribonucleoprotein_assembly_factor
OG_3521	YY1_associated_factor_2
OG_3522	amidohydrolase_domain_containing_2
OG_3523	phosducin_like_3,phosducin_like
OG_3524	capping_actin_protein_of_muscle_Z_line_subunit_alpha_1,capping_actin_protein_of_muscle_Z_line_subunit_alpha_2
OG_3525	ISY1_RAB43_readthrough
OG_3526	progesterone_immunomodulatory_binding_factor_1
OG_3527	mitochondrial_ribosomal_protein_L46
OG_3528	novel_protein
OG_3529	
OG_3530	TSC_complex_subunit_1
OG_3531	
OG_3532	solute_carrier_family_35_member_E3
OG_3533	TSR2_ribosome_maturation_factor
OG_3534	ubiquitously_expressed_prefoldin_like_chaperone
OG_3535	serine_protease_12,lysyl_oxidase_like_3,CD5_molecule_like
OG_3536	
OG_3537	
OG_3538	scavenger_receptor_family_member_expressed_on_T_cells_1,CD5_molecule_like,serine_protease_12,lysyl_oxidase_like_4
OG_3539	deleted_in_malignant_brain_tumors_1,MAM_domain_containing_glycosylphosphatidylinositol_anchor_2,plasminogen
OG_3540	trypsin_domain_containing_1
OG_3541	mediator_complex_subunit_16
OG_3542	S_phase_kinase_associated_protein_2
OG_3543	anaphase_promoting_complex_subunit_13
OG_3544	Bardet_Biedl_syndrome_2
OG_3545	SAP30_binding_protein
OG_3546	
OG_3547	transcriptional_adaptor_3
OG_3548	eukaryotic_translation_initiation_factor_2D
OG_3549	CCR4_NOT_transcription_complex_subunit_11
OG_3550	Myb.HG6.0:BDP1
OG_3551	membrane_magnesium_transporter_1
OG_3552	TATA_box_binding_protein_associated_factor_11
OG_3553	
OG_3554	ribosomal_protein_S28
OG_3555	dCTP_pyrophosphatase_1
OG_3556	
OG_3557	ALG2_alpha_1_3_1_6_mannosyltransferase
OG_3558	exosome_component_3
OG_3559	amylo_alpha_1_6_glucosidase_4_alpha_glucanotransferase
OG_3560	chromosome_5_open_reading_frame_51
OG_3561	RAS_related_2,muscle_RAS_oncogene_homolog
OG_3562	
OG_3563	ubiquinol_cytochrome_c_reductase_complex_III_subunit_X
OG_3564	
OG_3565	relaxin_family_peptide_receptor_2,thyroid_stimulating_hormone_receptor,luteinizing_hormone_choriogonadotropin_receptor,relaxin_family_peptide_receptor_1,lumican,leucine_rich_repeats_and_immunoglobulin_like_domains_1,podocan,neurotrophic_receptor_tyrosine_kinase_2
OG_3566	slit_guidance_ligand_1,SLIT_and_NTRK_like_family_member_1
OG_3567	luteinizing_hormone_choriogonadotropin_receptor
OG_3568	relaxin_family_peptide_receptor_1
OG_3569	relaxin_family_peptide_receptor_2,podocan,relaxin_family_peptide_receptor_1,thyroid_stimulating_hormone_receptor,leucine_rich_repeat_containing_66,lumican
OG_3570	relaxin_family_peptide_receptor_1
OG_3571	
OG_3572	leucine_rich_repeat_and_fibronectin_type_III_domain_containing_1,lumican,leucine_rich_repeat_containing_53
OG_3573	
OG_3574	luteinizing_hormone_choriogonadotropin_receptor,apoptotic_peptidase_activating_factor_1
OG_3575	slit_guidance_ligand_2
OG_3576	
OG_3577	
OG_3578	SMG9_nonsense_mediated_mRNA_decay_factor
OG_3579	Rho_guanine_nucleotide_exchange_factor_4,novel_transcript
OG_3580	interacts_with_SUPT6H_CTD_assembly_factor_1
OG_3581	Ets.HG1.1:ETS1/ETS2/ETV2,ETS_proto_oncogene_1_transcription_factor
OG_3582	zinc_finger_HIT_type_containing_2
OG_3583	signal_peptide_CUB_domain_and_EGF_like_domain_containing_2
OG_3584	ankyrin_repeat_and_KH_domain_containing_1
OG_3585	
OG_3586	X_ray_repair_cross_complementing_1
OG_3587	
OG_3588	lysozyme_g2
OG_3589	GRIP_and_coiled_coil_domain_containing_1
OG_3590	KIAA0100
OG_3591	
OG_3592	stonin_2
OG_3593	thyroid_stimulating_hormone_receptor
OG_3594	
OG_3595	PTPRF_interacting_protein_alpha_1
OG_3596	
OG_3597	valosin_containing_protein_interacting_protein_1
OG_3598	KIAA2013
OG_3599	radial_spoke_head_14_homolog
OG_3600	APOBEC1_complementation_factor
OG_3601	SHOC2_leucine_rich_repeat_scaffold_protein
OG_3602	RAS_and_EF_hand_domain_containing,calcium_release_activated_channel_regulator_2B
OG_3603	MAP_kinase_activating_death_domain
OG_3604	RAS_and_EF_hand_domain_containing,RAB8B_member_RAS_oncogene_family
OG_3605	ring_finger_and_WD_repeat_domain_3
OG_3606	LAG1_CSL.HG1.0:RBPJ/RBPJL
OG_3607	Ras_protein_specific_guanine_nucleotide_releasing_factor_2
OG_3608	Rho_GTPase_activating_protein_5
OG_3609	solute_carrier_family_35_member_G1
OG_3610	dicer_1_ribonuclease_III
OG_3611	Yip1_domain_family_member_3
OG_3612	
OG_3613	transmembrane_p24_trafficking_protein_5,transmembrane_p24_trafficking_protein_1
OG_3614	PPFIA_binding_protein_1
OG_3615	integrator_complex_subunit_4
OG_3616	zinc_finger_CCCH_type_and_G_patch_domain_containing
OG_3617	tuftelin_interacting_protein_11
OG_3618	mediator_complex_subunit_12L
OG_3619	serum_response_factor_binding_protein_1
OG_3620	
OG_3621	KIAA1328
OG_3622	
OG_3623	HLH.HG2.20:TCF3/TCF4/TCF12
OG_3624	GA_binding_protein_transcription_factor_subunit_beta_1,GA_binding_protein_transcription_factor_subunit_beta_2
OG_3625	minichromosome_maintenance_complex_component_3_associated_protein,SAC3_domain_containing_1
OG_3626	tetratricopeptide_repeat_domain_23,tetratricopeptide_repeat_domain_23_like
OG_3627	DCC_netrin_1_receptor,neogenin_1,muscle_associated_receptor_tyrosine_kinase,hemicentin_1
OG_3628	tubulin_gamma_complex_associated_protein_6
OG_3629	
OG_3630	
OG_3631	RFT1_homolog
OG_3632	scaffold_attachment_factor_B,scaffold_attachment_factor_B2
OG_3633	HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_2,HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_4,HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_family_member_6
OG_3634	leucyl_tRNA_synthetase_2_mitochondrial
OG_3635	myotubularin_related_protein_14
OG_3636	transport_and_golgi_organization_6_homolog
OG_3637	dynein_cytoplasmic_1_light_intermediate_chain_2
OG_3638	NudC_domain_containing_1
OG_3639	LCK_proto_oncogene_Src_family_tyrosine_kinase,fyn_related_Src_family_tyrosine_kinase
OG_3640	ADP_ribosylation_factor_like_GTPase_2_binding_protein
OG_3641	ankyrin_repeat_domain_60
OG_3642	RecQ_like_helicase_4
OG_3643	leucine_rich_repeat_and_coiled_coil_centrosomal_protein_1
OG_3644	transmembrane_protein_272
OG_3645	
OG_3646	diphthamine_biosynthesis_6
OG_3647	
OG_3648	helicase_for_meiosis_1
OG_3649	helicase_for_meiosis_1
OG_3650	ring_finger_protein_141
OG_3651	
OG_3652	
OG_3653	tyrosyl_DNA_phosphodiesterase_1
OG_3654	THADA_armadillo_repeat_containing
OG_3655	
OG_3656	
OG_3657	
OG_3658	
OG_3659	ubiquitin_specific_peptidase_12,ubiquitin_specific_peptidase_1
OG_3660	
OG_3661	nudix_hydrolase_1
OG_3662	testis_expressed_47
OG_3663	RNA_exonuclease_5,RNA_exonuclease_1_homolog
OG_3664	exocyst_complex_component_7
OG_3665	plexin_domain_containing_2
OG_3666	DNL_type_zinc_finger
OG_3667	pre_mRNA_processing_factor_4
OG_3668	WD_repeat_domain_31
OG_3669	Myb.HG1.0:ZZZ3
OG_3670	GTPase_activating_protein_and_VPS9_domains_1
OG_3671	laminin_subunit_alpha_1
OG_3672	cadherin_EGF_LAG_seven_pass_G_type_receptor_3,neurexin_3,crumbs_cell_polarity_complex_component_1
OG_3673	
OG_3674	inositol_polyphosphate_5_phosphatase_E
OG_3675	
OG_3676	coiled_coil_domain_containing_180
OG_3677	drosha_ribonuclease_III
OG_3678	doublecortin,doublecortin_like_kinase_2
OG_3679	centriolin
OG_3680	BAG_cochaperone_6
OG_3681	
OG_3682	odr_4_GPCR_localization_factor_homolog
OG_3683	glomulin_FKBP_associated_protein
OG_3684	Homeodomains.Unclassified
OG_3685	kinesin_family_member_14,kinesin_family_member_13A
OG_3686	
OG_3687	centrosomal_protein_95
OG_3688	B_TFIID_TATA_box_binding_protein_associated_factor_1
OG_3689	ribosomal_protein_S9
OG_3690	ribosomal_protein_S2
OG_3691	
OG_3692	glycoprotein_nmb
OG_3693	transmembrane_channel_like_5
OG_3694	exportin_6
OG_3695	SH3_binding_domain_protein_5_like
OG_3696	ArfGAP_with_GTPase_domain_ankyrin_repeat_and_PH_domain_1
OG_3697	elaC_ribonuclease_Z_2
OG_3698	
OG_3699	
OG_3700	katanin_interacting_protein
OG_3701	essential_meiotic_structure_specific_endonuclease_1
OG_3702	insulin_like_growth_factor_2_mRNA_binding_protein_2,insulin_like_growth_factor_2_mRNA_binding_protein_1,insulin_like_growth_factor_2_mRNA_binding_protein_3
OG_3703	meiosis_regulator_for_oocyte_development
OG_3704	ubiquitin_specific_peptidase_40
OG_3705	BRCA1_DNA_repair_associated
OG_3706	
OG_3707	CREB_regulated_transcription_coactivator_1
OG_3708	focadhesin
OG_3709	coiled_coil_domain_containing_103
OG_3710	small_RNA_binding_exonuclease_protection_factor_La
OG_3711	nudix_hydrolase_18
OG_3712	proline_rich_mitotic_checkpoint_control_factor
OG_3713	perilipin_3,perilipin_5
OG_3714	mitogen_activated_protein_kinase_8_interacting_protein_1
OG_3715	protein_prenyltransferase_alpha_subunit_repeat_containing_1
OG_3716	SPG11_vesicle_trafficking_associated_spatacsin
OG_3717	zf-C4_Nuclear_receptors.HG1.36:NR2E3
OG_3718	lysyl_oxidase_like_4
OG_3719	
OG_3720	phosphoinositide_kinase_FYVE_type_zinc_finger_containing
OG_3721	
OG_3722	GDP_L_fucose_synthase
OG_3723	Myb.HG8.0:NA,gon_4_like
OG_3724	LysM_domain_containing_4,LysM_domain_containing_3
OG_3725	acetyl_CoA_carboxylase_alpha
OG_3726	acid_phosphatase_7_tartrate_resistant_putative
OG_3727	tetratricopeptide_repeat_domain_16
OG_3728	amyloid_beta_precursor_protein_binding_family_A_member_2,stress_induced_phosphoprotein_1
OG_3729	SHC_adaptor_protein_1
OG_3730	WD_repeat_domain_41
OG_3731	ATR_serine_threonine_kinase
OG_3732	phosphatidylinositol_glycan_anchor_biosynthesis_class_B
OG_3733	GSK3B_interacting_protein
OG_3734	
OG_3735	phosphodiesterase_8B
OG_3736	
OG_3737	
OG_3738	
OG_3739	
OG_3740	solute_carrier_family_38_member_11
OG_3741	neuroglobin
OG_3742	
OG_3743	AVL9_cell_migration_associated
OG_3744	
OG_3745	erythrocyte_membrane_protein_band_4.1_like_5
OG_3746	Coenzyme_A_synthase
OG_3747	protein_tyrosine_phosphatase_receptor_type_N2
OG_3748	LRR_binding_FLII_interacting_protein_1,LRR_binding_FLII_interacting_protein_2
OG_3749	
OG_3750	WD_repeat_domain_49,EF_hand_calcium_binding_domain_8
OG_3751	
OG_3752	FRY_like_transcription_coactivator
OG_3753	karyopherin_subunit_alpha_6
OG_3754	phosphodiesterase_10A
OG_3755	TBC1_domain_family_member_1,TBC1_domain_family_member_4
OG_3756	transcription_factor_AP_4,HLH.HG2.2:TFAP4,HLH.HG1.8:like:MAX/MGA/MITF/MLX/MLXIP/MLXIPL/MNT/MXD1/MXD3/MXD4/MXI1/MYC/MYCL/MYCN/SREBF1/SREBF2/TFE3/TFEB/TFEC/USF1/USF2/USF3
OG_3757	NEDD4_binding_protein_2_like_1,NEDD4_binding_protein_2_like_2
OG_3758	
OG_3759	EEF1A_lysine_methyltransferase_1
OG_3760	serine_threonine_kinase_38_like,serine_threonine_kinase_38
OG_3761	crystallin_zeta_like_1
OG_3762	phosphoribosylformylglycinamidine_synthase
OG_3763	
OG_3764	TraB_domain_containing
OG_3765	ATPase_H_transporting_accessory_protein_1
OG_3766	zinc_finger_MYND_type_containing_10
OG_3767	ARID_BRIGHT.HG1.3:ARID1A/ARID1B/ARID3A/ARID3B/ARID3C,AT_rich_interaction_domain_1B
OG_3768	Rho_GTPase_activating_protein_20,chimerin_1
OG_3769	sestrin_1
OG_3770	listerin_E3_ubiquitin_protein_ligase_1
OG_3771	ARFGEF_family_member_3
OG_3772	Runt_Runx.HG1.0:RUNX1/RUNX2/RUNX3
OG_3773	GTP_binding_protein_8_putative
OG_3774	CNKSR_family_member_3,CNK3_IPCEF1_fusion_protein
OG_3775	coiled_coil_domain_containing_174
OG_3776	
OG_3777	transmembrane_protein_131
OG_3778	
OG_3779	
OG_3780	succinate_CoA_ligase_ADP_forming_subunit_beta,cyclin_dependent_kinase_like_4
OG_3781	IL2_inducible_T_cell_kinase,TXK_tyrosine_kinase
OG_3782	neurobeachin,LPS_responsive_beige_like_anchor_protein
OG_3783	neurobeachin
OG_3784	
OG_3785	zinc_finger_DHHC_type_palmitoyltransferase_15
OG_3786	
OG_3787	adhesion_G_protein_coupled_receptor_B3
OG_3788	calcium_voltage_gated_channel_auxiliary_subunit_alpha2delta_3
OG_3789	bromodomain_adjacent_to_zinc_finger_domain_1A
OG_3790	
OG_3791	MMS22_like_DNA_repair_protein
OG_3792	nicastrin
OG_3793	
OG_3794	beta_secretase_1
OG_3795	
OG_3796	rabenosyn_RAB_effector
OG_3797	
OG_3798	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4
OG_3799	
OG_3800	6_phosphofructo_2_kinase_fructose_2_6_biphosphatase_1,6_phosphofructo_2_kinase_fructose_2_6_biphosphatase_3,6_phosphofructo_2_kinase_fructose_2_6_biphosphatase_2
OG_3801	cilia_and_flagella_associated_protein_92_putative
OG_3802	HECT_UBA_and_WWE_domain_containing_E3_ubiquitin_protein_ligase_1
OG_3803	
OG_3804	exportin_for_tRNA
OG_3805	ubiquitin_protein_ligase_E3_component_n_recognin_4
OG_3806	zinc_and_ring_finger_2,zinc_and_ring_finger_1
OG_3807	
OG_3808	HSF.HG1.1:HSF1/HSF2/HSF4
OG_3809	epithelial_splicing_regulatory_protein_1
OG_3810	fucose_kinase
OG_3811	centrosomal_protein_72
OG_3812	ataxin_1,ataxin_1_like
OG_3813	
OG_3814	
OG_3815	glyoxalase_domain_containing_5
OG_3816	
OG_3817	
OG_3818	
OG_3819	KIAA0513
OG_3820	VPS9_domain_containing_1
OG_3821	
OG_3822	protein_phosphatase_4_regulatory_subunit_1
OG_3823	
OG_3824	HLH.HG2.53:BHLHA15/BHLHE22/BHLHE23/OLIG1/OLIG2/OLIG3
OG_3825	zf-C2H2.HG23.0:OVOL1/OVOL2/OVOL3
OG_3826	
OG_3827	nitrilase_family_member_2
OG_3828	URB2_ribosome_biogenesis_homolog
OG_3829	RNA_binding_protein_mRNA_processing_factor,RNA_binding_motif_protein_34
OG_3830	FAT_atypical_cadherin_4,usherin,cadherin_EGF_LAG_seven_pass_G_type_receptor_2
OG_3831	
OG_3832	RNA_polymerase_II_associated_protein_1
OG_3833	
OG_3834	coiled_coil_domain_containing_175
OG_3835	annexin_A7
OG_3836	solute_carrier_family_30_member_6
OG_3837	pecanex_1,pecanex_3
OG_3838	Yip1_domain_family_member_4
OG_3839	
OG_3840	double_zinc_ribbon_and_ankyrin_repeat_domains_1
OG_3841	cyclin_K
OG_3842	
OG_3843	eukaryotic_translation_initiation_factor_2B_subunit_epsilon,eukaryotic_translation_initiation_factor_5
OG_3844	eukaryotic_translation_initiation_factor_5
OG_3845	F_box_and_leucine_rich_repeat_protein_12
OG_3846	FGGY_carbohydrate_kinase_domain_containing
OG_3847	CUE_domain_containing_1
OG_3848	
OG_3849	ubiquitin_protein_ligase_E3_component_n_recognin_2
OG_3850	Myb.HG1.5:MIER1/MIER2/MIER3/MTA1/MTA3;zf-C2H2.HG32.1:TRERF1/ZNF541,zf-C2H2.HG32.1:TRERF1/ZNF541
OG_3851	MIS18_binding_protein_1
OG_3852	
OG_3853	protein_kinase_cGMP_dependent_2
OG_3854	
OG_3855	
OG_3856	large_60S_subunit_nuclear_export_GTPase_1
OG_3857	
OG_3858	dishevelled_segment_polarity_protein_3,dishevelled_segment_polarity_protein_2
OG_3859	coiled_coil_domain_containing_63,coiled_coil_domain_containing_114
OG_3860	SRP_receptor_subunit_beta
OG_3861	
OG_3862	NOP2_nucleolar_protein
OG_3863	transient_receptor_potential_cation_channel_subfamily_A_member_1,zinc_finger_DHHC_type_palmitoyltransferase_13,mitogen_activated_protein_kinase_kinase_kinase_19
OG_3864	ankyrin_repeat_and_SOCS_box_containing_9,ankyrin_repeat_and_SOCS_box_containing_5,HECT_domain_and_ankyrin_repeat_containing_E3_ubiquitin_protein_ligase_1
