orthogroup	transcript	species	gene	name
OG_2593	HoiH23_PlH23_009127-RA	HoiH23	HoiH23_PlH23_009127	
OG_2593	TrH2_TrispH2_004465-RA	TrH2	TrH2_TrispH2_004465	
OG_2593	Tadh_TriadT58227	Tadh	Tadh_TriadG58227	
OG_2594	Hhon_g09739.t1	Hhon	Hhon_g09739.t1	elongin_C
OG_2594	HoiH23_PlH23_010186-RA	HoiH23	HoiH23_PlH23_010186	elongin_C
OG_2594	TrH2_TrispH2_004473-RA	TrH2	TrH2_TrispH2_004473	elongin_C
OG_2594	Tadh_TriadT37956	Tadh	Tadh_TriadG37956	elongin_C
OG_2595	HoiH23_PlH23_002984-RA	HoiH23	HoiH23_PlH23_002984	
OG_2595	Hhon_g09750.t1	Hhon	Hhon_g09750.t1	
OG_2595	TrH2_TrispH2_007131-RA	TrH2	TrH2_TrispH2_007131	
OG_2596	TrH2_TrispH2_007118-RA	TrH2	TrH2_TrispH2_007118	
OG_2596	HoiH23_PlH23_010715-RA	HoiH23	HoiH23_PlH23_010715	
OG_2596	Hhon_g09761.t1	Hhon	Hhon_g09761.t1	
OG_2597	TrH2_TrispH2_007117-RA	TrH2	TrH2_TrispH2_007117	hypoxanthine_phosphoribosyltransferase_1
OG_2597	Hhon_g09762.t1	Hhon	Hhon_g09762.t1	hypoxanthine_phosphoribosyltransferase_1
OG_2597	HoiH23_PlH23_010716-RA	HoiH23	HoiH23_PlH23_010716	hypoxanthine_phosphoribosyltransferase_1
OG_2598	TrH2_TrispH2_010033-RA	TrH2	TrH2_TrispH2_010033	ZFP36_ring_finger_protein_like_1
OG_2598	Hhon_g09773.t1	Hhon	Hhon_g09773.t1	ZFP36_ring_finger_protein_like_1
OG_2598	Tadh_TriadT33882	Tadh	Tadh_TriadG33882	ZFP36_ring_finger_protein_like_1
OG_2598	HoiH23_PlH23_009711-RA	HoiH23	HoiH23_PlH23_009711	ZFP36_ring_finger_protein_like_1
OG_2599	Hhon_g09785.t1	Hhon	Hhon_g09785.t1	coenzyme_Q6_monooxygenase
OG_2599	Hhon_g09786.t1	Hhon	Hhon_g09786.t1	coenzyme_Q6_monooxygenase
OG_2599	HoiH23_PlH23_009429-RA	HoiH23	HoiH23_PlH23_009429	coenzyme_Q6_monooxygenase
OG_2599	Tadh_TriadT33826	Tadh	Tadh_TriadG33826	coenzyme_Q6_monooxygenase
OG_2599	TrH2_TrispH2_011447-RA	TrH2	TrH2_TrispH2_011447	coenzyme_Q6_monooxygenase
OG_2600	TrH2_TrispH2_007411-RA	TrH2	TrH2_TrispH2_007411	ribonuclease_T2
OG_2600	HoiH23_PlH23_006714-RA	HoiH23	HoiH23_PlH23_006714	ribonuclease_T2
OG_2600	Tadh_TriadT63589	Tadh	Tadh_TriadG63589	ribonuclease_T2
OG_2600	Hhon_g09798.t1	Hhon	Hhon_g09798.t1	ribonuclease_T2
OG_2601	TrH2_TrispH2_009345-RA	TrH2	TrH2_TrispH2_009345	
OG_2601	Hhon_g09810.t1	Hhon	Hhon_g09810.t1	
OG_2601	HoiH23_PlH23_006554-RA	HoiH23	HoiH23_PlH23_006554	
OG_2601	Tadh_TriadT53302	Tadh	Tadh_TriadG53302	
OG_2602	TrH2_TrispH2_009347-RA	TrH2	TrH2_TrispH2_009347	
OG_2602	HoiH23_PlH23_006552-RA	HoiH23	HoiH23_PlH23_006552	
OG_2602	Hhon_g09812.t1	Hhon	Hhon_g09812.t1	multivesicular_body_subunit_12B
OG_2602	Tadh_TriadT53300	Tadh	Tadh_TriadG53300	
OG_2603	HoiH23_PlH23_006550-RA	HoiH23	HoiH23_PlH23_006550	McKusick_Kaufman_syndrome
OG_2603	Tadh_TriadT53298	Tadh	Tadh_TriadG53298	McKusick_Kaufman_syndrome
OG_2603	Hhon_g09814.t1	Hhon	Hhon_g09814.t1	McKusick_Kaufman_syndrome
OG_2603	TrH2_TrispH2_004021-RA	TrH2	TrH2_TrispH2_004021	McKusick_Kaufman_syndrome
OG_2604	TrH2_TrispH2_004019-RA	TrH2	TrH2_TrispH2_004019	solute_carrier_family_27_member_4
OG_2604	Tadh_TriadT21641	Tadh	Tadh_TriadG21641	solute_carrier_family_27_member_4
OG_2604	Hhon_g09816.t1	Hhon	Hhon_g09816.t1	
OG_2604	Hhon_g09817.t1	Hhon	Hhon_g09817.t1	solute_carrier_family_27_member_1
OG_2604	HoiH23_PlH23_006547-RA	HoiH23	HoiH23_PlH23_006547	solute_carrier_family_27_member_4
OG_2604	HoiH23_PlH23_006548-RA	HoiH23	HoiH23_PlH23_006548	
OG_2605	TrH2_TrispH2_004015-RA	TrH2	TrH2_TrispH2_004015	
OG_2605	Hhon_g09820.t1	Hhon	Hhon_g09820.t1	
OG_2605	HoiH23_PlH23_006544-RA	HoiH23	HoiH23_PlH23_006544	
OG_2605	Tadh_TriadT53293	Tadh	Tadh_TriadG53293	
OG_2606	Hhon_g09821.t1	Hhon	Hhon_g09821.t1	golgin_A1
OG_2606	Tadh_wf_g2045.t1	Tadh	Tadh_wf_g2045	golgin_A1
OG_2606	HoiH23_PlH23_006543-RA	HoiH23	HoiH23_PlH23_006543	golgin_A1
OG_2606	TrH2_TrispH2_004014-RA	TrH2	TrH2_TrispH2_004014	golgin_A1
OG_2607	Hhon_g09827.t1	Hhon	Hhon_g09827.t1	interferon_related_developmental_regulator_2
OG_2607	Tadh_TriadT56786	Tadh	Tadh_TriadG56786	interferon_related_developmental_regulator_2
OG_2607	HoiH23_PlH23_007846-RA	HoiH23	HoiH23_PlH23_007846	interferon_related_developmental_regulator_2
OG_2607	TrH2_TrispH2_008677-RA	TrH2	TrH2_TrispH2_008677	interferon_related_developmental_regulator_2
OG_2608	HoiH23_PlH23_007842-RA	HoiH23	HoiH23_PlH23_007842	Nedd4_family_interacting_protein_1
OG_2608	TrH2_TrispH2_008680-RA	TrH2	TrH2_TrispH2_008680	Nedd4_family_interacting_protein_1
OG_2608	Hhon_g09830.t1	Hhon	Hhon_g09830.t1	Nedd4_family_interacting_protein_1
OG_2608	Tadh_TriadT56783	Tadh	Tadh_TriadG56783	Nedd4_family_interacting_protein_1
OG_2609	HoiH23_PlH23_007840-RA	HoiH23	HoiH23_PlH23_007840	DAP3_binding_cell_death_enhancer_1
OG_2609	Tadh_TriadT56780	Tadh	Tadh_TriadG56780	DAP3_binding_cell_death_enhancer_1
OG_2609	TrH2_TrispH2_008683-RA	TrH2	TrH2_TrispH2_008683	DAP3_binding_cell_death_enhancer_1
OG_2609	Hhon_g09832.t1	Hhon	Hhon_g09832.t1	DAP3_binding_cell_death_enhancer_1
OG_2610	Tadh_TriadT54342	Tadh	Tadh_TriadG54342	
OG_2610	Hhon_g09833.t1	Hhon	Hhon_g09833.t1	
OG_2610	TrH2_TrispH2_003904-RA	TrH2	TrH2_TrispH2_003904	
OG_2610	HoiH23_PlH23_007839-RA	HoiH23	HoiH23_PlH23_007839	
OG_2611	TrH2_TrispH2_007395-RA	TrH2	TrH2_TrispH2_007395	
OG_2611	Tadh_TriadT52743	Tadh	Tadh_TriadG52743	
OG_2611	Hhon_g09846.t1	Hhon	Hhon_g09846.t1	MAD2L1_binding_protein
OG_2611	HoiH23_PlH23_006703-RA	HoiH23	HoiH23_PlH23_006703	
OG_2612	Tadh_TriadT52740	Tadh	Tadh_TriadG52740	nucleoporin_133
OG_2612	HoiH23_PlH23_006700-RA	HoiH23	HoiH23_PlH23_006700	nucleoporin_133
OG_2612	TrH2_TrispH2_007392-RA	TrH2	TrH2_TrispH2_007392	nucleoporin_133
OG_2612	Hhon_g09849.t1	Hhon	Hhon_g09849.t1	nucleoporin_133
OG_2613	Hhon_g09850.t1	Hhon	Hhon_g09850.t1	cytochrome_c_oxidase_assembly_factor_8
OG_2613	HoiH23_PlH23_006699-RA	HoiH23	HoiH23_PlH23_006699	cytochrome_c_oxidase_assembly_factor_8
OG_2613	TrH2_TrispH2_007391-RA	TrH2	TrH2_TrispH2_007391	cytochrome_c_oxidase_assembly_factor_8
OG_2613	Tadh_TriadT20194	Tadh	Tadh_TriadG20194	cytochrome_c_oxidase_assembly_factor_8
OG_2614	HoiH23_PlH23_006697-RA	HoiH23	HoiH23_PlH23_006697	endoplasmic_reticulum_oxidoreductase_1_beta
OG_2614	Hhon_g09852.t1	Hhon	Hhon_g09852.t1	endoplasmic_reticulum_oxidoreductase_1_alpha
OG_2614	TrH2_TrispH2_007389-RA	TrH2	TrH2_TrispH2_007389	endoplasmic_reticulum_oxidoreductase_1_beta
OG_2614	Tadh_TriadT19638	Tadh	Tadh_TriadG19638	endoplasmic_reticulum_oxidoreductase_1_beta
OG_2615	HoiH23_PlH23_006696-RA	HoiH23	HoiH23_PlH23_006696	G_protein_coupled_receptor_137
OG_2615	TrH2_TrispH2_007388-RA	TrH2	TrH2_TrispH2_007388	G_protein_coupled_receptor_137
OG_2615	Hhon_g09853.t1	Hhon	Hhon_g09853.t1	G_protein_coupled_receptor_137
OG_2615	Tadh_TriadT52736	Tadh	Tadh_TriadG52736	G_protein_coupled_receptor_137
OG_2616	HoiH23_PlH23_004274-RA	HoiH23	HoiH23_PlH23_004274	ATPase_H_transporting_V1_subunit_D
OG_2616	TrH2_TrispH2_007383-RA	TrH2	TrH2_TrispH2_007383	ATPase_H_transporting_V1_subunit_D
OG_2616	Tadh_TriadT63587	Tadh	Tadh_TriadG63587	ATPase_H_transporting_V1_subunit_D
OG_2616	Hhon_g09857.t1	Hhon	Hhon_g09857.t1	ATPase_H_transporting_V1_subunit_D
OG_2617	Hhon_g09858.t1	Hhon	Hhon_g09858.t1	
OG_2617	TrH2_TrispH2_007382-RA	TrH2	TrH2_TrispH2_007382	
OG_2617	HoiH23_PlH23_004273-RA	HoiH23	HoiH23_PlH23_004273	
OG_2618	TrH2_TrispH2_007381-RA	TrH2	TrH2_TrispH2_007381	exportin_5
OG_2618	Tadh_TriadT52729	Tadh	Tadh_TriadG52729	exportin_5
OG_2618	Hhon_g09859.t1	Hhon	Hhon_g09859.t1	exportin_5
OG_2618	Hhon_g09860.t1	Hhon	Hhon_g09860.t1	exportin_5
OG_2618	HoiH23_PlH23_004272-RA	HoiH23	HoiH23_PlH23_004272	exportin_5
OG_2619	HoiH23_PlH23_001715-RA	HoiH23	HoiH23_PlH23_001715	centrosomal_protein_89
OG_2619	Tadh_TriadT55534	Tadh	Tadh_TriadG55534	centrosomal_protein_89
OG_2619	TrH2_TrispH2_003793-RA	TrH2	TrH2_TrispH2_003793	centrosomal_protein_89
OG_2619	Hhon_g09865.t1	Hhon	Hhon_g09865.t1	centrosomal_protein_89
OG_2620	TrH2_TrispH2_003796-RA	TrH2	TrH2_TrispH2_003796	transmembrane_protein_67
OG_2620	Tadh_TriadT55538	Tadh	Tadh_TriadG55538	transmembrane_protein_67
OG_2620	HoiH23_PlH23_001712-RA	HoiH23	HoiH23_PlH23_001712	transmembrane_protein_67
OG_2620	Hhon_g09871.t1	Hhon	Hhon_g09871.t1	transmembrane_protein_67
OG_2621	HoiH23_PlH23_001710-RA	HoiH23	HoiH23_PlH23_001710	impact_RWD_domain_protein
OG_2621	TrH2_TrispH2_003798-RA	TrH2	TrH2_TrispH2_003798	impact_RWD_domain_protein
OG_2621	Tadh_TriadT55540	Tadh	Tadh_TriadG55540	impact_RWD_domain_protein
OG_2621	Hhon_g09873.t1	Hhon	Hhon_g09873.t1	impact_RWD_domain_protein
OG_2622	Hhon_g09875.t1	Hhon	Hhon_g09875.t1	exocyst_complex_component_2
OG_2622	Tadh_TriadT55542	Tadh	Tadh_TriadG55542	exocyst_complex_component_2
OG_2622	TrH2_TrispH2_003801-RA	TrH2	TrH2_TrispH2_003801	exocyst_complex_component_2
OG_2622	HoiH23_PlH23_001708-RA	HoiH23	HoiH23_PlH23_001708	exocyst_complex_component_2
OG_2623	Tadh_TriadT55545	Tadh	Tadh_TriadG55545	negative_elongation_factor_complex_member_C_D
OG_2623	Hhon_g09877.t1	Hhon	Hhon_g09877.t1	negative_elongation_factor_complex_member_C_D
OG_2623	HoiH23_PlH23_001706-RA	HoiH23	HoiH23_PlH23_001706	negative_elongation_factor_complex_member_C_D
OG_2623	TrH2_TrispH2_003803-RA	TrH2	TrH2_TrispH2_003803	negative_elongation_factor_complex_member_C_D
OG_2624	TrH2_TrispH2_003804-RA	TrH2	TrH2_TrispH2_003804	proteasome_assembly_chaperone_2
OG_2624	Tadh_TriadT55546	Tadh	Tadh_TriadG55546	proteasome_assembly_chaperone_2
OG_2624	HoiH23_PlH23_001705-RA	HoiH23	HoiH23_PlH23_001705	proteasome_assembly_chaperone_2
OG_2624	Hhon_g09878.t1	Hhon	Hhon_g09878.t1	proteasome_assembly_chaperone_2
OG_2625	TrH2_TrispH2_003805-RA	TrH2	TrH2_TrispH2_003805	chromosome_16_open_reading_frame_87
OG_2625	HoiH23_PlH23_001704-RA	HoiH23	HoiH23_PlH23_001704	
OG_2625	Tadh_TriadT55547	Tadh	Tadh_TriadG55547	
OG_2625	Hhon_g09879.t1	Hhon	Hhon_g09879.t1	chromosome_16_open_reading_frame_87
OG_2626	HoiH23_PlH23_001703-RA	HoiH23	HoiH23_PlH23_001703	golgi_glycoprotein_1
OG_2626	TrH2_TrispH2_003806-RA	TrH2	TrH2_TrispH2_003806	golgi_glycoprotein_1
OG_2626	Tadh_wf_g4333.t1	Tadh	Tadh_wf_g4333	golgi_glycoprotein_1
OG_2626	Hhon_g09881.t1	Hhon	Hhon_g09881.t1	golgi_glycoprotein_1
OG_2627	HoiH23_PlH23_000604-RA	HoiH23	HoiH23_PlH23_000604	centromere_protein_J
OG_2627	Hhon_g09885.t1	Hhon	Hhon_g09885.t1	centromere_protein_J
OG_2627	TrH2_TrispH2_006870-RA	TrH2	TrH2_TrispH2_006870	centromere_protein_J
OG_2627	Tadh_TriadT28606	Tadh	Tadh_TriadG28606	centromere_protein_J
OG_2628	Tadh_wf_g8035.t1	Tadh	Tadh_wf_g8035	cyclin_dependent_kinase_2_associated_protein_1
OG_2628	TrH2_TrispH2_006871-RA	TrH2	TrH2_TrispH2_006871	cyclin_dependent_kinase_2_associated_protein_1
OG_2628	Hhon_g09889.t1	Hhon	Hhon_g09889.t1	cyclin_dependent_kinase_2_associated_protein_1
OG_2629	TrH2_TrispH2_010763-RA	TrH2	TrH2_TrispH2_010763	prefoldin_subunit_1
OG_2629	HoiH23_PlH23_000589-RA	HoiH23	HoiH23_PlH23_000589	prefoldin_subunit_1
OG_2629	Hhon_g09902.t1	Hhon	Hhon_g09902.t1	prefoldin_subunit_1
OG_2629	Tadh_TriadT59152	Tadh	Tadh_TriadG59152	prefoldin_subunit_1
OG_2630	TrH2_TrispH2_000880-RA	TrH2	TrH2_TrispH2_000880	
OG_2630	Hhon_g09916.t1	Hhon	Hhon_g09916.t1	biogenesis_of_lysosomal_organelles_complex_1_subunit_6
OG_2630	Tadh_TriadT60322	Tadh	Tadh_TriadG60322	biogenesis_of_lysosomal_organelles_complex_1_subunit_6
OG_2630	HoiH23_PlH23_009154-RA	HoiH23	HoiH23_PlH23_009154	biogenesis_of_lysosomal_organelles_complex_1_subunit_6
OG_2631	Tadh_wf_g1167.t1	Tadh	Tadh_wf_g1167	
OG_2631	Hhon_g09944.t1	Hhon	Hhon_g09944.t1	late_endosomal_lysosomal_adaptor_MAPK_and_MTOR_activator_5
OG_2631	TrH2_TrispH2_000085-RA	TrH2	TrH2_TrispH2_000085	late_endosomal_lysosomal_adaptor_MAPK_and_MTOR_activator_5
OG_2632	Hhon_g09948.t1	Hhon	Hhon_g09948.t1	RNA_2_3_cyclic_phosphate_and_5_OH_ligase
OG_2632	HoiH23_PlH23_001919-RA	HoiH23	HoiH23_PlH23_001919	RNA_2_3_cyclic_phosphate_and_5_OH_ligase
OG_2632	Tadh_TriadT18395	Tadh	Tadh_TriadG18395	RNA_2_3_cyclic_phosphate_and_5_OH_ligase
OG_2632	TrH2_TrispH2_000086-RA	TrH2	TrH2_TrispH2_000086	RNA_2_3_cyclic_phosphate_and_5_OH_ligase
OG_2633	TrH2_TrispH2_000098-RA	TrH2	TrH2_TrispH2_000098	decapping_mRNA_1A
OG_2633	Hhon_g09949.t1	Hhon	Hhon_g09949.t1	decapping_mRNA_1A
OG_2633	HoiH23_PlH23_001918-RA	HoiH23	HoiH23_PlH23_001918	decapping_mRNA_1A
OG_2633	Tadh_TriadT52443	Tadh	Tadh_TriadG52443	decapping_mRNA_1A
OG_2634	TrH2_TrispH2_000096-RA	TrH2	TrH2_TrispH2_000096	
OG_2634	HoiH23_PlH23_001916-RA	HoiH23	HoiH23_PlH23_001916	
OG_2634	Hhon_g09951.t1	Hhon	Hhon_g09951.t1	
OG_2634	Tadh_TriadT63552	Tadh	Tadh_TriadG63552	
OG_2635	HoiH23_PlH23_001914-RA	HoiH23	HoiH23_PlH23_001914	cilia_and_flagella_associated_protein_100
OG_2635	Tadh_TriadT63550	Tadh	Tadh_TriadG63550	cilia_and_flagella_associated_protein_100
OG_2635	TrH2_TrispH2_000091-RA	TrH2	TrH2_TrispH2_000091	cilia_and_flagella_associated_protein_100
OG_2635	Hhon_g09953.t1	Hhon	Hhon_g09953.t1	cilia_and_flagella_associated_protein_100
OG_2636	HoiH23_PlH23_002620-RA	HoiH23	HoiH23_PlH23_002620	thymopoietin
OG_2636	TrH2_TrispH2_000057-RA	TrH2	TrH2_TrispH2_000057	thymopoietin
OG_2636	Tadh_TriadT52400	Tadh	Tadh_TriadG52400	thymopoietin
OG_2636	Hhon_g09958.t1	Hhon	Hhon_g09958.t1	thymopoietin
OG_2637	Hhon_g09962.t1	Hhon	Hhon_g09962.t1	NADH_ubiquinone_oxidoreductase_complex_assembly_factor_3
OG_2637	TrH2_TrispH2_000049-RA	TrH2	TrH2_TrispH2_000049	NADH_ubiquinone_oxidoreductase_complex_assembly_factor_3
OG_2637	Tadh_TriadT52393	Tadh	Tadh_TriadG52393	NADH_ubiquinone_oxidoreductase_complex_assembly_factor_3
OG_2637	HoiH23_PlH23_002616-RA	HoiH23	HoiH23_PlH23_002616	NADH_ubiquinone_oxidoreductase_complex_assembly_factor_3
OG_2638	TrH2_TrispH2_000055-RA	TrH2	TrH2_TrispH2_000055	proteasome_26S_subunit_non_ATPase_6
OG_2638	Hhon_g09964.t1	Hhon	Hhon_g09964.t1	proteasome_26S_subunit_non_ATPase_6
OG_2638	HoiH23_PlH23_002618-RA	HoiH23	HoiH23_PlH23_002618	proteasome_26S_subunit_non_ATPase_6
OG_2638	Tadh_TriadT18564	Tadh	Tadh_TriadG18564	proteasome_26S_subunit_non_ATPase_6
OG_2639	TrH2_TrispH2_007597-RA	TrH2	TrH2_TrispH2_007597	TATA_box_binding_protein_associated_factor_RNA_polymerase_I_subunit_A
OG_2639	Hhon_g09968.t1	Hhon	Hhon_g09968.t1	
OG_2639	Tadh_TriadT59910	Tadh	Tadh_TriadG59910	TATA_box_binding_protein_associated_factor_RNA_polymerase_I_subunit_A
OG_2639	HoiH23_PlH23_005591-RA	HoiH23	HoiH23_PlH23_005591	TATA_box_binding_protein_associated_factor_RNA_polymerase_I_subunit_A
OG_2640	Tadh_TriadT59902	Tadh	Tadh_TriadG59902	dynactin_subunit_4
OG_2640	TrH2_TrispH2_007592-RA	TrH2	TrH2_TrispH2_007592	dynactin_subunit_4
OG_2640	Hhon_g09973.t1	Hhon	Hhon_g09973.t1	dynactin_subunit_4
OG_2640	HoiH23_PlH23_005599-RA	HoiH23	HoiH23_PlH23_005599	dynactin_subunit_4
OG_2641	Hhon_g09978.t1	Hhon	Hhon_g09978.t1	enkurin_domain_containing_1
OG_2641	HoiH23_PlH23_005604-RA	HoiH23	HoiH23_PlH23_005604	enkurin_domain_containing_1
OG_2641	TrH2_TrispH2_010943-RA	TrH2	TrH2_TrispH2_010943	enkurin_domain_containing_1
OG_2641	Tadh_TriadT59897	Tadh	Tadh_TriadG59897	enkurin_domain_containing_1
OG_2642	Hhon_g09979.t1	Hhon	Hhon_g09979.t1	chromosome_2_open_reading_frame_81
OG_2642	Tadh_TriadT59896	Tadh	Tadh_TriadG59896	chromosome_2_open_reading_frame_81
OG_2642	TrH2_TrispH2_010942-RA	TrH2	TrH2_TrispH2_010942	chromosome_2_open_reading_frame_81
OG_2642	HoiH23_PlH23_005605-RA	HoiH23	HoiH23_PlH23_005605	chromosome_2_open_reading_frame_81
OG_2643	HoiH23_PlH23_005611-RA	HoiH23	HoiH23_PlH23_005611	nudix_hydrolase_21
OG_2643	Tadh_TriadT64225	Tadh	Tadh_TriadG64225	nudix_hydrolase_21
OG_2643	TrH2_TrispH2_009325-RA	TrH2	TrH2_TrispH2_009325	nudix_hydrolase_21
OG_2643	Hhon_g09984.t1	Hhon	Hhon_g09984.t1	nudix_hydrolase_21
OG_2644	Hhon_g09986.t1	Hhon	Hhon_g09986.t1	novel_zinc_finger_protein_713_ZNF713_and_mitochondrial_ribosomal_protein_S17_MRPS17_protein
OG_2644	TrH2_TrispH2_009322-RA	TrH2	TrH2_TrispH2_009322	
OG_2645	TrH2_TrispH2_009321-RA	TrH2	TrH2_TrispH2_009321	HEAT_repeat_containing_3
OG_2645	Hhon_g09987.t1	Hhon	Hhon_g09987.t1	HEAT_repeat_containing_3
OG_2645	Tadh_TriadT59888	Tadh	Tadh_TriadG59888	HEAT_repeat_containing_3
OG_2645	HoiH23_PlH23_005613-RA	HoiH23	HoiH23_PlH23_005613	HEAT_repeat_containing_3
OG_2646	HoiH23_PlH23_008155-RA	HoiH23	HoiH23_PlH23_008155	glycerate_kinase
OG_2646	TrH2_TrispH2_003745-RA	TrH2	TrH2_TrispH2_003745	glycerate_kinase
OG_2646	Tadh_TriadT25450	Tadh	Tadh_TriadG25450	glycerate_kinase
OG_2646	Hhon_g10032.t1	Hhon	Hhon_g10032.t1	glycerate_kinase
OG_2647	Hhon_g10059.t1	Hhon	Hhon_g10059.t1	centrosomal_protein_41
OG_2647	TrH2_TrispH2_010873-RA	TrH2	TrH2_TrispH2_010873	centrosomal_protein_41
OG_2647	HoiH23_PlH23_008884-RA	HoiH23	HoiH23_PlH23_008884	centrosomal_protein_41
OG_2647	Tadh_TriadT55455	Tadh	Tadh_TriadG55455	centrosomal_protein_41
OG_2648	HoiH23_PlH23_008883-RA	HoiH23	HoiH23_PlH23_008883	autophagy_related_101
OG_2648	Hhon_g10060.t1	Hhon	Hhon_g10060.t1	autophagy_related_101
OG_2648	Tadh_TriadT24711	Tadh	Tadh_TriadG24711	autophagy_related_101
OG_2648	TrH2_TrispH2_010870-RA	TrH2	TrH2_TrispH2_010870	autophagy_related_101
OG_2649	HoiH23_PlH23_008989-RA	HoiH23	HoiH23_PlH23_008989	family_with_sequence_similarity_72_member_B
OG_2649	Hhon_g10062.t1	Hhon	Hhon_g10062.t1	family_with_sequence_similarity_72_member_B
OG_2649	TrH2_TrispH2_004759-RA	TrH2	TrH2_TrispH2_004759	family_with_sequence_similarity_72_member_B
OG_2650	TrH2_TrispH2_004757-RA	TrH2	TrH2_TrispH2_004757	TAM41_mitochondrial_translocator_assembly_and_maintenance_homolog
OG_2650	Hhon_g10064.t1	Hhon	Hhon_g10064.t1	TAM41_mitochondrial_translocator_assembly_and_maintenance_homolog
OG_2650	Tadh_TriadT4385	Tadh	Tadh_TriadG4385	TAM41_mitochondrial_translocator_assembly_and_maintenance_homolog
OG_2650	HoiH23_PlH23_008987-RA	HoiH23	HoiH23_PlH23_008987	TAM41_mitochondrial_translocator_assembly_and_maintenance_homolog
OG_2651	TrH2_TrispH2_003556-RA	TrH2	TrH2_TrispH2_003556	ring_finger_protein_220
OG_2651	Tadh_TriadT61456	Tadh	Tadh_TriadG61456	ring_finger_protein_220
OG_2651	Hhon_g10071.t1	Hhon	Hhon_g10071.t1	ring_finger_protein_220
OG_2651	Hhon_g10072.t1	Hhon	Hhon_g10072.t1	ring_finger_protein_220
OG_2651	HoiH23_PlH23_004214-RA	HoiH23	HoiH23_PlH23_004214	ring_finger_protein_220
OG_2652	Tadh_TriadT61457	Tadh	Tadh_TriadG61457	beta_1_4_galactosyltransferase_7
OG_2652	TrH2_TrispH2_003557-RA	TrH2	TrH2_TrispH2_003557	beta_1_4_galactosyltransferase_7
OG_2652	HoiH23_PlH23_004213-RA	HoiH23	HoiH23_PlH23_004213	beta_1_4_galactosyltransferase_7
OG_2652	Hhon_g10073.t1	Hhon	Hhon_g10073.t1	beta_1_4_galactosyltransferase_7
OG_2653	HoiH23_PlH23_004210-RA	HoiH23	HoiH23_PlH23_004210	
OG_2653	Hhon_g10078.t1	Hhon	Hhon_g10078.t1	
OG_2653	Tadh_TriadT61460	Tadh	Tadh_TriadG61460	
OG_2653	TrH2_TrispH2_003561-RA	TrH2	TrH2_TrispH2_003561	
OG_2654	Tadh_TriadT61462	Tadh	Tadh_TriadG61462	ciliary_associated_calcium_binding_coiled_coil_1
OG_2654	TrH2_TrispH2_003565-RA	TrH2	TrH2_TrispH2_003565	ciliary_associated_calcium_binding_coiled_coil_1
OG_2654	HoiH23_PlH23_004207-RA	HoiH23	HoiH23_PlH23_004207	ciliary_associated_calcium_binding_coiled_coil_1
OG_2654	Hhon_g10080.t1	Hhon	Hhon_g10080.t1	ciliary_associated_calcium_binding_coiled_coil_1
OG_2654	Hhon_g10081.t1	Hhon	Hhon_g10081.t1	
OG_2655	Hhon_g10082.t1	Hhon	Hhon_g10082.t1	non_SMC_condensin_I_complex_subunit_G
OG_2655	TrH2_TrispH2_003566-RA	TrH2	TrH2_TrispH2_003566	non_SMC_condensin_I_complex_subunit_G
OG_2655	Tadh_TriadT32599	Tadh	Tadh_TriadG32599	non_SMC_condensin_I_complex_subunit_G
OG_2655	HoiH23_PlH23_004206-RA	HoiH23	HoiH23_PlH23_004206	non_SMC_condensin_I_complex_subunit_G
OG_2656	Tadh_TriadT60868	Tadh	Tadh_TriadG60868	5_aminoimidazole_4_carboxamide_ribonucleotide_formyltransferase_IMP_cyclohydrolase
OG_2656	TrH2_TrispH2_011282-RA	TrH2	TrH2_TrispH2_011282	5_aminoimidazole_4_carboxamide_ribonucleotide_formyltransferase_IMP_cyclohydrolase
OG_2656	Hhon_g10088.t1	Hhon	Hhon_g10088.t1	5_aminoimidazole_4_carboxamide_ribonucleotide_formyltransferase_IMP_cyclohydrolase
OG_2656	HoiH23_PlH23_005840-RA	HoiH23	HoiH23_PlH23_005840	5_aminoimidazole_4_carboxamide_ribonucleotide_formyltransferase_IMP_cyclohydrolase
OG_2657	Tadh_TriadT30995	Tadh	Tadh_TriadG30995	deltex_E3_ubiquitin_ligase_2
OG_2657	Hhon_g10097.t1	Hhon	Hhon_g10097.t1	deltex_E3_ubiquitin_ligase_2
OG_2657	HoiH23_PlH23_005850-RA	HoiH23	HoiH23_PlH23_005850	deltex_E3_ubiquitin_ligase_2
OG_2657	TrH2_TrispH2_009674-RA	TrH2	TrH2_TrispH2_009674	deltex_E3_ubiquitin_ligase_2
OG_2658	TrH2_TrispH2_001373-RA	TrH2	TrH2_TrispH2_001373	proteasome_assembly_chaperone_3
OG_2658	Tadh_hyp_clust2733.t1	Tadh	Tadh_hyp_clust2733	proteasome_assembly_chaperone_3
OG_2658	Hhon_g10120.t1	Hhon	Hhon_g10120.t1	proteasome_assembly_chaperone_3
OG_2658	HoiH23_PlH23_001510-RA	HoiH23	HoiH23_PlH23_001510	proteasome_assembly_chaperone_3
OG_2659	HoiH23_PlH23_001511-RA	HoiH23	HoiH23_PlH23_001511	
OG_2659	TrH2_TrispH2_001374-RA	TrH2	TrH2_TrispH2_001374	transmembrane_protein_38B
OG_2659	Tadh_TriadT57828	Tadh	Tadh_TriadG57828	transmembrane_protein_38B
OG_2659	Hhon_g10121.t1	Hhon	Hhon_g10121.t1	
